,sta0_datasz,sta1_datasz,sta3_datasz,sta4_datasz,sta2_datasz,sta5_datasz,sta6_datasz,sta7_datasz,sta8_datasz,sta10_datasz,sta9_datasz,T,host_consumption_sta4,training_time_sta4,host_consumption_sta8,training_time_sta8,host_consumption_sta0,training_time_sta0,host_consumption_sta3,training_time_sta3,host_consumption_sta6,training_time_sta6,host_consumption_sta2,training_time_sta2,host_consumption_sta1,training_time_sta1,host_consumption_sta7,training_time_sta7,host_consumption_sta5,training_time_sta5,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta2,consumption_sta9,consumption_sta3,consumption_sta1,consumption_sta5,consumption_sta7,consumption_sta0,consumption_sta6,mean_acc,host_consumption_sta10,training_time_sta10,host_consumption_sta9,training_time_sta9
40,,,,,,,,,,,,9.849048143684871e-08,78853009.0,0.727006196975708,78580304.0,0.6891543865203857,122876944.0,1.143143892288208,175064249.0,1.9196109771728516,151305949.0,1.3487029075622559,161797010.0,1.4944710731506348,110553916.0,1.027510643005371,155352751.0,1.3861966133117676,158885213.0,1.4369480609893799,17336.26859659308,14708.06188230092,16498.663458562572,16686.18970220986,15867.042107660487,13052.691603495357,11832.49802638701,13829.234419642453,12319.068836904187,12831.148887049656,14912.489483947933,0.9642354141582142,140029915.0,1.2250123023986816,,
41,,,,,,,,,,,,1.331587234699096e-07,85104091.0,0.7597923278808594,94551455.0,0.7967617511749268,115535410.0,1.0480670928955078,147591541.0,1.3534274101257324,168324337.0,1.7540724277496338,164022590.0,1.6470074653625488,112263934.0,1.0116610527038574,145901421.0,1.310387372970581,179272674.0,2.0254464149475098,17717.287881478533,15159.495547781526,16986.95773568927,16959.616309515615,16296.847610103503,13232.310198163854,11986.468842242833,14105.886917605701,12704.215147951792,13083.840682905771,15334.20241576515,0.965041615746238,,,170376823.0,1.8812854290008545
42,,,,,,,,,,,,1.02396011390665e-07,71657227.0,0.6660976409912109,78463666.0,0.6859979629516602,160643876.0,1.471541404724121,158253440.0,1.4167146682739258,149370467.0,1.3044142723083496,167883481.0,1.5323131084442139,109452417.0,1.0103082656860352,185347121.0,2.010831594467163,164125068.0,1.4633595943450928,18189.312952041128,15364.813483176931,17264.901203012523,17391.81116364023,16536.25777428571,13662.089069489006,12194.77000172962,14471.782899030055,13047.167567067021,13348.38243621287,15662.79516706503,0.9662612459876321,,,170723257.0,1.6490254402160645
43,,,,,,,,,,,,1.0567329053068994e-07,45548712.0,0.5416703224182129,,,,,140094917.0,1.9439637660980225,103465677.0,1.1718337535858154,129417699.0,1.6341722011566162,118424807.0,1.4486503601074219,141971195.0,2.043050527572632,,,18634.3744157978,15821.52916865862,17831.444153940854,17935.503416546486,17051.07263020839,14032.335379862066,12595.015346899721,14746.226357492247,13287.10663354329,13709.716763955257,15988.688050524064,0.9665290821682323,100340747.0,1.1042876243591309,124538500.0,1.5153768062591553
44,,,,,,,,,,,,9.92610919823656e-08,,,,,71226625.0,0.8992338180541992,131210846.0,1.9103543758392334,124823228.0,1.7680490016937256,101976301.0,1.294903039932251,106401033.0,1.3787059783935547,135802082.0,2.080315589904785,138101453.0,2.127617597579956,19081.087725206362,16133.705402136768,18260.405989233772,18192.623730415326,17470.63172324859,14313.86963329079,12843.150390723353,15047.388064959741,13527.738361483101,13943.47731895438,16333.343287189762,0.9660479914058339,,,126820476.0,1.8380701541900635
45,,,,,,,,,,,,1.069288514563203e-07,67550242.0,0.6394932270050049,73807429.0,0.6609597206115723,99905567.0,0.975783109664917,135981158.0,1.3408434391021729,,,153869235.0,1.6148011684417725,146074089.0,1.4795660972595215,173149092.0,2.1902272701263428,173368697.0,2.1488797664642334,19446.495757503322,16492.857977968237,18649.277838694936,18878.391405871334,17879.5295346786,14658.314403858638,13085.463659460198,15351.792424403317,13783.168788245352,14183.211859192837,16680.480061646573,0.9685465639287775,135297566.0,1.3188931941986084,152501136.0,1.6267435550689697
46,,,,,,,,,,,,1.192556282396454e-07,58762240.0,0.6929709911346436,52598620.0,0.5945999622344971,109321864.0,1.4894680976867676,130175448.0,1.9804167747497559,,,,,72430235.0,0.8797104358673096,133119349.0,2.0895020961761475,134219444.0,2.0988926887512207,19935.377351552917,16828.827008449847,19080.23118194056,19267.69851758219,18262.529448116416,15072.43120854304,13292.710490132078,15659.003392912695,14018.384978911366,14433.385517257366,16986.914568651897,0.969689585945823,88786882.0,1.0961048603057861,110749839.0,1.510146141052246
47,,,,,,,,,,,,1.0857632775303156e-07,72110533.0,0.6658072471618652,74657890.0,0.6415228843688965,,,169086360.0,1.910841703414917,159924579.0,1.6290662288665771,148469408.0,1.384793758392334,96969723.0,0.900479793548584,142372805.0,1.2772080898284912,151642434.0,1.4112987518310547,20339.04056193391,17187.762216060783,19508.46373711573,19490.83567392888,18688.779697114212,15367.951784545006,13428.872044952524,15948.232422687024,14259.703243608008,14605.86954831223,17262.830290395763,0.9707099632783369,140033333.0,1.2373671531677246,,
48,,,,,,,,,,,,1.1301994550355177e-07,,,58687960.0,0.605388879776001,81962620.0,0.9144165515899658,145459283.0,2.0020503997802734,112985245.0,1.2468514442443848,,,125280563.0,1.5048840045928955,143724608.0,1.9757201671600342,146608816.0,2.0352585315704346,20770.26237638548,17433.919835007513,19778.42475888525,19881.020326978054,18937.46028578856,15672.953913309211,13628.866587527962,16331.682927816106,14568.565600729555,14853.73653809614,17608.31363555946,0.9710131070830605,110206078.0,1.2017598152160645,133550683.0,1.737513780593872
49,,,,,,,,,,,,1.3019581116884264e-07,74415398.0,0.6804494857788086,,,105242895.0,0.979870080947876,141662723.0,1.2876477241516113,142656251.0,1.2761921882629395,150618023.0,1.3980894088745117,148855270.0,1.3832712173461914,169506647.0,2.0124547481536865,170157645.0,1.9775819778442383,21006.63442010911,17773.040672693456,20241.695190133643,20098.736090830516,19367.603070257646,15868.879428656664,13890.412949160498,16535.26699311763,14734.854995672962,15238.467808136174,17828.222362027067,0.971899384802038,141399419.0,1.2670042514801025,,
50,,,,,,,,,,,,9.803969113870218e-08,69367437.0,0.6545352935791016,82487093.0,0.7305843830108643,117505437.0,1.103769302368164,176067359.0,1.9467356204986572,146768546.0,1.3321385383605957,166451112.0,1.6567425727844238,111660908.0,1.0430381298065186,150651897.0,1.365873098373413,158042991.0,1.4751901626586914,21401.474052871185,18124.014194906187,20512.39281410576,20465.75554371311,19750.922017241537,16125.860914658211,14048.566109210647,16910.400705864362,15068.98863898753,15426.634071867216,18277.868631690777,0.9721162210811268,143969358.0,1.2905821800231934,,
51,,,,,,,,,,,,1.6101680651786973e-07,72620664.0,0.6541774272918701,85271327.0,0.7278656959533691,114618420.0,1.0469729900360107,156394680.0,1.3931896686553955,150700053.0,1.3153913021087646,169117975.0,1.6085913181304932,162169628.0,1.467050552368164,176134437.0,1.9575831890106201,161313552.0,1.4480226039886475,21887.633128446043,18376.193340369784,20917.995283173805,20931.382865684227,19997.939585095133,16436.59263651256,14421.769315163496,17341.2355189101,15330.92016649889,15662.59631674871,18575.98083984409,0.9722926833412864,142151125.0,1.2183620929718018,,
52,,,,,,,,,,,,9.247429405171037e-08,61371181.0,0.5654659271240234,74146905.0,0.6380245685577393,139616586.0,1.3869411945343018,155180755.0,1.8552865982055664,130322908.0,1.2131633758544922,139476572.0,1.3705172538757324,95800109.0,0.9008848667144775,156917323.0,1.9917705059051514,,,22142.514010816976,18740.58859726609,21422.75575185552,21227.98868296948,20454.045068723528,16710.375866202907,14705.537391533502,17541.74724691864,15600.20955553822,16065.288937611422,18908.944828849573,0.971779384396293,121969231.0,1.1090936660766602,,
53,,,,,,,,,,,,1.0806488108012651e-07,74614738.0,0.676206111907959,80405190.0,0.6865160465240479,112203693.0,1.044684648513794,182803853.0,1.993544340133667,146549490.0,1.3205516338348389,171966906.0,1.712437629699707,155437041.0,1.4622149467468262,180470852.0,1.9806358814239502,155268401.0,1.4266738891601562,22580.06824473268,19062.50770769825,21690.442807403397,21599.815293211213,20809.649625014772,16994.372784873507,14852.551115027438,17846.574229550562,15842.174443124895,16223.791582686272,19304.679117100848,0.9733397256244313,,,166711854.0,1.62441086769104
54,,,,,,,,,,,,9.209051797486844e-08,73300288.0,0.6857156753540039,76482714.0,0.670457124710083,148743577.0,1.4103634357452393,171186634.0,1.9275577068328857,,,151219401.0,1.42037034034729,98351738.0,0.9277462959289551,142429872.0,1.2823238372802734,151162760.0,1.395472526550293,23071.489549840735,19280.375875724814,22095.422072712037,22029.595105291606,21063.737548204284,17304.481477929454,15154.01884873159,18224.860043237637,16005.548103127587,16600.768111074813,19582.947305886566,0.9737973213195801,,,156233059.0,1.5520212650299072
55,,,,,,,,,,,,1.0200296009846381e-07,77154282.0,0.6938316822052002,80952491.0,0.6926167011260986,121579645.0,1.090778112411499,157403589.0,1.3715705871582031,156234219.0,1.3375446796417236,,,165165227.0,1.4673564434051514,159500935.0,1.3673648834228516,165265263.0,1.442779541015625,23423.58926703423,19669.598116130197,22544.868551360527,22422.385909751018,21481.71966857833,17562.95405715104,15468.884318518976,18530.521926606565,16361.84954001295,16835.495312924573,20031.621731805633,0.9737942598082803,159144063.0,1.3720862865447998,176022071.0,1.8461418151855469
56,,,,,,,,,,,,1.1495448376028768e-07,70077946.0,0.7365171909332275,60992886.0,0.6171414852142334,86552329.0,0.9590530395507812,,,127509500.0,1.7715041637420654,116685431.0,1.5286762714385986,81669286.0,0.8950610160827637,138519848.0,2.102464199066162,138911754.0,2.075697183609009,23954.959400884138,20020.42554740015,22994.453213049892,22798.325198500184,21848.890485084175,18004.3420083233,15786.20152284191,18771.967576012772,16539.376013482473,17229.326700187743,20232.184816996913,0.9745877818627791,,,124363756.0,1.7376439571380615
57,,,,,,,,,,,,1.0025354367790515e-07,,,66357130.0,0.602283239364624,145838799.0,1.446232795715332,164476508.0,1.935835599899292,155282562.0,1.6387073993682861,157480676.0,1.6846232414245605,102300337.0,0.9634866714477539,136626786.0,1.2833905220031738,143401489.0,1.378633737564087,24233.37723220231,20426.211729806168,23382.348133096795,23215.386815677517,22252.682549602247,18305.75351102006,16147.23446048324,19094.82739210751,16820.114793621386,17637.079497331048,20573.893830800454,0.9748266772790388,130575167.0,1.195185899734497,,
58,,,,,,,,,,,,9.867515287495003e-08,66395093.0,0.6589319705963135,76912584.0,0.7143173217773438,94582827.0,0.9514439105987549,132207852.0,1.320887565612793,127516398.0,1.2417926788330078,143124939.0,1.571805477142334,135693683.0,1.3868002891540527,153470372.0,2.0198886394500732,,,24609.868475127445,20796.66138661449,23776.804118454333,23481.870620572256,22595.105460356586,18528.31175819062,16287.02714037666,19467.96184317936,17142.526368148017,17799.152018466975,20881.826482271943,0.9749032909219916,127869912.0,1.2532432079315186,,
59,,,,,,,,,,,,1.1436732246214328e-07,75349111.0,0.6624934673309326,77960676.0,0.6498682498931885,111260946.0,1.0022625923156738,,,,,156244412.0,1.5288364887237549,100998521.0,0.9030172824859619,140984685.0,1.2561612129211426,145928338.0,1.3221471309661865,25081.80504589687,21132.297641916684,24061.8366601246,23934.658112457033,22837.928743173386,18932.8899474891,16567.38892477241,19749.50272091261,17367.738253656706,18034.77486857482,21245.19709104908,0.9754679853265936,132569302.0,1.1633758544921875,153489902.0,1.530921220779419
60,,,,,,,,,,,,9.89394816328269e-08,55361186.0,0.6101987361907959,59295259.0,0.6102347373962402,141185002.0,1.7848291397094727,,,112206805.0,1.1807563304901123,,,138273084.0,1.698840856552124,115474558.0,1.2127113342285156,142417543.0,1.8651657104492188,25355.147849756766,21381.218566772302,24491.628176496168,24384.872798206594,23212.985398152465,19233.786049450297,16947.013065326035,20036.745935233324,17555.57009033499,18422.981695471768,21486.113546100052,0.9753025553443215,110261864.0,1.128643274307251,132001981.0,1.5418164730072021
61,,,,,,,,,,,,1.2723865795086962e-07,65318070.0,0.5951840877532959,,,102639569.0,0.9621469974517822,157538659.0,1.7762398719787598,123661060.0,1.1442229747772217,148024890.0,1.5205779075622559,99160696.0,0.9182572364807129,,,135488118.0,1.3006079196929932,25865.316488200056,21768.41514544094,24903.49754685697,24752.570574272526,23630.728843184417,19530.092893156532,17159.27019223196,20443.01353472253,17907.950996463045,18658.101268307775,21937.163235664193,0.9762885624712164,,,142527467.0,1.4586541652679443
62,,,,,,,,,,,,1.3164222545165886e-07,69731511.0,0.6505520343780518,83408661.0,0.7302839756011963,114141736.0,1.0599875450134277,161006424.0,1.446899175643921,173552046.0,1.6962158679962158,173914472.0,1.687692642211914,158076317.0,1.4466650485992432,158030968.0,1.3954663276672363,164801702.0,1.482140064239502,26133.647128303972,22157.189298968955,25346.48762629925,24983.411966021587,24074.933911067183,19707.29751028525,17411.0074457485,20629.533468532158,18147.183952081337,19047.342777899965,22155.50575435219,0.9766030040654269,149962324.0,1.3006396293640137,,
63,,,,,,,,,,,,1.1877129524608672e-07,68527169.0,0.7239677906036377,77979293.0,0.7795705795288086,93798222.0,1.009657382965088,157648950.0,1.9860517978668213,147179188.0,1.718376874923706,145620355.0,1.677335500717163,135638142.0,1.5111942291259766,156235990.0,1.9898686408996582,133821252.0,1.4531965255737305,26641.19510411305,22474.635061006167,25785.455151854043,25370.786126271523,24396.3800853459,20043.957779179058,17800.44090081181,21047.342319403906,18532.422556962058,19362.93539214886,22548.22123571749,0.9767589894208041,,,151192179.0,1.8823392391204834
64,,,,,,,,,,,,1.2317069764392757e-07,65828567.0,0.5719609260559082,74597038.0,0.6180667877197266,104290016.0,0.9431412220001221,,,157885277.0,1.5738122463226318,145634943.0,1.3338351249694824,147931261.0,1.3696484565734863,,,146735403.0,1.3275113105773926,27054.814102025346,22808.88363620077,26245.9757878958,25810.384210761124,24779.75051978973,20364.087911723538,17973.687992265484,21464.056466087855,18786.337374338706,19611.81429756498,22880.820271067692,0.9773314649408514,131200775.0,1.1519982814788818,153076024.0,1.5249409675598145
65,,,,,,,,,,,,1.0936204314905827e-07,76711290.0,0.6786839962005615,73012753.0,0.6159799098968506,104703711.0,0.9529132843017578,139405344.0,1.267120599746704,138039198.0,1.2342476844787598,144763118.0,1.3322207927703857,148405504.0,1.4018738269805908,165550662.0,2.023988723754883,,,27546.828729262117,23080.594185627593,26511.399646817306,26294.512393587498,25077.779617097494,20682.66163299839,18205.029131327035,21874.321808287757,19061.82509929528,19855.641386693555,23187.030690623924,0.9770075353709134,,,154290560.0,1.7249033451080322
66,,,,,,,,,,,,1.7808338074889271e-07,55580607.0,0.5998117923736572,63004905.0,0.6476092338562012,82115696.0,0.9368314743041992,137907911.0,1.9071955680847168,,,125008896.0,1.5936534404754639,115195750.0,1.4334499835968018,142014896.0,2.0634217262268066,142391115.0,2.041476011276245,27977.147691325237,23647.550596192472,27121.054415992992,26712.966246207117,25700.0549192534,20998.829362423232,18415.44257496756,22147.037408690827,19359.525277790726,20160.943228520533,23528.67512668098,0.9775523543357849,,,121381708.0,1.525115966796875
67,,,,,,,,,,,,1.2660032034975537e-07,56477699.0,0.5869219303131104,67818247.0,0.6510248184204102,159893390.0,1.7848420143127441,174359478.0,2.2330408096313477,155208831.0,1.6551694869995117,,,156671718.0,1.716644525527954,134840902.0,1.3311100006103516,141065557.0,1.4205195903778076,28481.796155270174,23955.20649013156,27551.53332440654,27136.29692087162,26117.292390807364,21277.15450698244,18756.39221555748,22446.072172202552,19588.90318819004,20638.777052730456,23808.15827275462,0.9779936454512856,122220817.0,1.1767163276672363,152598486.0,1.6058995723724365
68,,,,,,,,,,,,1.285352967435378e-07,,,,,128110756.0,1.4339978694915771,117277349.0,1.236320972442627,119278503.0,1.2311797142028809,,,129482029.0,1.451993703842163,145445185.0,1.9556398391723633,146305534.0,1.9539475440979004,28940.115553013075,24177.232192239935,27850.37393308842,27455.812694680473,26373.60453051935,21535.827820539715,18910.014691898243,22781.97592609177,19821.418402398787,20805.384948509607,24011.26358060182,0.9783209508115595,111794147.0,1.1133036613464355,134922262.0,1.6511566638946533
69,,,,,,,,,,,,1.1028214226227956e-07,84490811.0,0.7691311836242676,81118505.0,0.7040431499481201,158887471.0,1.5062177181243896,145842766.0,1.3383114337921143,173938459.0,1.7284431457519531,169867119.0,1.6412577629089355,103709635.0,0.9643259048461914,182804098.0,2.0544545650482178,163676400.0,1.5243911743164062,29351.894655761167,24573.68449105268,28290.44132602712,27768.702714191648,26782.855343082807,21798.465986407493,19127.28027295305,23135.955003791216,20128.940728239588,21040.179401193673,24411.257875151307,0.9780324968424711,,,168503414.0,1.644991159439087
