,sta0_datasz,sta1_datasz,sta2_datasz,sta3_datasz,sta4_datasz,sta5_datasz,sta6_datasz,sta7_datasz,sta8_datasz,sta10_datasz,sta9_datasz,T,host_consumption_sta4,training_time_sta4,host_consumption_sta0,training_time_sta0,host_consumption_sta1,training_time_sta1,host_consumption_sta3,training_time_sta3,host_consumption_sta6,training_time_sta6,host_consumption_sta10,training_time_sta10,host_consumption_sta8,training_time_sta8,host_consumption_sta7,training_time_sta7,host_consumption_sta5,training_time_sta5,host_consumption_sta2,training_time_sta2,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta2,consumption_sta6,consumption_sta9,consumption_sta0,consumption_sta3,consumption_sta5,consumption_sta1,consumption_sta7,mean_acc,host_consumption_sta9,training_time_sta9
0,747088320.0,684321792.0,1128383616.0,1047438528.0,436285440.0,1135301568.0,995528640.0,1026684672.0,352361088.0,748350720.0,1102428672.0,4.372515531842724e-08,97170162.0,0.9731388092041016,140348335.0,1.3780574798583984,144808346.0,1.3913352489471436,181663781.0,1.7304399013519287,181607689.0,1.7152276039123535,176467932.0,1.629695177078247,117006293.0,1.1143159866333008,186840830.0,1.7652397155761719,191318541.0,1.833726406097412,192972346.0,1.8622255325317383,762.0277697422883,729.7950485115783,761.2711387966878,867.2281300305751,751.1416284117026,757.9187481690119,1083.567335542595,901.9624975451031,814.0840173968193,800.4285124695674,646.2926316729238,0.7349179901859977,,
1,,,,,,,,,,,,5.218679677736941e-08,65674575.0,0.7340335845947266,82825105.0,0.9548087120056152,81883762.0,0.9342384338378906,125101974.0,1.8649635314941406,,,97816705.0,1.2459650039672852,67692209.0,0.7214372158050537,131376434.0,2.0969789028167725,133127467.0,2.133253574371338,116182015.0,1.6202049255371094,1304.0700502321101,1197.9433944814268,1066.9201428054691,1386.9223616678614,1269.8167885343273,1203.4392670227273,1337.8732277479157,1380.5831819697944,1355.3461018629023,1280.1594536511745,1026.4283347837363,0.11363070864569057,,
2,,,,,,,,,,,,4.3764916859443503e-08,72570615.0,0.6638190746307373,169769219.0,1.5526320934295654,167588560.0,1.5044758319854736,183332355.0,1.9910204410552979,152916234.0,1.3154549598693848,154550080.0,1.299415111541748,77062486.0,0.6578850746154785,158493674.0,1.3550243377685547,163642526.0,1.4221670627593994,165938540.0,1.4749870300292969,1766.007328471084,1452.5004385887453,1543.014173977436,1725.983750848633,1478.118072007651,1471.2044964470122,1731.6622285089693,1581.027134505626,1568.5098543825875,1640.0734092527098,1208.1452047824234,0.1652666228738698,,
3,,,,,,,,,,,,4.3708050626307966e-08,79664042.0,0.7367451190948486,115378550.0,1.0804579257965088,165040166.0,1.5130248069763184,161966444.0,1.4596927165985107,151507302.0,1.3365733623504639,,,79931558.0,0.7038984298706055,158306724.0,1.3910725116729736,163680978.0,1.4610161781311035,176915440.0,1.731532096862793,2212.680764958014,1833.1881817239748,1977.9746101428389,2116.5242805045414,1860.0279143523521,1831.0601210915884,1970.9467947384455,1914.126644790709,1940.0518949071884,1850.7557829205296,1571.0506119034583,0.44066744636405597,178894195.0,1.8412981033325195
4,,,,,,,,,,,,4.060317394445307e-08,70897218.0,0.6394996643066406,158774435.0,1.4859936237335205,104240212.0,0.9566068649291992,151053019.0,1.365147590637207,148390978.0,1.3111495971679688,147791065.0,1.307783842086792,,,181460534.0,2.0452077388763428,186977975.0,2.169903516769409,167773618.0,1.6339325904846191,2483.240961016187,2259.750227518058,2471.2764585245413,2553.1115823836144,2160.28309551185,2320.2232298603517,2361.7389346665277,2195.6582206206913,2214.893304495159,2084.8080068119816,1945.641501752353,0.5857298645106229,170622916.0,1.79091477394104
5,,,,,,,,,,,,4.30293784458099e-08,72650022.0,0.6724112033843994,108341458.0,1.015618085861206,164225470.0,1.5279333591461182,157332605.0,1.4303953647613525,155220916.0,1.3871023654937744,138229748.0,1.205273151397705,76054371.0,0.667133092880249,153278294.0,1.3625526428222656,178598175.0,1.998504400253296,168922846.0,1.6352274417877197,2935.4371368508323,2568.318544457143,2892.1148941613405,3026.545493698855,2513.954183986091,2703.473874743625,2602.3268592025993,2440.6924715334044,2540.383314821532,2345.4300677210176,2193.878280590698,0.6996250911192461,,
6,,,,,,,,,,,,5.669670244193378e-08,77203416.0,0.7272078990936279,117114080.0,1.1185121536254883,111028097.0,1.0559022426605225,174573284.0,1.9302623271942139,149262619.0,1.3677935600280762,144661923.0,1.3016223907470703,86392906.0,0.7737226486206055,151245584.0,1.3798415660858154,160438432.0,1.5098671913146973,159344380.0,1.5007388591766357,3415.766548875816,2940.311128602894,3172.277696085239,3305.605006453182,2909.555104921618,3039.3385856760815,2758.759693209158,2836.630898706941,2869.8818611695588,2528.7087220685485,2529.86430163383,0.7949863834814592,,
7,,,,,,,,,,,,6.986625501942e-08,72706845.0,0.7051153182983398,109738549.0,1.0508904457092285,160618425.0,1.492950677871704,192501643.0,1.9785094261169434,181196009.0,1.7187614440917969,143390563.0,1.2544538974761963,,,163845833.0,1.4685478210449219,173218246.0,1.5784475803375244,176868932.0,1.6408135890960693,3748.2528039965,3158.952951705882,3575.878433148252,3630.3425531714674,3181.7822835653174,3292.398033040402,3123.269829586852,3041.295795499285,3134.423916988013,2892.3502143045366,2692.7456169702455,0.8415287787264044,180595546.0,1.7314190864562988
8,,,,,,,,,,,,7.038335424056861e-08,80438270.0,0.7219538688659668,164245246.0,1.4983484745025635,108695644.0,0.9893128871917725,154104952.0,1.365999460220337,154103853.0,1.3396408557891846,148547655.0,1.2685105800628662,83558685.0,0.7106881141662598,155062286.0,1.3424861431121826,178839813.0,1.9867475032806396,164688665.0,1.493769645690918,4262.048312961062,3498.361547593928,3951.7000843610126,4007.0139543710384,3602.714760340637,3748.2513128512514,3407.1895287521497,3380.8239221372037,3579.7582599187785,3048.749363383743,3061.2404300209673,0.8590171987360175,,
9,,,,,,,,,,,,6.52177152451876e-08,73615290.0,0.6983311176300049,100445483.0,0.9738423824310303,143690611.0,1.388765811920166,164313239.0,1.8680269718170166,154636994.0,1.5808732509613037,,,67508311.0,0.6109616756439209,136862260.0,1.2646028995513916,148590256.0,1.4168193340301514,147620593.0,1.4238393306732178,4632.444035392379,3733.000100332616,4210.771467683111,4436.524267729831,4002.695501318395,3998.864522906106,3611.3302592464565,3706.4958937683314,3845.5448859993335,3389.177802470363,3374.947540482602,0.8734546087004922,,
10,,,,,,,,,,,,8.61249656684865e-08,72194761.0,0.6591017246246338,109557825.0,1.0176784992218018,162282604.0,1.5806798934936523,180437465.0,2.0404295921325684,144912715.0,1.314079761505127,136489030.0,1.2039294242858887,83540131.0,0.7159426212310791,179521879.0,2.0689289569854736,155708769.0,1.4549777507781982,,,5082.648232174816,4084.5026307240214,4645.293578712414,4911.17278934612,4195.692728841241,4376.54420363308,4015.792626640711,3970.5997327647033,4095.622536996011,3684.8417395217903,3554.140173977621,0.886025071144104,162061719.0,1.609677791595459
11,,,,,,,,,,,,1.0548199710042578e-07,67041454.0,0.6228344440460205,105130163.0,0.9954543113708496,106473482.0,0.9811737537384033,138318249.0,1.3759980201721191,156966517.0,1.774526596069336,131214203.0,1.2779455184936523,85403407.0,0.7486557960510254,166672303.0,2.0958011150360107,167233947.0,2.0624191761016846,152073707.0,1.6308057308197021,5392.24306065196,4518.444372628483,5087.410473655493,5356.366265474558,4633.602046986937,4806.3512261338365,4330.137845769661,4312.549099412992,4575.979576067012,3903.2291197259024,3878.0673385328064,0.8942555080760609,,
12,,,,,,,,,,,,7.121641931763283e-08,83820769.0,0.7365574836730957,162428417.0,1.5084798336029053,108505216.0,0.9753561019897461,152259436.0,1.346785306930542,167402770.0,1.6759679317474365,139906197.0,1.184401512145996,85104580.0,0.7099118232727051,151608132.0,1.3129560947418213,178050753.0,2.0111196041107178,159142109.0,1.4351885318756104,5871.444823227294,4836.732575992877,5519.022603341037,5633.743010884561,4968.415013290642,5136.676483227311,4594.8859694591765,4560.501432807223,4913.453557551295,4142.249668592817,4119.189961720597,0.89948416298086,,
13,,,,,,,,,,,,9.421804438956836e-08,77415024.0,0.765038013458252,99141592.0,1.0150833129882812,135105733.0,1.4432995319366455,128460181.0,1.3239097595214844,149400496.0,1.7583935260772705,118063174.0,1.1619107723236084,66223158.0,0.6222836971282959,159414082.0,2.052178382873535,161362197.0,2.075324296951294,143881711.0,1.6084911823272705,6287.463815923738,5139.365326512672,5919.103717031005,6039.081799778928,5322.181398707028,5476.380429385656,4880.636190636696,4820.9710814650925,5217.3573903785245,4392.133998369108,4477.61442402733,0.9045209667899392,,
14,,,,,,,,,,,,7.874495001185859e-08,55549601.0,0.6008884906768799,151989113.0,1.7716929912567139,149952680.0,1.7231159210205078,168771785.0,2.2576940059661865,129144200.0,1.312957763671875,121500665.0,1.1962199211120605,65462540.0,0.6524217128753662,160625444.0,2.002955675125122,137310622.0,1.4296400547027588,,,6714.772115588833,5545.587251876445,6361.898820292576,6509.150154852409,5659.107713917094,5887.9832778395585,5148.36118190744,5231.784718520036,5525.331207082049,4593.61088585242,4746.1279439980135,0.9086325493725863,151197428.0,1.7536036968231201
15,,,,,,,,,,,,8.641665162958268e-08,85515101.0,0.8205208778381348,101185959.0,1.0068318843841553,98312248.0,0.9683432579040527,157535180.0,1.890944480895996,154086520.0,1.8313558101654053,,,71795714.0,0.6603732109069824,163388681.0,2.102451801300049,166765625.0,2.160836696624756,133542444.0,1.4236328601837158,7173.059999487609,5873.362219939557,6770.70925079918,6998.553724745925,6048.416049225955,6268.4270260402955,5462.430365393502,5633.951027411894,5894.648837815532,4889.669933462952,4996.299257207312,0.9141333861784502,152026100.0,1.8236393928527832
16,,,,,,,,,,,,9.362073076411536e-08,78235029.0,0.7149794101715088,172897324.0,1.5609376430511475,173037094.0,1.5493524074554443,161717176.0,1.4187631607055664,180279140.0,1.6590473651885986,,,79772562.0,0.6877181529998779,159368610.0,1.3580207824707031,173033798.0,1.513124704360962,173839642.0,1.5483038425445557,7623.817633539714,6285.989293490391,7014.416003780343,7331.163976972434,6407.668819537898,6642.337574209623,5718.647132598971,5858.2515258546055,6218.083207268165,5056.45681177687,5282.291299319,0.9176455085927789,178502595.0,1.6514317989349365
17,,,,,,,,,,,,8.169068195743707e-08,76660205.0,0.7263813018798828,115096446.0,1.076111078262329,117082281.0,1.0650444030761719,181455834.0,1.9262230396270752,154492951.0,1.3910012245178223,,,92969793.0,0.8253569602966309,155721281.0,1.394361972808838,167352904.0,1.5526349544525146,163202280.0,1.4954931735992432,8059.123477564168,6492.189014661748,7401.7059018114005,7749.775764957043,6617.326916458567,6906.404674348263,6046.018735437324,6235.779421306309,6463.566353802848,5332.297102298838,5442.809748179895,0.9220188964496959,177997897.0,1.9450736045837402
18,,,,,,,,,,,,7.373600013679748e-08,69289312.0,0.6763479709625244,95884032.0,0.9552018642425537,139045604.0,1.3995306491851807,158136680.0,1.820387840270996,150920817.0,1.6110656261444092,,,71830260.0,0.6578681468963623,132608791.0,1.275275707244873,,,139274912.0,1.3913555145263672,8463.223002107337,6886.55391612252,7817.392330047723,8082.155903381003,6996.436128786017,7346.8960173713385,6383.728658205802,6513.885637294413,6864.763252413025,5557.674793495639,5838.090456092662,0.9249376600438898,146162467.0,1.5274829864501953
19,,,,,,,,,,,,1.0466846901198795e-07,84310026.0,0.7592015266418457,109634973.0,1.0138869285583496,155344756.0,1.4798047542572021,145177973.0,1.3240513801574707,164031379.0,1.7052576541900635,138013562.0,1.210961103439331,77627486.0,0.669954776763916,147396901.0,1.3309860229492188,174948100.0,2.0148825645446777,,,8927.318007060456,7273.363685525026,8300.134976443576,8501.969023743504,7296.502058934614,7820.670871347948,6778.9631260766455,6791.812480447515,7231.2897092202575,5797.455328135272,6081.928886462561,0.9268790104172446,163117991.0,1.7248504161834717
20,,,,,,,,,,,,8.230539736983129e-08,72056395.0,0.6530120372772217,153580844.0,1.4831159114837646,102280500.0,0.9464330673217773,144389462.0,1.3485121726989746,162053052.0,1.6617627143859863,144851863.0,1.3358795642852783,85929894.0,0.7407083511352539,172855209.0,1.994734525680542,151324869.0,1.4171967506408691,,,9207.14145484715,7678.793102721004,8796.095766646959,8721.09679210789,7657.977772458095,8234.034880764291,7172.169287922024,6968.86221443059,7448.604196758934,5951.773655062173,6480.309610567156,0.9320512413978577,165742435.0,1.8413455486297607
21,,,,,,,,,,,,9.745961431283352e-08,63014792.0,0.5928082466125488,94595216.0,0.9343671798706055,130132052.0,1.3466699123382568,124313463.0,1.25260591506958,,,,,78495282.0,0.7134723663330078,155494414.0,2.032813310623169,158684835.0,2.0964057445526123,128182838.0,1.3081889152526855,9650.630251156666,7986.857386719337,9213.174902540146,9093.14951416586,7973.840310254296,8596.483235975416,7335.992919838344,7346.922382876413,7832.604105097572,6190.999674271874,6715.651597460208,0.9353403449058533,145649469.0,1.8022253513336182
22,,,,,,,,,,,,9.541293901169227e-08,65534134.0,0.6734507083892822,128781897.0,1.445035457611084,129667759.0,1.4544610977172852,,,115147167.0,1.1914875507354736,,,62258325.0,0.6122922897338867,146627432.0,1.944629192352295,147920825.0,1.9628381729125977,123577747.0,1.3275859355926514,10087.321577619474,8220.802127129433,9537.749581122864,9591.378897277697,8265.398678660953,8888.922009478223,7728.11932368872,7773.5306393298815,8137.377524195898,6506.112472866976,6897.266586325519,0.9373231313445352,138217908.0,1.733374834060669
