,time_sta3,time_sta4,time_sta5,round_time,consumption_sta1,consumption_sta0,consumption_sta2,consumption_sta3,consumption_sta5,consumption_sta4,mean_acc,time_sta0,time_sta1,time_sta2
0,9.50699520111084,8.518004655838013,6.381379842758179,9.50699520111084,0.0,0.0,0.0400579748042833,0.1294610130930111,0.07194660851051671,0.0827110607203222,0.4885670840740204,,,
1,,,,9.477856397628784,0.17990752003125032,0.07380602623233878,0.26853541202326636,0.17637600800630565,0.07194660851051671,0.0827110607203222,0.6611444428563118,7.9035515785217285,7.220932960510254,9.477856397628784
2,,10.617496252059937,7.942903280258179,10.617496252059937,0.17990752003125032,0.149958521248311,0.26853541202326636,0.17637600800630565,0.14936644947345012,0.15559743842402207,0.7663139080007871,5.516142129898071,,
3,10.000667810440063,8.145976305007935,8.237876176834106,10.000667810440063,0.312939669728584,0.19001592381059407,0.26853541202326636,0.33954094154224407,0.22054677984869464,0.23113224429826607,0.8990005254745483,4.986401319503784,6.809699296951294,
4,,10.27717661857605,8.074463129043579,10.27717661857605,0.34939795305274424,0.22308813677235495,0.26853541202326636,0.33954094154224407,0.2542073243480223,0.3095447518690383,0.83333087960879,6.808645725250244,,
5,,,7.924499988555908,11.822329759597778,0.34939795305274424,0.2910303865142039,0.4594974489654373,0.33954094154224407,0.29664613901584413,0.34867760528577685,0.7874724070231119,5.9200379848480225,,11.822329759597778
6,10.991315603256226,,6.300886869430542,10.991315603256226,0.34939795305274424,0.325713306518538,0.4937315627482921,0.46735294711770997,0.3317400066646714,0.34867760528577685,0.7941029816865921,6.2159154415130615,,
7,,10.226868629455566,6.690761566162109,10.226868629455566,0.5030541860670932,0.4030236076461824,0.4937315627482921,0.46735294711770997,0.36953543833286506,0.4276466595301377,0.9296377003192902,5.609875440597534,7.047321081161499,
8,,10.35927438735962,6.943896770477295,10.35927438735962,0.5030541860670932,0.4869542702559331,0.4937315627482921,0.46735294711770997,0.40508737298620456,0.5071524274941049,0.8924165864785513,7.020168304443359,,
9,7.498443841934204,,6.341674327850342,7.498443841934204,0.5030541860670932,0.4869542702559331,0.4937315627482921,0.5887148793033421,0.4447828451999767,0.5071524274941049,0.8697598775227865,,,
10,,,8.921128749847412,12.720296144485474,0.6525486333594552,0.5708157360913946,0.6834342842062366,0.6203732332914096,0.48753682373885976,0.5071524274941049,0.9058099289735159,5.396300554275513,6.13447117805481,12.720296144485474
11,,7.764364242553711,7.487225770950317,7.764364242553711,0.6525486333594552,0.6455726409595224,0.6834342842062366,0.6203732332914096,0.5216012391566158,0.584891922838238,0.9064309199651083,4.578666687011719,,
12,,9.547380924224854,6.7291929721832275,9.547380924224854,0.6525486333594552,0.6455726409595224,0.6834342842062366,0.6203732332914096,0.5585921430805199,0.657028158041505,0.8709979355335236,,,
13,9.607763051986694,,9.751495599746704,9.751495599746704,0.6525486333594552,0.6455726409595224,0.7231760937159575,0.750582621292899,0.6264235956442432,0.694297465646215,0.8288792967796326,,,
14,,,8.076857805252075,8.076857805252075,0.8069853202150628,0.71644812530488,0.7231760937159575,0.750582621292899,0.665739348731111,0.694297465646215,0.9237817128499349,6.664092540740967,6.535476207733154,
15,,10.076404094696045,6.856684684753418,12.670366287231445,0.8069853202150628,0.7909600629101741,0.9556534802610888,0.750582621292899,0.7052621818917286,0.7795980215588892,0.9316232403119405,5.541646718978882,,12.670366287231445
16,8.601424217224121,9.213505268096924,6.476530313491821,9.213505268096924,0.8069853202150628,0.8294325887979399,0.9556534802610888,0.8802885634992772,0.7801343728585648,0.8592253225967278,0.8998743693033854,5.289218902587891,,
17,,,6.091831922531128,8.526485681533813,0.9534276973152525,0.9452182929189634,0.9950780324477659,0.9203463872952535,0.8286336833313035,0.8592253225967278,0.9560770491758982,5.279247522354126,8.526485681533813,
18,,11.772538661956787,9.832816362380981,11.772538661956787,0.9864491333368799,0.9791322229967685,0.9950780324477659,0.9203463872952535,0.8687059689542691,0.9361784557009502,0.8899308443069458,,,
19,8.072994709014893,12.074579000473022,5.768887042999268,12.074579000473022,0.9864491333368799,0.9791322229967685,0.9950780324477659,1.0914429462441961,0.9062984486389203,1.0174970052533037,0.8564562996228536,,,
20,,,8.381515264511108,11.812819004058838,1.075386368227168,1.0135324379679291,1.2136358819039874,1.0914429462441961,0.950572630968952,1.0174970052533037,0.9664208392302195,6.006415605545044,7.640735626220703,11.812819004058838
21,,9.990110874176025,6.9124839305877686,9.990110874176025,1.075386368227168,1.1308777479209207,1.2136358819039874,1.0914429462441961,1.0288922175658533,1.0977921635710994,0.9434633553028107,4.861335277557373,,
22,12.691394329071045,9.70102596282959,8.347507238388062,12.691394329071045,1.1703169526819155,1.1308777479209207,1.2136358819039874,1.2338463502929602,1.0645689756845647,1.2098450441107036,0.9594877262910207,,8.559540510177612,
23,,,6.853002548217773,6.853002548217773,1.3476970323970294,1.2072090304124297,1.2500717524164788,1.2338463502929602,1.103097749781809,1.2441688822600372,0.9654638369878134,5.259244203567505,6.358925819396973,
24,,,10.086834192276001,35.887856245040894,1.3476970323970294,1.2802202395293074,1.2884782399878862,1.2338463502929602,1.1756966394629549,1.2441688822600372,0.8819941182931265,35.887856245040894,,
25,8.818197965621948,12.634433269500732,11.211826801300049,12.634433269500732,1.3824493494603518,1.3115063230738366,1.2884782399878862,1.351802426849051,1.281495313922398,1.3583333198840282,0.8735106885433197,,,
26,,,6.242424488067627,9.808600187301636,1.3824493494603518,1.3482266280619948,1.5011115599279539,1.3914167948862501,1.32050954157254,1.3583333198840282,0.9214129646619161,6.357832908630371,,9.808600187301636
27,,7.810119152069092,7.851334095001221,7.851334095001221,1.520390753738319,1.3834121116550202,1.5011115599279539,1.3914167948862501,1.3573448433592779,1.4782815059548073,0.9766700168450674,4.566076278686523,6.52718448638916,
28,9.234367847442627,,6.865108966827393,9.234367847442627,1.520390753738319,1.4647872384559983,1.5011115599279539,1.5596560160060622,1.397580543812274,1.4782815059548073,0.9594305257002512,8.348618507385254,,
29,,10.22147274017334,6.9690775871276855,10.22147274017334,1.520390753738319,1.548717254114373,1.5011115599279539,1.5596560160060622,1.473752801841541,1.5176567070376694,0.9158400098482767,6.276260852813721,,
30,,10.040595054626465,7.768762826919556,10.040595054626465,1.5571330884539167,1.548717254114373,1.6801575696282047,1.5596560160060622,1.5089980418054187,1.5972304033061593,0.9205058217048645,,,9.675578355789185
31,9.908334970474243,,8.085078954696655,9.908334970474243,1.654871212967308,1.5855945234935698,1.6801575696282047,1.7030342724512937,1.585056415728885,1.5972304033061593,0.9703215758005778,4.194336891174316,6.125335931777954,
32,,9.890315532684326,9.270988464355469,9.890315532684326,1.654871212967308,1.6196294239406166,1.6801575696282047,1.7030342724512937,1.6214031086839205,1.6722536613923071,0.9598168234030405,5.193470001220703,,
33,,,11.064876317977905,11.064876317977905,1.8397766389919215,1.6958859589104387,1.6801575696282047,1.7030342724512937,1.7058209034230947,1.708862366473976,0.9562444190184275,4.874852657318115,8.09307599067688,
34,8.629075288772583,9.27606463432312,6.455463886260986,11.080016374588013,1.8397766389919215,1.7752285059708308,1.859913176893625,1.9130912142573027,1.7780116669307153,1.7884563312361936,0.9723561008771261,6.1630799770355225,,11.080016374588013
35,,8.731584548950195,9.574908256530762,9.574908256530762,1.8397766389919215,1.8088876484772607,1.8983813235405311,1.949288429654135,1.8115502014878393,1.867781978082856,0.9327678481737772,7.005959510803223,,
36,,,6.710168123245239,8.161545515060425,1.9294238545316065,1.8900629865213086,1.8983813235405311,1.9845659806267153,1.8537291086079426,1.9020671485686012,0.9540948073069254,7.877451419830322,8.161545515060425,
37,,9.97012996673584,8.408224105834961,10.106050491333008,1.9294238545316065,1.9259613437649614,2.080571049578812,2.024623701101223,1.8899554177417945,1.986229836234617,0.9490392704804739,8.338543891906738,,10.106050491333008
38,,,9.175574541091919,9.175574541091919,2.0229534061812657,1.960862156037721,2.080571049578812,2.0579616934494456,1.9327786645852134,1.986229836234617,0.9682176013787588,6.1157472133636475,7.9414145946502686,
39,,8.428011417388916,5.54761004447937,9.233374834060669,2.0229534061812657,2.0374805259823825,2.080571049578812,2.0579616934494456,2.0076679735356526,2.062868776689615,0.9367017447948456,9.233374834060669,,
40,,,8.744914293289185,8.744914293289185,2.1176614504908997,2.07402273813321,2.080571049578812,2.0890853492813934,2.087022901687539,2.062868776689615,0.9441947042942047,5.485668182373047,6.4711997509002686,
41,,10.646004438400269,,10.646004438400269,2.1176614504908997,2.151768125980383,2.315264872450446,2.0890853492813934,2.1219251890730098,2.1749410149044297,0.9306457936763763,4.977403402328491,,10.355163335800171
42,10.138279914855957,,7.118280649185181,10.138279914855957,2.2118211454935945,2.2275191344195955,2.315264872450446,2.176829462780805,2.1980754841364023,2.1749410149044297,0.9720858931541443,5.0332560539245605,6.93573260307312,
43,10.605746746063232,11.690651655197144,8.491061449050903,11.690651655197144,2.3029102694023464,2.2275191344195955,2.315264872450446,2.3480542039377528,2.2725089403409546,2.2920717452343555,0.9805266757806143,,9.368863582611084,
44,,10.798383474349976,8.68382477760315,10.798383474349976,2.3029102694023464,2.2977767213907194,2.315264872450446,2.3480542039377528,2.3085921953330475,2.407802781169653,0.9731226861476898,6.014105558395386,,
45,,,9.741790533065796,11.21815800666809,2.434445513505736,2.3785365672350602,2.4691660520633336,2.3480542039377528,2.353061323027304,2.407802781169653,0.9663579066594442,5.995070695877075,8.93720555305481,11.21815800666809
46,10.026898622512817,,6.3563923835754395,10.026898622512817,2.434445513505736,2.451271151390018,2.4691660520633336,2.477563236082364,2.387492213348792,2.407802781169653,0.9588514069716135,6.591812610626221,,
47,,7.143177509307861,6.433912754058838,7.662868976593018,2.5249868380956997,2.490390612754397,2.4691660520633336,2.477563236082364,2.418631769560533,2.494143351946977,0.9775173664093018,,7.662868976593018,
48,8.801835298538208,,7.844506740570068,13.074655532836914,2.5249868380956997,2.490390612754397,2.660466552663327,2.569188323437874,2.4960679225995923,2.494143351946977,0.956163744131724,,,13.074655532836914
49,,7.1323325634002686,9.093342304229736,9.093342304229736,2.6669464637047895,2.52281654354917,2.6985919867555497,2.569188323437874,2.564755460322245,2.6167378441242195,0.9871859451135,6.339399576187134,8.230799198150635,
50,11.493465185165405,,6.376436233520508,11.493465185165405,2.7021045496225042,2.6067585985433945,2.733025800279923,2.7015963160693164,2.647657781804141,2.6167378441242195,0.973054567972819,5.34424090385437,,
51,,9.74297571182251,6.914146423339844,9.74297571182251,2.7021045496225042,2.639815535822877,2.733025800279923,2.7015963160693164,2.683400457432568,2.7333108197140947,0.9418753087520599,5.782589435577393,,
52,,,11.143682718276978,11.143682718276978,2.7021045496225042,2.6713866467493554,2.733025800279923,2.7015963160693164,2.762713007885238,2.7333108197140947,0.9349091947078705,4.456891298294067,,
53,8.869133234024048,,,62.79086089134216,2.849231282057417,2.71144426072327,2.733025800279923,2.834353962868821,2.762713007885238,2.7333108197140947,0.9151078760623932,5.450145721435547,62.79086089134216,
54,,11.743539094924927,8.171683311462402,12.48538875579834,2.849231282057417,2.745398276353172,2.879912640920641,2.834353962868821,2.8384433552091357,2.8128332208455222,0.9743112921714783,5.874042749404907,,12.48538875579834
55,,11.89009428024292,,11.89009428024292,2.849231282057417,2.777759389614517,2.9184490178886806,2.871350776780932,2.8384433552091357,2.848843904425084,0.925423135360082,6.925052642822266,,
56,,11.795124530792236,9.091814279556274,11.795124530792236,2.94755770949628,2.855532198980428,2.9184490178886806,2.9101368483665513,2.8736311675091875,2.9297996541389923,0.9654970268408457,6.020424842834473,5.600050926208496,
57,,,6.238859176635742,6.238859176635742,2.980839095983768,2.8874354693653723,2.9184490178886806,2.9101368483665513,2.948628936982927,2.9297996541389923,0.9491981764634451,5.643300533294678,,
58,8.432530641555786,,,11.019093751907349,3.023779425129945,2.920412068636737,3.060953325687213,3.044369051530768,2.948628936982927,2.9297996541389923,0.9035214086373647,5.503766059875488,,11.019093751907349
59,,11.34471344947815,6.237900257110596,11.34471344947815,3.023779425129945,3.0018118050228404,3.060953325687213,3.084110361918295,2.987096780023662,3.010711806960319,0.9286516507466634,6.450654029846191,,
