,sta0_datasz,sta1_datasz,sta2_datasz,sta3_datasz,sta4_datasz,sta5_datasz,sta6_datasz,sta7_datasz,sta8_datasz,sta10_datasz,sta9_datasz,T,host_consumption_sta4,training_time_sta4,host_consumption_sta8,training_time_sta8,host_consumption_sta0,training_time_sta0,host_consumption_sta1,training_time_sta1,host_consumption_sta10,training_time_sta10,host_consumption_sta6,training_time_sta6,host_consumption_sta7,training_time_sta7,host_consumption_sta3,training_time_sta3,host_consumption_sta5,training_time_sta5,host_consumption_sta2,training_time_sta2,consumption_sta8,consumption_sta4,consumption_sta10,consumption_sta2,consumption_sta6,consumption_sta9,consumption_sta0,consumption_sta7,consumption_sta3,consumption_sta1,consumption_sta5,mean_acc,host_consumption_sta9,training_time_sta9
0,747441792.0,683362368.0,1127121216.0,1047892992.0,436739904.0,1134796608.0,996387072.0,1025018304.0,352007616.0,748451712.0,1101267264.0,4.213672644806875e-08,106525423.0,1.0299816131591797,106492831.0,0.9919743537902832,143460448.0,1.3932042121887207,153400303.0,1.4570884704589844,169744621.0,1.5492255687713623,176818395.0,1.654761552810669,176675818.0,1.643333911895752,181474084.0,1.7169382572174072,188521674.0,1.816946029663086,195000905.0,1.937800407409668,814.0404583416877,678.9365189564442,696.6709003505382,675.0711730342875,881.4171200880378,738.1213988393331,963.1039953756245,881.8168057073685,784.282239054372,775.9570708430902,847.260632527571,0.8517422025853937,,
1,,,,,,,,,,,,6.43273207551475e-08,54239912.0,0.6628382205963135,47393433.0,0.5596628189086914,67165904.0,0.8606283664703369,97770624.0,1.4359564781188965,79543681.0,1.0652093887329102,,,122498100.0,2.159975528717041,115715951.0,1.8769173622131348,,,,,1297.2071969180708,1208.4032222985754,1046.46368569952,1220.7109721184274,1424.271466840554,1238.0247981416942,1235.93446928203,1278.6498585432976,1273.3652799022893,1238.2399819599361,1364.068086906139,0.2965934642336585,106512483.0,1.6481246948242188
2,,,,,,,,,,,,4.256933130181803e-08,87760457.0,0.8069238662719727,80651039.0,0.7120082378387451,111473348.0,1.0491774082183838,104521461.0,0.9780714511871338,,,173477889.0,1.8071136474609375,152578894.0,1.4277293682098389,176870885.0,1.8797872066497803,181630151.0,2.061314582824707,156498318.0,1.5075592994689941,1503.6282189935855,1592.9354450926267,1539.7310746513522,1537.6758257184772,1772.7853535672089,1530.5741471122833,1599.7514554752165,1475.3121545951697,1535.3523465608553,1473.11271952002,1674.868689159731,0.26990640434351837,166388795.0,1.6823911666870117
3,,,,,,,,,,,,4.2437421806591243e-08,70064701.0,0.6545214653015137,71722900.0,0.6306204795837402,150729595.0,1.5786988735198975,98061455.0,0.9445834159851074,,,157369288.0,1.6876726150512695,167790098.0,2.0115225315093994,167098083.0,1.924323558807373,143782652.0,1.4487807750701904,156828211.0,1.6776762008666992,1917.369359727619,1859.392721061124,2009.6189686143844,1922.3965462200888,2010.3611662003934,2028.9682135915634,1980.5919025968014,1865.3047702069541,1722.9877457335267,1789.3961488086975,1889.9488456406345,0.2976306514306502,159244099.0,1.798218011856079
4,,,,,,,,,,,,3.4420798112363886e-08,76864427.0,0.6989219188690186,77859847.0,0.6701412200927734,112051532.0,1.0500786304473877,106538851.0,0.9892528057098389,,,166257021.0,1.784376621246338,176138526.0,2.0810742378234863,143699462.0,1.396317720413208,178272370.0,2.1065945625305176,156388454.0,1.594329833984375,2287.0589147035216,2277.8300489098756,2413.2467478377257,2180.7120034458944,2363.8806449519493,2432.1976099585336,2287.582268178108,2152.7936045048687,1992.6134571116133,2093.790010442397,2279.989235155556,0.3306401480327953,155477629.0,1.5926086902618408
5,,,,,,,,,,,,3.8623019942757706e-08,80108926.0,0.7548491954803467,77536056.0,0.6843020915985107,155480742.0,1.5204010009765625,106568087.0,0.9826138019561768,134665977.0,1.2021474838256836,162111950.0,1.62239408493042,145884026.0,1.3460619449615479,172202013.0,1.931990623474121,154749543.0,1.473832368850708,164575507.0,1.6754038333892822,2683.0227412007907,2725.6743548428685,2677.0123477773673,2637.1974407476805,2718.807282915658,2839.5305497378176,2515.2170798396396,2427.745794753397,2398.8087752935626,2336.6925205852717,2584.9318285882623,0.4280661398714239,,
6,,,,,,,,,,,,3.6344147824220446e-08,62740074.0,0.5831122398376465,,,96323240.0,0.9130783081054688,140816473.0,1.370419979095459,123047842.0,1.1044270992279053,150344097.0,1.5810301303863525,,,130155490.0,1.2190442085266113,136782425.0,1.2894692420959473,,,2898.4200028730434,3118.0216668350495,3053.249354204052,3023.854728104297,3013.899344795364,3076.133653404873,2795.7221339520793,2589.276178123222,2677.1402167335555,2678.71622106157,2924.2617438796738,0.5095010562376543,144744319.0,1.4824132919311523
7,,,,,,,,,,,,5.017663349487979e-08,76759081.0,0.7028999328613281,76263782.0,0.6626327037811279,155494475.0,1.4508490562438965,103532510.0,0.9628489017486572,137922682.0,1.2050669193267822,154289216.0,1.3888497352600098,176382056.0,2.055027484893799,154213472.0,1.4049313068389893,176485511.0,2.0156822204589844,157611230.0,1.453364372253418,3320.798058759539,3500.857441797435,3513.6743929091635,3378.4922753761116,3363.1990645312844,3547.469738814195,3174.9475961466073,2938.182527689373,3007.335525709774,2925.525740484952,3197.7967652293974,0.7470526803623546,,
8,,,,,,,,,,,,8.122677042435657e-08,82705416.0,0.745760440826416,79820353.0,0.6818051338195801,116492560.0,1.069023847579956,159610614.0,1.447251796722412,140602790.0,1.1893115043640137,171845080.0,1.65193510055542,152406165.0,1.316911220550537,160386430.0,1.4316251277923584,165985049.0,1.5017733573913574,172264147.0,1.6378121376037598,3704.156565120952,3768.7119246680095,3934.2916502365433,3669.223484185545,3639.2923184057586,3983.553906660084,3421.4304933124304,3141.971950265574,3253.940610500599,3115.253378174513,3383.904516827255,0.821162383664738,,
9,,,,,,,,,,,,7.853371727397057e-08,68784125.0,0.7376599311828613,63357992.0,0.643395185470581,146376212.0,1.59501051902771,140837469.0,1.5098090171813965,118618104.0,1.1697416305541992,151989846.0,1.6809866428375244,132756069.0,1.3498778343200684,162138501.0,2.0167481899261475,141989810.0,1.4819278717041016,154090486.0,1.743534803390503,4111.731879875645,4235.608768241053,4226.195344315838,4056.6254138984896,4033.6884909752134,4393.019686884989,3596.929699725825,3511.805939855538,3700.6350584164406,3353.3057024860354,3814.5024037478593,0.8649081967093728,,
