,sta0_datasz,sta1_datasz,sta2_datasz,sta3_datasz,sta4_datasz,sta5_datasz,sta7_datasz,sta10_datasz,sta8_datasz,sta6_datasz,sta9_datasz,T,host_consumption_sta4,training_time_sta4,host_consumption_sta8,training_time_sta8,host_consumption_sta1,training_time_sta1,host_consumption_sta0,training_time_sta0,host_consumption_sta3,training_time_sta3,host_consumption_sta7,training_time_sta7,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta2,consumption_sta6,consumption_sta3,consumption_sta0,consumption_sta1,consumption_sta5,consumption_sta7,consumption_sta9,mean_acc,host_consumption_sta6,training_time_sta6,host_consumption_sta2,training_time_sta2,host_consumption_sta5,training_time_sta5,host_consumption_sta9,training_time_sta9,host_consumption_sta10,training_time_sta10
0,747441792.0,683362368.0,1127121216.0,1047892992.0,436739904.0,1134796608.0,1025018304.0,748451712.0,352007616.0,996387072.0,1101267264.0,3.8536100338316137e-08,81887181.0,0.8209638595581055,81499548.0,0.7874679565429688,97279658.0,0.9742794036865234,100539355.0,1.031662940979004,118435671.0,1.3050222396850586,118071658.0,1.3067216873168945,792.5131019024901,713.5792708803415,837.0213854920991,761.7294019948206,770.2902780129723,829.8779752162893,1054.4774121300159,975.1758221705287,795.2962784284575,682.8202431409035,889.0100510308621,0.5426227528263222,,,,,,,,,,
1,,,,,,,,,,,,8.137305536562252e-08,52119617.0,0.5066332817077637,,,120308469.0,1.2844631671905518,80475075.0,0.8180804252624512,109151759.0,1.115480899810791,,,1340.715888952476,1017.0315131565515,1183.9791926312398,1269.561257939915,1202.347707903873,1338.4529000197824,1512.241500448669,1216.376377365884,1222.1099638832006,1122.3577420200154,1224.0286037586454,0.3940808569843119,117751225.0,1.2263307571411133,125401168.0,1.3698842525482178,,,,,,
2,,,,,,,,,,,,3.465961785704579e-08,,,,,73792475.0,1.3258609771728516,76962144.0,1.4112229347229004,,,61592311.0,1.0215833187103271,1804.5183682332884,1497.2801654043237,1711.9435118670901,1738.9185077465368,1505.8099105553883,1732.7973708266536,1821.0812269993935,1590.418787157632,1487.036544733858,1358.764503288689,1689.0212240253595,0.43710721893744037,,,79453654.0,1.482663869857788,95438720.0,2.2189149856567383,,,,
3,,,,,,,,,,,,5.7279074487471786e-08,,,,,72387449.0,1.3153939247131348,76395251.0,1.424325942993164,84338224.0,1.7693519592285156,59787811.0,0.990199089050293,2148.9029900082874,1809.1523196415255,1973.2837599511154,2130.6744812812044,1776.1530657572614,2003.977917535185,1980.7428990773367,1745.0894714599694,1773.9760490662043,1674.5292847466026,2019.3115458597324,0.5549947971647436,,,78591169.0,1.4839694499969482,,,,,,
4,,,,,,,,,,,,6.64393924247746e-08,57259130.0,0.650935173034668,46974428.0,0.5059621334075928,64259234.0,0.7626442909240723,67291026.0,0.8140707015991211,93279241.0,1.6350867748260498,,,2447.5846388827026,2037.239152893236,2354.7577813096154,2531.471394028061,1976.750673746573,2270.455149696003,2243.904007354079,1973.7932153236848,2014.4485008489355,1833.8785240482025,2257.5489354914725,0.6963175223632292,,,87720539.0,1.3907151222229004,,,,,,
5,,,,,,,,,,,,5.0992507567133924e-08,31228191.0,0.46616172790527344,46167607.0,0.7001166343688965,81391515.0,1.5607974529266357,83904448.0,1.6597588062286377,,,63576009.0,1.016371726989746,2716.357539787792,2469.4578010983355,2749.0060299850197,2784.2989720973674,2278.080547022751,2445.3538497751238,2458.67419153859,2194.4835007138745,2212.719942170041,2111.284537689657,2648.271789933293,0.7758198841051622,,,,,85432459.0,1.725327730178833,,,,
6,,,,,,,,,,,,1.1816693113643777e-07,54593061.0,0.578892707824707,,,67864084.0,0.7428774833679199,70963564.0,0.787273645401001,108602933.0,1.7729299068450928,107437042.0,1.823580026626587,3182.2837158975653,2669.8934348262455,3027.1615430952484,3102.7166710309057,2557.253593267677,2698.1948674443374,2725.1869537935504,2461.15137293637,2500.2682954070224,2345.547564420079,2878.7294046242673,0.7688762965527448,,,,,88786272.0,1.1193146705627441,,,,
7,,,,,,,,,,,,5.9451145529814235e-08,44894661.0,0.5637247562408447,,,54763898.0,0.7137207984924316,,,93083135.0,1.6743342876434326,,,3444.717874330843,2984.951743285009,3454.080444869571,3329.253082930374,2769.3774406168745,2899.2313458175504,3094.194432133608,2801.7028580369797,2683.4306217779704,2626.7197896951807,3239.7294689062674,0.7365773807872426,72305723.0,0.9980432987213135,86097436.0,1.3730895519256592,,,,,,
8,,,,,,,,,,,,6.124084667996156e-08,43558727.0,0.49097704887390137,,,92795905.0,1.3637194633483887,66305677.0,0.8037195205688477,105412633.0,1.8221940994262695,104623512.0,1.8601198196411133,3857.945915786038,3190.693294040656,3655.2315335654757,3676.9432260306485,3177.958013875092,3201.3359296336507,3249.770363190313,2960.785527139914,2983.698989540326,2864.647925745889,3460.149747094938,0.7826474173502489,78611005.0,0.9885523319244385,,,,,,,,
9,,,,,,,,,,,,5.613964800933908e-08,26954094.0,0.4676487445831299,36096527.0,0.7028183937072754,64237933.0,1.503998041152954,66799512.0,1.5758006572723389,77082872.0,2.005256175994873,,,4148.4771458616815,3524.679439277628,4065.553534869467,3926.9566938735124,3384.866612232906,3410.599791531293,3637.3981968319445,3134.911924207766,3147.3757396204005,3033.2366231126753,3815.749695626655,0.773652424866503,66361402.0,1.5659809112548828,,,,,,,,
10,,,,,,,,,,,,6.129698194354742e-08,,,50592888.0,0.4896869659423828,65382585.0,0.6928839683532715,,,,,94932191.0,0.9985053539276123,4614.79524337808,3734.1173706254435,4334.656062278386,4283.98347986597,3706.16877481738,3680.777385666122,3800.380612465858,3349.1056365812924,3388.4294771817804,3281.623211738762,4036.6610825605117,0.7744330790909854,,,100691758.0,1.1010656356811523,101815352.0,1.1151950359344482,,,,
11,,,,,,,,,,,,5.1065630120861586e-08,,,45429693.0,0.4992656707763672,60884976.0,0.7298521995544434,93860295.0,1.3218226432800293,103722879.0,1.6738927364349365,,,4814.95332447701,4034.811527148343,4780.710350903858,4744.902555078799,3914.049439190185,3919.1734815154355,4082.5148736643923,3682.378181138075,3611.7324039899568,3456.9795127988345,4426.501612932406,0.8111506619236686,81723728.0,1.0292980670928955,97250057.0,1.4113545417785645,,,,,,
12,,,,,,,,,,,,65.41987791411918,,,50431207.0,0.49104833602905273,,,70074833.0,0.7529404163360596,,,291214892.0,4.31585955619812,5323.07815734233,4407.67868555429,5118.109424697496,5149.957846481322,4310.186560219074,4201.519937783625,4397.962806200335,3920.889015863117,4070.5025661680847,3748.876331899031,4815.677550056509,0.837626416574825,219074329.0,2.6673049926757812,,,178805268.0,2.0477285385131836,,,,
13,,,,,,,,,,,,7.9659207347145e-08,46228763.0,0.5058891773223877,,,62669761.0,0.7191407680511475,,,87003562.0,1.0670506954193115,,,5585.638255143963,4790.842011775315,5470.75089592425,5306.752101544642,4762.311153067133,4356.555897631057,4811.719497079398,4066.760858386661,4328.630970212574,4120.699496661797,5209.153358641024,0.8138589493253015,,,89661575.0,1.118605613708496,108997829.0,1.898413896560669,,,,
14,,,,,,,,,,,,1.0490313496941229e-07,49189999.0,0.5737090110778809,43543041.0,0.4839606285095215,,,92397774.0,1.2703814506530762,86540977.0,1.0897760391235352,104746985.0,1.8306164741516113,6047.134083672484,4990.657271066045,5740.265368909293,5671.745297429722,5058.074473687691,4729.516188862359,4976.264398294879,4288.068301636002,4606.377229342141,4347.120572191678,5449.9284082265085,0.8806387836282904,81316259.0,0.9923288822174072,,,,,,,,
15,,,,,,,,,,,,6.429874260028681e-08,59117586.0,0.6030058860778809,,,70047245.0,0.7444102764129639,109467310.0,1.2539026737213135,101990888.0,1.1114885807037354,,,6299.302834051646,5322.930262814096,6158.83470291333,6001.934570484279,5268.94564864212,4940.653988480775,5252.271448808145,4526.710023311697,4778.718601545255,4514.296838946822,5819.143836540113,0.873586895790967,,,112700334.0,1.3669111728668213,103950784.0,1.1393704414367676,,,,
16,,,,,,,,,,,,8.195386269496921e-08,45870793.0,0.4930095672607422,,,98543266.0,1.2674274444580078,71495667.0,0.8254733085632324,111896748.0,1.699202060699463,,,6675.344511779591,5634.915535956135,6402.973930918096,6260.122783956701,5579.246007474404,5217.7060531124,5414.4282661262,4662.329997240498,5091.976116867734,4798.799780979049,6186.9854821919,0.9222178079865195,,,104116311.0,1.4109857082366943,91773203.0,1.1181156635284424,,,,
17,,,,,,,,,,,,1.053491798202391e-07,29530076.0,0.4992554187774658,,,71224854.0,1.558767557144165,72468137.0,1.6035435199737549,85868067.0,2.06612229347229,,,7151.5167508354125,5847.307783195669,6820.030737888774,6686.368965595866,5874.822709652631,5534.424041650641,5735.708811211851,4959.039771461343,5493.47423786228,5078.892073705427,6465.924509552546,0.9167389111085371,72050963.0,1.574469804763794,,,80197000.0,1.8555245399475098,,,,
18,,,,,,,,,,,,8.205804184164715e-08,36971402.0,0.4426078796386719,,,85407496.0,1.4063198566436768,57646337.0,0.7489831447601318,,,71361451.0,0.9912753105163574,7424.370353141744,6157.35704427161,7197.036682400327,6990.97595773354,6069.540925978753,5790.119332159147,5974.469725469239,5172.38029475504,5677.826429091304,5285.910857979179,6818.614974508684,0.8459805087609724,84364225.0,1.411773443222046,,,,,,,,
19,,,,,,,,,,,,9.950537049702159e-08,48211363.0,0.5104851722717285,,,68062631.0,0.7440085411071777,,,122140922.0,1.8584985733032227,94526125.0,1.059206247329712,7841.130245295104,6484.561375036771,7464.284655258422,7253.814437486037,6436.636849078646,5974.519655043933,6131.440185593435,5313.291556886208,6001.9521169493455,5684.49484110322,7212.0407834563375,0.8592272617600181,109729090.0,1.4340112209320068,,,101742415.0,1.1797733306884766,,,,
20,,,,,,,,,,,,8.213893802807605e-08,,,76030445.0,0.754357099533081,71464661.0,0.7418196201324463,76342456.0,0.7999475002288818,97786127.0,1.0639259815216064,,,8309.968503324908,6708.421724746055,7864.610726062941,7591.636475040223,6641.161377226732,6244.150370007734,6371.513304122489,5645.655177039456,6395.697617166829,5908.0045901434205,7477.559704325301,0.8496313880790364,110476829.0,1.4381325244903564,,,103806985.0,1.1718599796295166,,,,
21,,,,,,,,,,,,9.664940067411284e-08,35631012.0,0.4940469264984131,,,87870258.0,1.3612241744995117,89527725.0,1.4092378616333008,100501330.0,1.7733840942382812,,,8582.796445721828,7083.289459037818,8252.640280385904,7857.09019739187,6950.686209244509,6445.203951006856,6756.20855744193,5918.51070616284,6594.290434837558,6251.346742845658,7890.688662408507,0.8909772390669043,,,94489016.0,1.5361738204956055,78670147.0,1.143554925918579,,,,
22,,,,,,,,,,,,1.002514642609417e-07,45630438.0,0.4832131862640381,,,,,67872019.0,0.7604830265045166,,,87885883.0,0.9969048500061035,9062.279370304459,7292.704789553698,8524.581308549019,8217.97033414776,7273.077007588322,6734.703459927331,6927.07709148757,6169.8193899921025,6985.866477980637,6485.205016016402,8148.652240682315,0.9253056374463168,,,101892256.0,1.338061809539795,93914188.0,1.1043829917907715,,,,
23,,,,,,,,,,,,1.2680321609841842e-07,43622324.0,0.6281647682189941,,,74751823.0,1.3019428253173828,52809374.0,0.789961576461792,,,91253489.0,1.9370639324188232,9520.706596847318,7715.239440460735,8927.753211978508,8641.878154749207,7574.477965154702,6987.076537558785,7312.306082397401,6434.450982876179,7264.816396271844,6744.00984876215,8606.302590530124,0.9204569567333568,83061739.0,1.5819761753082275,79423015.0,1.425591230392456,,,,,,
24,,,,,,,,,,,,7.366999686777288e-08,48108336.0,0.5697019100189209,45494085.0,0.5097637176513672,97632257.0,1.2676241397857666,98110040.0,1.288379192352295,,,,,9968.724289864029,7927.086807747333,9306.046919033468,9093.349062892654,7799.156161937408,7268.205892473041,7695.614133421309,6729.5621930071575,7462.612883466223,6914.607871842242,8848.306110869424,0.9127855192531239,,,94006352.0,1.1837143898010254,91550364.0,1.129072904586792,,,,
25,,,,,,,,,,,,6.391457309874293e-08,28774097.0,0.42867302894592285,,,,,67597666.0,1.2598061561584473,59080232.0,0.9810957908630371,,,10239.939703634258,8308.976807231607,9723.883822751119,9334.056347592466,8111.614685293122,7447.578853058069,7851.49658127629,6864.934553531516,7736.060826215666,7192.698981100014,9219.505919324462,0.9295399026437239,,,,,,,79807169.0,1.8648827075958252,,
26,,,,,,,,,,,,7.99658532498909e-08,45302924.0,0.565448522567749,,,94470034.0,1.4041965007781982,62662682.0,0.8129148483276367,,,102894023.0,1.7869243621826172,10640.814297384492,8528.29830210785,10011.992092515618,9691.737450191404,8286.616107056057,7823.846054019957,8090.4123935461785,7081.312082220444,7983.921383085369,7338.158084461581,9441.228511591997,0.9270694580945101,95608947.0,1.464965581893921,,,85026821.0,1.1599125862121582,,,,
27,,,,,,,,,,,,1.005758662384145e-07,,,,,81135473.0,0.7746710777282715,84580594.0,0.8165140151977539,113475906.0,1.1105637550354004,135354390.0,1.8253591060638428,10888.743695683426,8910.214645937607,10448.428993439442,9923.922053737535,8580.472245058167,8001.9818434434565,8444.037002790325,7303.269502327198,8186.3409666592115,7570.289092577143,9855.440833733739,0.8817508545788851,112347185.0,1.0853135585784912,,,118392214.0,1.1931254863739014,,,,
28,,,,,,,,,,,,1.0173844528415255e-07,,,55453532.0,0.5128335952758789,76599536.0,0.7788920402526855,81283972.0,0.8369152545928955,119330444.0,1.6647555828094482,98934744.0,1.0452299118041992,11303.780854720408,9204.514306949479,10697.885525970874,10260.981727763146,9026.677288043034,8242.06930006532,8592.945100500267,7461.93660385212,8623.829175626626,7829.454411922706,10184.407484258976,0.886389125477184,,,105895054.0,1.1774661540985107,,,,,,
29,,,,,,,,,,,,1.488911362920436e-07,40577228.0,0.4777345657348633,,,,,91288829.0,1.3076965808868408,82013889.0,1.0399081707000732,80215127.0,1.0072071552276611,11559.90964880284,9437.665782252054,11114.821150533251,10767.941034683927,9245.603408532235,8568.024436080414,8830.59852224317,7841.128079382413,8814.32493976959,8099.876104940707,10456.562036767004,0.9320446740497242,,,,,101836409.0,1.73659348487854,,,,
30,,,,,,,,,,,,9.415916693165662e-08,47990051.0,0.5737245082855225,,,92149362.0,1.2684144973754883,66853345.0,0.8251762390136719,,,,,11898.629958074936,9749.554004592128,11386.516136470513,11029.834123368619,9552.30083888036,8766.501807952302,8993.334039981657,7985.074730477882,9095.344088568081,8480.090673116913,10808.564348049491,0.9126469709656455,82455294.0,1.0419809818267822,97239436.0,1.4179084300994873,105968784.0,1.7806572914123535,,,,
