,sta0_datasz,sta1_datasz,sta3_datasz,sta2_datasz,sta4_datasz,sta7_datasz,sta5_datasz,sta8_datasz,sta6_datasz,sta10_datasz,sta9_datasz,T,host_consumption_sta4,training_time_sta4,host_consumption_sta1,training_time_sta1,host_consumption_sta0,training_time_sta0,host_consumption_sta3,training_time_sta3,host_consumption_sta6,training_time_sta6,host_consumption_sta7,training_time_sta7,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta2,consumption_sta9,consumption_sta3,consumption_sta6,consumption_sta0,consumption_sta7,consumption_sta5,consumption_sta1,mean_acc,host_consumption_sta5,training_time_sta5,host_consumption_sta8,training_time_sta8,host_consumption_sta2,training_time_sta2,host_consumption_sta10,training_time_sta10,host_consumption_sta9,training_time_sta9
0,747441792.0,683362368.0,1047892992.0,1127121216.0,436739904.0,1025018304.0,1134796608.0,352007616.0,996387072.0,748451712.0,1101267264.0,3.728156118775961e-08,76797106.0,0.8007440567016602,101777205.0,1.0394465923309326,107937284.0,1.1268181800842285,123614490.0,1.3201510906219482,124792588.0,1.3393034934997559,126240827.0,1.3772754669189453,750.5187273758561,809.2369792215765,851.274043812786,851.1630793628576,814.1455499739689,800.6850232887386,827.3410551296332,1121.4684527924005,828.5361766030741,874.2407857342329,913.3158991808906,0.5495679110965945,,,,,,,,,,
1,,,,,,,,,,,,8.227726406529716e-08,39692587.0,0.47476649284362793,83015778.0,1.325458288192749,60819058.0,0.7852442264556885,94279361.0,1.7889642715454102,70368472.0,0.9510054588317871,,,1275.2258823343375,1060.8103624336288,1097.787690752358,1395.3488223333597,1067.4414084549662,1306.342908646071,1354.4082470725748,1401.0774032359989,1292.5266019658102,1275.0549627648788,1368.249781666124,0.4107280590317466,,,,,,,,,,
2,,,,,,,,,,,,4.2466938556903e-08,45551581.0,0.48001813888549805,63327840.0,0.7119433879852295,67284068.0,0.7731456756591797,80265541.0,1.018219232559204,,,,,1516.3219969576935,1398.6513250045805,1495.0829075620259,1716.0976029240526,1476.2682289534746,1619.9655329605453,1566.9906687192324,1755.8565514020465,1470.1309856572768,1468.1955649481454,1606.2083615672777,0.4301052581180226,115674264.0,2.318122148513794,,,,,,,,
3,,,,,,,,,,,,3.581793977649143e-08,31869242.0,0.4570634365081787,43278942.0,0.6724369525909424,65660172.0,1.4127731323242188,,,,,77900863.0,1.997927188873291,1982.4034703488237,1748.771545711763,1908.2031836283018,2084.89078000756,1876.8838314640022,1963.0419295428865,1905.8390762988108,2138.297575911364,1748.272926516368,1787.9333913312137,1925.1335815500536,0.4881681962446733,,,53618942.0,1.0420238971710205,,,,,,
4,,,,,,,,,,,,4.5226240946207305e-08,49356746.0,0.49185967445373535,72220213.0,0.7573964595794678,75163931.0,0.8019592761993408,,,,,87437032.0,1.016188383102417,2415.8794519758135,2058.8399682494637,2135.024878001075,2330.2942295767157,2245.6118329140454,2167.2932611270235,2173.125066971678,2296.020380574294,1987.67029279947,2064.421560699833,2074.5521366427647,0.6781456042081118,,,53710495.0,0.5134401321411133,112304889.0,1.7329933643341064,,,,
5,,,,,,,,,,,,5.981546272277923e-08,44450448.0,0.6139612197875977,70571414.0,1.3399178981781006,52221668.0,0.7611289024353027,85204128.0,1.828782081604004,,,88943315.0,2.041398286819458,2862.846998516334,2419.771952483058,2539.462869199789,2776.739874371345,2497.712544942304,2463.852880051455,2473.5377686958304,2659.4664962049965,2367.3020627318733,2352.838526516062,2446.9510486764675,0.6944414905526421,,,39149558.0,0.5205469131469727,,,,,,
6,,,,,,,,,,,,5.787701948622387e-08,57522313.0,0.5753610134124756,71976378.0,0.7431907653808594,75724049.0,0.7929205894470215,,,,,92254647.0,1.0270359516143799,3288.5320883135646,2682.408282171362,2971.708905709849,3078.024525508093,2966.304095494569,2750.507657848281,2818.059927657948,2855.0479190854035,2600.406941495016,2626.731230542179,2685.26867087205,0.7486471906304359,,,71898803.0,0.7191164493560791,97978387.0,1.1240549087524414,,,,
7,,,,,,,,,,,,7.666541149760573e-08,41752701.0,0.5514354705810547,92852851.0,1.5205516815185547,,,105374120.0,2.020134925842285,77215867.0,1.0335676670074463,77893477.0,1.0408470630645752,3545.0106441641933,2993.5227750603785,3368.6394610024986,3500.570242065873,3347.699078397692,2902.479948799123,3031.8031086311753,3241.530174695937,2765.767095876244,2807.3346214548706,3045.6683379795754,0.7269801632924513,,,40883501.0,0.5059635639190674,,,,,,
8,,,,,,,,,,,,8.723075245617705e-08,,,54956403.0,0.7313835620880127,58228062.0,0.7862355709075928,,,87253866.0,1.626673936843872,94717104.0,1.9669055938720703,3908.1896939536455,3324.351235971306,3716.49245713071,3753.2954435889997,3682.917598667117,3158.3197404688217,3443.230738116776,3550.1348906984686,3131.3986458149216,3109.624452528266,3199.9788846170277,0.7352090552449226,,,53777206.0,0.7096755504608154,81418066.0,1.3820340633392334,,,,
9,,,,,,,,,,,,0.01,49990107.0,0.5661721229553223,59976775.0,0.705085277557373,92019723.0,1.249765396118164,,,80628517.0,0.9641435146331787,,,4199.86976177034,3562.7131603449657,4028.579811417026,4194.115711299666,3932.3444482031023,3455.628766772457,3746.1838460632666,3789.515620695141,3374.611387339518,3364.5946405059394,3596.422179200309,0.7873092131181196,,,,,87982075.0,1.1148014068603516,,,,
