,sta0_datasz,sta10_datasz,sta12_datasz,sta11_datasz,sta13_datasz,sta14_datasz,sta15_datasz,sta16_datasz,sta17_datasz,sta18_datasz,sta3_datasz,sta2_datasz,sta6_datasz,sta8_datasz,sta7_datasz,sta4_datasz,sta1_datasz,sta5_datasz,sta9_datasz,sta19_datasz,round_time,host_consumption_sta18,training_time_sta18,host_consumption_sta16,training_time_sta16,host_consumption_sta8,training_time_sta8,host_consumption_sta4,training_time_sta4,host_consumption_sta15,training_time_sta15,host_consumption_sta11,training_time_sta11,host_consumption_sta10,training_time_sta10,host_consumption_sta12,training_time_sta12,host_consumption_sta13,training_time_sta13,host_consumption_sta14,training_time_sta14,host_consumption_sta0,training_time_sta0,host_consumption_sta19,training_time_sta19,host_consumption_sta1,training_time_sta1,host_consumption_sta7,training_time_sta7,host_consumption_sta5,training_time_sta5,host_consumption_sta17,training_time_sta17,host_consumption_sta9,training_time_sta9,host_consumption_sta2,training_time_sta2,host_consumption_sta3,training_time_sta3,host_consumption_sta6,training_time_sta6,consumption_sta12,consumption_sta13,consumption_sta8,consumption_sta18,consumption_sta10,consumption_sta16,consumption_sta19,consumption_sta4,consumption_sta1,consumption_sta11,consumption_sta7,consumption_sta9,consumption_sta14,consumption_sta17,consumption_sta15,consumption_sta3,consumption_sta5,consumption_sta2,consumption_sta0,consumption_sta6,mean_acc
0,747088320.0,748350720.0,737999040.0,763953984.0,811571712.0,710731200.0,786475200.0,380032896.0,1076473728.0,338929152.0,1047438528.0,1128383616.0,995528640.0,352361088.0,1026684672.0,436285440.0,684321792.0,1135301568.0,1102428672.0,761378688.0,0.4393928050994873,417654815,8.55560564994812,460763285,9.512353658676147,520179515,10.8855459690094,540259481,11.350213766098022,788998468,17.800390005111694,874187276,21.299869060516357,874263448,21.302993059158325,874996906,21.33252763748169,875605546,21.35066032409668,875398943,21.3503520488739,879246040,21.464273929595947,872908166,21.29490351676941,878358408,21.43616485595703,887900315,22.044543743133545,948283156,25.47527766227722,1106925633,41.84012246131897,1095662051,41.63830280303955,1105788917,41.90174579620361,1105569130,41.94086265563965,1102382615,41.89357924461365,,,,,,,,,,,,,,,,,,,,,0.9106504261493683
1,,,,,,,,,,,,,,,,,,,,,0.4925839900970459,394150419,7.970239162445068,495945081,10.371603012084961,406035216,8.24088430404663,505914538,10.607450246810913,839488818,20.70612621307373,836842035,20.617936849594116,836455440,20.60376763343811,837577689,20.64471960067749,838396047,20.671544790267944,838427724,20.675315856933594,837405815,20.64126992225647,839451587,20.751887559890747,703216034,15.649900674819946,855011606,21.539679765701294,914828652,24.76299738883972,1075041377,41.280476570129395,1065030172,41.18434548377991,1072526612,41.22853493690491,1071863772,41.224621295928955,1068834116,41.19989991188049,,,,,,,,,,,,,,,,,,,,,0.45688189901411536
2,,,,,,,,,,,,,,,,,,,,,0.4968910217285156,397304037,8.1120285987854,440042574,9.042173147201538,495505872,10.384394884109497,507069746,10.632642269134521,767704272,17.40005898475647,845528231,20.628097772598267,845417269,20.62325882911682,846458282,20.65788698196411,847124784,20.682995319366455,846923553,20.676037549972534,844678380,20.60475492477417,847273527,20.73255681991577,856650700,21.04917550086975,866720986,21.706148147583008,1087281763,41.410696506500244,1092853281,41.50455379486084,1082287513,41.345786571502686,1090682815,41.46982216835022,926172738,24.704938173294067,1085765836,41.38672971725464,,,,,,,,,,,,,,,,,,,,,0.8725086927413941
3,,,,,,,,,,,,,,,,,,,,,0.481001615524292,497482186,10.412609577178955,495033523,10.372521162033081,495815564,10.376819372177124,836341487,20.635769605636597,757004166,17.25222420692444,838018485,20.63121008872986,837869376,20.626083374023438,839252795,20.668819427490234,840172714,20.698997020721436,839984178,20.694593906402588,837354240,20.606372356414795,737974917,16.629913806915283,837971122,20.629467248916626,1055771712,41.14486575126648,1058600806,41.18316721916199,1063854027,41.269731283187866,1053735157,41.15837502479553,1061014984,41.192829847335815,1060208224,41.18879246711731,1057192789,41.16484832763672,,,,,,,,,,,,,,,,,,,,,0.9137349545955658
4,,,,,,,,,,,,,,,,,,,,,0.5012392997741699,497239145,10.38872766494751,494891800,10.350640296936035,496412120,10.38250470161438,837277703,20.637032508850098,839916612,20.650482177734375,838563161,20.59597110748291,734952220,16.450165271759033,839293018,20.6172137260437,839671129,20.638221979141235,839456470,20.638386249542236,838611928,20.59902286529541,840884078,20.729475021362305,839141651,20.615532636642456,854309885,21.444851875305176,915656469,24.848907709121704,1078096483,41.250683069229126,1067566237,41.15685510635376,915566199,24.61105251312256,1074841792,41.19776439666748,1071387516,41.163307428359985,,,,,,,,,,,,,,,,,,,,,0.9366284966468811
5,,,,,,,,,,,,,,,,,,,,,0.4735698699951172,492490683,10.35120439529419,434677659,8.958289623260498,492915913,10.37453293800354,831589912,20.632561445236206,834886229,20.680665731430054,740687801,16.766217708587646,832812504,20.601696252822876,834064088,20.646095514297485,834946166,20.681150913238525,834646972,20.673266649246216,833460696,20.6283278465271,835183409,20.720866680145264,833788149,20.640157461166382,848858667,21.47324800491333,908751946,24.882972478866577,1064740438,41.2932186126709,1054097705,41.17877984046936,1062127469,41.23491024971008,1061402435,41.23162627220154,1058068336,41.19058609008789,,,,,,,,,,,,,,,,,,,,,0.9514730334281921
6,,,,,,,,,,,,,,,,,,,,,0.4794278144836426,496319531,10.353375673294067,496856516,10.37147831916809,497111276,10.375195741653442,508440288,10.61952257156372,762663880,17.278003931045532,841719952,20.62689518928528,737441411,16.47804856300354,843154641,20.673112630844116,843918738,20.708978414535522,843625526,20.700878620147705,841231367,20.606343507766724,843829382,20.75286555290222,841856915,20.630127429962158,1067117386,41.1428918838501,1069916451,41.181246280670166,1075289972,41.27876329421997,880686527,22.80169153213501,1072591187,41.19809126853943,1071855715,41.19652462005615,1068751475,41.1660795211792,,,,,,,,,,,,,,,,,,,,,0.9618352741003037
7,,,,,,,,,,,,,,,,,,,,,0.4915769100189209,390154458,7.986575603485107,490347439,10.362109184265137,490376735,10.37752628326416,828829360,20.634915351867676,832221380,20.681341648101807,830630625,20.61692714691162,830512034,20.614439487457275,722218855,16.349252462387085,764270871,17.751858711242676,702747713,15.811439990997314,830347666,20.607365608215332,832459905,20.73003387451172,830459055,20.612183332443237,844597325,21.43113923072815,1061127411,41.176271200180054,1066368730,41.25718426704407,1055985761,41.15090274810791,1063767906,41.19396686553955,1063066309,41.19448924064636,1059827059,41.16188931465149,,,,,,,,,,,,,,,,,,,,,0.9680337935686112
8,,,,,,,,,,,,,,,,,,,,,0.4969480037689209,392975800,7.991978406906128,493819902,10.339964389801025,495425245,10.379404544830322,504538808,10.575770139694214,834914672,20.666399717330933,833985780,20.618354082107544,730106102,16.413675785064697,728064847,16.345765829086304,834894652,20.65132212638855,708820695,15.802079200744629,773130894,17.909456729888916,835116697,20.72475814819336,833805299,20.610722064971924,846523895,21.426839590072632,903263007,24.837247848510742,1056986308,41.23945164680481,1046851629,41.16022753715515,1054566697,41.20011591911316,1053932666,41.19696402549744,1050677853,41.168455362319946,,,,,,,,,,,,,,,,,,,,,0.9716664969921112
9,,,,,,,,,,,,,,,,,,,,,0.517071008682251,396219200,8.014654397964478,493721820,10.334372282028198,494313431,10.380541563034058,838536122,20.649226903915405,759240305,17.28607988357544,839321094,20.601381063461304,839272326,20.59921646118164,840100328,20.624868631362915,840984237,20.65386152267456,840981123,20.65842866897583,839465869,20.610146522521973,841713666,20.72310781478882,839524463,20.609084844589233,1062794765,41.16235971450806,1066434709,41.18842077255249,1071258122,41.24927067756653,876968092,22.82438087463379,918151092,25.01372456550598,1068178113,41.196115493774414,1065029073,41.17476487159729,,,,,,,,,,,,,,,,,,,,,0.975235053896904
