,sta0_datasz,sta2_datasz,sta1_datasz,sta3_datasz,sta4_datasz,sta5_datasz,sta6_datasz,sta7_datasz,sta8_datasz,sta10_datasz,sta9_datasz,T,host_consumption_sta4,training_time_sta4,host_consumption_sta8,training_time_sta8,host_consumption_sta0,training_time_sta0,host_consumption_sta1,training_time_sta1,host_consumption_sta10,training_time_sta10,host_consumption_sta7,training_time_sta7,host_consumption_sta3,training_time_sta3,host_consumption_sta6,training_time_sta6,host_consumption_sta2,training_time_sta2,host_consumption_sta5,training_time_sta5,host_consumption_sta9,training_time_sta9,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta2,consumption_sta9,consumption_sta6,consumption_sta0,consumption_sta5,consumption_sta3,consumption_sta7,consumption_sta1,mean_acc
40,,,,,,,,,,,,1.2822403486099733e-07,,,83972502.0,0.72062087059021,112316668.0,1.0326449871063232,107520965.0,0.9819066524505615,149715743.0,1.3311121463775635,149599776.0,1.3070743083953857,147485951.0,1.3172829151153564,147508838.0,1.2938413619995117,168891718.0,1.7014198303222656,156138272.0,1.4018299579620361,,,16821.426394798593,14742.838369254465,16416.942779858116,15690.61852477187,16081.784550061622,14277.11934825136,12231.107010967924,12722.898199733507,11989.697764352042,12262.577586964748,10684.762087390807,0.9621336351741444
41,,,,,,,,,,,,1.2280777895326518e-07,80296547.0,0.7840855121612549,70166080.0,0.6545205116271973,156289517.0,1.5204017162322998,159826556.0,1.5421438217163086,,,149863691.0,1.3867101669311523,178878937.0,2.012868881225586,145855706.0,1.3584814071655273,157686425.0,1.5132286548614502,177549045.0,1.9851267337799072,171082326.0,1.854398250579834,17069.548503935268,15156.655325353862,16827.653550819632,15972.1002305362,16548.96929907619,14542.429694564138,12585.081188191836,12938.93247774529,12241.907319829634,12656.98672329768,10907.339358061517,0.9597698287530378
42,,,,,,,,,,,,1.0760441092929092e-07,71814880.0,0.664914608001709,71568176.0,0.6233301162719727,101436020.0,0.959038496017456,,,,,164540900.0,1.9571130275726318,163092172.0,1.861830472946167,131525054.0,1.238356113433838,151997779.0,1.5829331874847412,140777471.0,1.366976261138916,155753569.0,1.7503743171691895,17463.52750359705,15424.932280962224,17093.559836984245,16353.606960802124,16811.930529431338,14927.807252613691,12738.991719127076,13247.850002944482,12521.689347900272,12987.208677777498,11163.899882153635,0.9508565122430975
43,,,,,,,,,,,,1.291738253697812e-07,77998946.0,0.7291219234466553,67600901.0,0.6023266315460205,132870083.0,1.399078607559204,91881478.0,0.8947436809539795,,,,,123311757.0,1.2367939949035645,144840937.0,1.7021291255950928,129357762.0,1.3285856246948242,154961091.0,2.017437219619751,142446230.0,1.7031092643737793,17920.838466774065,15775.367978577186,17573.877032155317,16752.861193716508,17237.69733520009,15242.88677582503,13134.685959515366,13559.750890341144,12806.431261552056,13236.999193677031,11428.782788623826,0.952837813984264
44,,,,,,,,,,,,8.315036198093082e-08,70391482.0,0.6602106094360352,69988041.0,0.6204099655151367,131651152.0,1.3745262622833252,85178737.0,0.8211755752563477,115528208.0,1.0793554782867432,,,122041191.0,1.1934664249420166,,,,,126624737.0,1.254695177078247,134864523.0,1.574237585067749,18167.612807843612,16128.772057574271,17938.548996774047,17047.092398477496,17603.90144230773,15466.3950665417,13382.044046016943,13761.527454764926,13029.846331628942,13399.390116888213,11758.248869320883,0.963137301531705
45,,,,,,,,,,,,1.4186482930209228e-07,,,60043670.0,0.6324334144592285,127417154.0,1.4373767375946045,126999797.0,1.426020622253418,,,154279207.0,2.087832450866699,112054584.0,1.2169885635375977,145730828.0,1.8090779781341553,122961721.0,1.357666254043579,155907926.0,2.1149818897247314,133979027.0,1.5433990955352783,18558.847617296447,16472.694274894155,18341.35412934515,17464.248019166407,17992.93691471964,15787.264830522376,13545.16726141331,14147.895994158287,13314.467157328309,13669.42437471985,11908.470753199976,0.9597200480374423
46,,,,,,,,,,,,1.2408295937861989e-07,68493966.0,0.7199521064758301,58834444.0,0.5921425819396973,120191770.0,1.4108076095581055,77344468.0,0.8422863483428955,,,145380487.0,2.012697458267212,,,136389177.0,1.7376823425292969,115144420.0,1.3085711002349854,148158678.0,2.0649404525756836,124901719.0,1.495478868484497,18882.552352076822,16689.342245574342,18636.80034826667,17915.9979031096,18253.01214505069,16090.8161399171,13834.318780856433,14432.773970619306,13681.50767476887,13902.555757126785,12165.902725344104,0.9505657824602994
47,,,,,,,,,,,,1.3381890899132766e-07,,,74602348.0,0.6394126415252686,102507183.0,0.9489688873291016,,,142317446.0,1.2038700580596924,154045687.0,1.3438694477081299,146080802.0,1.2989733219146729,171719592.0,1.6790757179260254,155504423.0,1.3985328674316406,181239282.0,1.9722716808319092,165842898.0,1.5776686668395996,19147.16539273152,17022.95874108048,19056.67020113473,18359.537161720647,18669.79318957879,16295.097317476504,14111.535350263315,14614.10005483795,13920.335627853874,14070.383669410587,12494.0643873394,0.9710588942874562
48,,,,,,,,,,,,1.0448516056683255e-07,,,69492131.0,0.6138176918029785,95011353.0,0.9147477149963379,86553306.0,0.8260362148284912,,,156891566.0,2.065876007080078,119800474.0,1.1739325523376465,147274587.0,1.721254587173462,127412455.0,1.2803282737731934,,,135278218.0,1.4443166255950928,19552.20836035107,17443.690045622,19470.413370597184,18608.57329769064,19148.97231929951,16681.469236354744,14414.121006505833,14914.783669499971,14099.85644632654,14457.350680052201,12628.512326452033,0.946033694527366
49,,,,,,,,,,,,1.2059807682980124e-07,66786999.0,0.6162567138671875,,,102659649.0,0.9771459102630615,99043631.0,0.9344432353973389,126664837.0,1.248072862625122,127085673.0,1.2248547077178955,156086881.0,1.8319900035858154,147208119.0,1.605893850326538,148170519.0,1.6142385005950928,156635524.0,1.8857841491699219,,,19897.16955445865,17692.461835572663,19931.882753086287,19096.227664875736,19484.978932793292,16999.187477313888,14685.04657153099,15175.762158195288,14518.41276750592,14713.36768417245,13023.082049755614,0.9745668823068793
50,,,,,,,,,,,,1.237291243030387e-07,60812893.0,0.6354465484619141,,,137473464.0,1.476670503616333,136129839.0,1.4481236934661865,,,123326955.0,1.2516369819641113,158598288.0,1.965757131576538,145798088.0,1.6509060859680176,136845536.0,1.449110746383667,158040977.0,1.9593400955200195,150493328.0,1.843566656112671,20366.05081524483,18167.209141948533,20331.139267238905,19518.59575804458,20063.272775886206,17354.072756310692,15149.92143620725,15481.201171921051,14806.864522555088,14978.780324336081,13398.372749803311,0.9646314978599548
51,,,,,,,,,,,,1.224647684232313e-07,85898400.0,0.7997820377349854,81888829.0,0.7301976680755615,127606424.0,1.1870970726013184,160442460.0,1.4471848011016846,,,161907972.0,1.4127757549285889,160395463.0,1.426567792892456,153204197.0,1.335442066192627,168238033.0,1.5200419425964355,167789060.0,1.4915761947631836,176267920.0,1.8524680137634277,20763.503648703463,18374.849375860973,20582.01235446526,19942.846148653014,20324.197706287905,17574.829279108475,15341.904217842586,15772.880455652139,15099.21776987879,15187.37196487726,13630.224369620015,0.9595886631445452
52,,,,,,,,,,,,1.3902008470803746e-07,73518610.0,0.7040719985961914,,,98946891.0,0.9542498588562012,154571137.0,1.453003168106079,,,176619116.0,1.9579222202301025,176692174.0,1.90572190284729,142736084.0,1.3079371452331543,156384304.0,1.4724507331848145,155122101.0,1.4436423778533936,161619215.0,1.5781152248382568,21014.03294211913,18760.496928754463,21033.22024459374,20260.45446604464,20809.087104645256,17897.58702547991,15619.22049161553,15985.66608144332,15306.65220539254,15448.98795752394,13801.263127903352,0.9571481888944452
53,,,,,,,,,,,,1.1345039230094333e-07,80272194.0,0.8270328044891357,69933049.0,0.6917433738708496,96579648.0,1.0264103412628174,132700649.0,1.4404749870300293,,,163924019.0,2.118583917617798,128591894.0,1.3746354579925537,154959198.0,1.8344144821166992,144000974.0,1.6131997108459473,165429020.0,2.136970043182373,144620724.0,1.6139261722564697,21528.525690259,19115.364667156362,21317.6365101972,20780.94702627886,21272.947949515506,18297.86734920841,15896.643697756575,16359.080180100265,15671.648668191005,15709.5657160158,14096.133790472957,0.9633932872252031
54,,,,,,,,,,,,1.4264935548076175e-07,74553520.0,0.7250962257385254,,,97420161.0,0.9656617641448975,142850709.0,1.43973708152771,132758205.0,1.2728946208953857,160699601.0,1.9742441177368164,160121844.0,1.872020959854126,152400244.0,1.6721229553222656,137303177.0,1.3636631965637207,143298949.0,1.424556016921997,,,21814.23447314618,19341.001044429595,21804.58782592975,21195.085320347083,21566.95936565476,18520.000756619484,16279.529096111815,16563.858436730243,16065.749476461575,15871.944571455633,14368.353334621066,0.9774026653983376
55,,,,,,,,,,,,1.1927045224550287e-07,71816345.0,0.6866834163665771,67595652.0,0.6132798194885254,95361938.0,0.9401438236236572,,,126890911.0,1.239253044128418,157964989.0,1.978062629699707,158712850.0,1.9637446403503418,126067610.0,1.2396883964538574,,,135041769.0,1.3662326335906982,148116076.0,1.7389717102050781,22201.026709557264,19600.162826412077,22128.08198101098,21439.10891772815,21834.063430670583,18899.391959380762,16456.41929192022,16960.977466783585,16241.195228426534,16187.321813178629,14529.81738460395,0.9729047363454645
56,,,,,,,,,,,,1.193923905272712e-07,75325674.0,0.6859729290008545,81217871.0,0.6951162815093994,161648512.0,1.4823908805847168,113205643.0,1.027498722076416,147911914.0,1.2703115940093994,155674651.0,1.3629651069641113,149493148.0,1.3326146602630615,172812241.0,1.690821886062622,162174085.0,1.473344087600708,,,169641045.0,1.665027379989624,22501.331731889215,19945.64263426188,22601.577255163906,21803.36027604415,22210.219537666224,19113.812631145956,16848.91912347477,17226.908390481854,16522.369531418164,16349.379929995863,14763.122159382008,0.9773907444693826
57,,,,,,,,,,,,1.4742081681536183e-07,46410526.0,0.691173791885376,39695455.0,0.5676488876342773,99501027.0,1.6999781131744385,96252439.0,1.6234557628631592,70842959.0,1.0597968101501465,113138932.0,2.0671138763427734,116426093.0,2.168079376220703,,,,,113431045.0,2.071887731552124,96642330.0,1.6062641143798828,22874.621925756896,20320.901250174844,23013.720184223497,22067.09322441391,22633.85440542914,19449.887402896078,17091.340836359363,17524.183314981343,16711.972749551518,16706.321421231383,14979.440264980725,0.9749953204935248
58,,,,,,,,,,,,1.3794344857537764e-07,71251587.0,0.6323869228363037,90522107.0,0.7577435970306396,106860688.0,0.9731419086456299,98556145.0,0.8866901397705078,,,162935130.0,1.936100721359253,,,130243807.0,1.191093921661377,151909157.0,1.5696196556091309,141908572.0,1.3506014347076416,156847438.0,1.8119473457336426,23262.933818947455,20580.570360355818,23296.847823128737,22392.58462265984,22897.539808384496,19744.194738624636,17252.63949912758,17801.3073678343,16978.46921795503,16962.068413303416,15125.558773827383,0.9654342152855613
59,,,,,,,,,,,,1.3048678290399647e-07,77789351.0,0.6948976516723633,72677671.0,0.6169123649597168,103674722.0,0.9596123695373535,145241754.0,1.387831211090088,132492641.0,1.1802618503570557,136018146.0,1.2182762622833252,135722126.0,1.242441177368164,,,151602639.0,1.5162749290466309,,,148419603.0,1.5065479278564453,23743.633181092813,20934.172076633917,23741.69227800216,22798.600537416354,23289.231090855665,20048.841469423,17649.603441087635,18211.134305747735,17264.177764397413,17239.65856993542,15501.600167487546,0.9741272113539956
60,,,,,,,,,,,,1.183811621808977e-07,53392197.0,0.5954422950744629,63286764.0,0.6792459487915039,116222359.0,1.4205033779144287,115460703.0,1.3998920917510986,105642063.0,1.2116310596466064,135831744.0,2.0946478843688965,108557278.0,1.2679927349090576,,,121953118.0,1.5462517738342285,136313677.0,2.0545341968536377,,,24170.505294816947,21279.864230579486,24215.39139742493,23231.841525854892,23673.655022892628,20278.64605495644,18047.360272666392,18502.377682104743,17631.96039405759,17405.790287006144,15776.167544271344,0.9793177788907831
61,,,,,,,,,,,,1.2700672691024133e-07,,,60657438.0,0.5702798366546631,87489949.0,0.8884727954864502,82608248.0,0.831510066986084,103101543.0,1.045271396636963,145878167.0,2.0855319499969482,109868676.0,1.142577886581421,135628071.0,1.7273850440979004,,,,,122480155.0,1.4285955429077148,24573.302929809604,21634.10807685637,24608.444850189455,23614.583117921768,24031.54997918034,20585.690606113723,18284.063281695733,18705.677987675663,17893.135134349122,17651.60062082666,15997.755419075966,0.9681082367897034
62,,,,,,,,,,,,1.1068721114840294e-07,83240021.0,0.7640471458435059,80964941.0,0.7052133083343506,163075144.0,1.513279676437378,103144084.0,0.9589202404022217,144210568.0,1.2445321083068848,157828880.0,1.4045953750610352,157038172.0,1.419020414352417,156329189.0,1.3872594833374023,167825132.0,1.610936164855957,177386082.0,1.9716918468475342,,,24942.95007758875,22035.847273047602,25069.98977949522,23963.696066958993,24490.611938460715,20918.223345687824,18637.107228380773,19112.200524883192,18177.005708111476,17922.418685438093,16347.267388165337,0.9819885275580666
63,,,,,,,,,,,,1.352844579964868e-07,68032540.0,0.630326509475708,74528068.0,0.6417791843414307,,,,,145054377.0,1.2306928634643555,175833596.0,1.9746043682098389,149537459.0,1.32625412940979,147658009.0,1.2791833877563477,157349573.0,1.4134533405303955,157771386.0,1.3966217041015625,166943665.0,1.7471508979797363,25193.64572876644,22403.30871020695,25528.939358166706,24219.825761966193,24851.883866165834,21311.99251664342,18868.661588400362,19332.87215023121,18343.176998275787,18279.47482774932,16563.02564813401,0.976307598027316
64,,,,,,,,,,,,9.12140835394895e-08,62747581.0,0.6340110301971436,64678789.0,0.6092965602874756,144245236.0,1.5664184093475342,142102847.0,1.510573148727417,,,157205408.0,1.9465274810791016,,,124243761.0,1.2352867126464844,150512249.0,1.6665284633636475,129606907.0,1.3042142391204834,143842405.0,1.5377004146575928,25668.82971345653,22610.84986634438,25787.302050407223,24604.16511974684,25216.996448405076,21705.149268686368,19024.86226720582,19712.161720561435,18709.437180197878,18444.20579993416,16812.53068260041,0.9727824492888018
65,,,,,,,,,,,,1.3448810199321702e-07,73196956.0,0.6884777545928955,85273219.0,0.7682113647460938,105608556.0,1.0356736183166504,95729553.0,0.9251208305358887,,,166935607.0,2.108476400375366,161792433.0,1.9169771671295166,153588657.0,1.7573919296264648,137417129.0,1.4436538219451904,166776917.0,2.051142930984497,156628871.0,1.8707714080810547,26049.626545025723,23048.87517394541,26348.26128547107,24977.8138591153,25622.66005052392,22017.154055033698,19284.034248615702,19990.51189568265,18947.153638357548,18775.00336004748,17065.993879985712,0.9680621515620839
66,,,,,,,,,,,,1.3184126002724544e-07,65998366.0,0.6202456951141357,,,152426062.0,1.5049052238464355,95725524.0,0.9057981967926025,,,173454756.0,2.042081117630005,171683398.0,1.9076039791107178,136478776.0,1.2633898258209229,160777726.0,1.6317288875579834,143794432.0,1.348815679550171,157046229.0,1.5922224521636963,26516.65930480593,23384.997154097164,26744.794788608706,25412.997030814317,26065.11434853687,22375.55765664539,19687.754903672605,20315.47685114043,19245.7628668291,19043.888262494096,17435.147232937677,0.969154563817111
67,,,,,,,,,,,,1.2930659177843427e-07,83956817.0,0.7564272880554199,78059431.0,0.6664061546325684,,,97764765.0,0.9048097133636475,133498438.0,1.1420063972473145,145566827.0,1.300168752670288,145360773.0,1.3190679550170898,141574406.0,1.2523388862609863,156441250.0,1.5544078350067139,166007571.0,1.8825607299804688,,,26972.044886155447,23717.571678452652,27023.310357127633,25795.551331194994,26472.50506763657,22777.249586625632,19950.181059784238,20672.479669610624,19509.045360661163,19289.845200263117,17766.9948426895,0.9729975136843595
68,,,,,,,,,,,,1.5102296560966358e-07,72878354.0,0.6837139129638672,83738921.0,0.7394492626190186,116295784.0,1.0907118320465088,108454556.0,1.0133070945739746,141803958.0,1.294952154159546,149480025.0,1.3872029781341553,172907394.0,1.8920800685882568,163748970.0,1.654405117034912,166405763.0,1.7018280029296875,157544152.0,1.5067095756530762,,,27235.58023268561,23927.915229677656,27465.628518234083,26170.495329987334,26763.42904451123,23040.18172800752,20220.330506704107,20858.662482024858,19836.80234594206,19721.481000125776,18077.60701893175,0.984092040495439
69,,,,,,,,,,,,1.7915199732599506e-07,,,66369764.0,0.5897669792175293,156544888.0,1.4794743061065674,141458073.0,1.3026974201202393,131472686.0,1.1144425868988037,171926013.0,1.9995617866516113,150150433.0,1.3505768775939941,145406855.0,1.2792985439300537,162232983.0,1.5996530055999756,152776281.0,1.3746757507324219,,,27742.887617437318,24448.135040228135,27915.755567345033,26565.525331810655,27197.40119167567,23474.92611837197,20600.593872002857,21210.189436841814,20122.295695236,20036.86141981095,18405.118641751116,0.9808143106373873
