,sta0_datasz,sta1_datasz,sta2_datasz,sta10_datasz,sta4_datasz,sta3_datasz,sta5_datasz,sta6_datasz,sta8_datasz,sta9_datasz,sta7_datasz,host_consumption_sta4,training_time_sta4,host_consumption_sta8,training_time_sta8,host_consumption_sta1,training_time_sta1,host_consumption_sta2,training_time_sta2,host_consumption_sta6,training_time_sta6,host_consumption_sta7,training_time_sta7,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta2,consumption_sta9,consumption_sta0,consumption_sta6,consumption_sta1,consumption_sta3,consumption_sta5,consumption_sta7,mean_acc,host_consumption_sta0,training_time_sta0,host_consumption_sta5,training_time_sta5,host_consumption_sta3,training_time_sta3
60,,,,,,,,,,,,,,,,416656160,9.97475814819336,,,452696351.0,10.92800784111023,511999544,12.97256875038147,24001.552690142722,26157.777043225164,27018.91166997932,24060.43155398987,26571.262442321222,21984.70317247842,24068.958269127415,20531.234243623283,23754.874204633416,24032.178944721756,22189.932579870845,0.9320988871834495,432236076.0,10.365539073944092,511583957.0,12.95737075805664,525832455.0,13.637944459915161
61,,,,,,,,,,,,171285206.0,3.6579174995422363,,,398472735,9.877864122390747,,,,,483494429,12.756046056747437,24407.596675067394,26513.211798992797,27467.52751650434,24344.491567999856,27011.26177772079,22305.522472986067,24445.70836976528,20836.903317405067,24111.61113320548,24444.065328178127,22554.017864076835,0.9322788606990468,408670036.0,10.158533096313477,484361553.0,12.786561727523804,497888557.0,13.42754340171814
62,,,,,,,,,,,,,,,,357964476,8.430808782577515,393101410.0,9.468005418777466,,,499470950,14.36211371421814,24777.109561004378,27037.41850170762,27908.31733142668,24749.018798068235,27437.583852825093,22687.060413188196,24749.744337507007,21189.130153982824,24503.9704181142,24771.16153333335,22879.440806735853,0.9565000046383251,368065525.0,8.731162548065186,,,435891218.0,11.204574584960938
63,,,,,,,,,,,,238599792.0,3.9366531372070312,,,514578517,9.143494129180908,561913540.0,10.15004563331604,588479390.0,10.88251256942749,778008262,20.658305883407593,25431.165803634907,27585.833521901164,28550.552478938174,25538.602580637966,28052.281533861846,23246.71974442463,25295.94993240725,21728.556733065365,25106.179855957645,25300.723025635514,23388.54567144265,0.9825270771980286,532922525.0,9.501445293426514,648922167.0,13.020781993865967,628516213.0,12.243946075439453
64,,,,,,,,,,,,,,,,416679231,10.022325992584229,,,451374089.0,10.99777603149414,509976356,13.021722316741943,25838.301769209884,28000.51265201977,28950.375816909705,25933.979737827613,28426.46697500631,23572.769705281917,25710.565928054446,22040.167417501485,25464.08426069072,25683.14091670854,23731.248637791436,0.9726401513273065,427422856.0,10.304405212402344,508613627.0,12.96982741355896,523151676.0,13.665007829666138
65,,,,,,,,,,,,,,,,419415857,10.030008792877197,,,452757752.0,10.954152822494507,511851228,12.999776840209961,26135.494718839094,28420.499960084315,29357.45745017164,26221.081233586352,28852.016737230348,23901.275552340034,26042.98491292857,22353.12646161004,25820.04658387351,26073.961982074183,23991.953985270375,0.9397498640147123,430370968.0,10.337782621383667,512858428.0,13.033183336257935,524248109.0,13.586958169937134
66,,,,,,,,,,,,,,,,418344998,10.035730600357056,,,452476076.0,10.9800443649292,510657690,13.004146337509155,26512.716321686134,28852.774634562546,29737.13538973412,26492.38113636926,29292.272591739384,24226.335662234265,26460.477024172305,22664.364741701014,26174.275243848675,26467.782336130855,24337.279846689846,0.9346861676736311,429940489.0,10.335867404937744,510760717.0,13.008886814117432,524705078.0,13.668295860290527
67,,,,,,,,,,,,,,,,417873503,10.081432580947876,,,450151253.0,10.956730365753174,509972205,13.00505256652832,26806.9381469163,29230.11846182783,30163.31432348115,26761.279148841964,29691.168265834458,24546.069137274222,26880.343146047628,22966.554227657027,26524.2834577506,26755.73838488067,24683.300247780353,0.9349713867360895,429089111.0,10.360238790512085,510030433.0,13.007280588150024,522432012.0,13.608410835266113
68,,,,,,,,,,,,214900329.0,3.8152916431427,,,452564088,8.817407131195068,491938316.0,9.791351318359375,,,585579372,13.042714595794678,27351.486887990275,29648.19169165003,30575.057490457562,27173.962012909702,30093.343961882376,24907.17031327606,27283.758347542032,23302.90068237636,26912.891990645327,27247.223756701198,25048.054024807756,0.958543598651886,468258200.0,9.182149410247803,585257169.0,13.02051854133606,553298083.0,11.80679178237915
69,,,,,,,,,,,,,,,,356359562,8.414289951324463,392773653.0,9.435046911239624,,,501718076,14.44835114479065,27788.396221411957,30296.214859381576,31083.6274548628,27815.903230191343,30704.445219295976,25367.028218364496,27728.993065382838,23751.042615142538,27405.491326311887,27653.75091742985,25518.511773558515,0.9748918143185702,368442477.0,8.74753713607788,,,600366444.0,20.60637903213501
