,sta0_datasz,sta10_datasz,sta2_datasz,sta4_datasz,sta3_datasz,sta1_datasz,sta6_datasz,sta5_datasz,sta8_datasz,sta9_datasz,sta7_datasz,host_consumption_sta8,training_time_sta8,host_consumption_sta4,training_time_sta4,host_consumption_sta10,training_time_sta10,host_consumption_sta6,training_time_sta6,host_consumption_sta9,training_time_sta9,host_consumption_sta1,training_time_sta1,host_consumption_sta7,training_time_sta7,consumption_sta8,consumption_sta4,consumption_sta10,consumption_sta9,consumption_sta6,consumption_sta1,consumption_sta2,consumption_sta0,consumption_sta5,consumption_sta3,consumption_sta7,mean_acc,host_consumption_sta0,training_time_sta0,host_consumption_sta5,training_time_sta5,host_consumption_sta3,training_time_sta3,host_consumption_sta2,training_time_sta2
13,,,,,,,,,,,,,,,,,,450888617.0,10.940595626831055,,,417060700,10.027904272079468,517467365,13.269452095031738,6972.417402253808,6140.716433871124,6991.360711146189,6924.19122751943,6184.598323574511,5333.743029045936,6115.203562531222,5684.4836586267065,6117.029990958244,6007.676772858007,5688.853004850802,0.8711293719031594,427685428.0,10.289628744125366,509853737.0,12.96034836769104,640078012.0,20.610744953155518,,
14,,,,,,,,,,,,,,242679738.0,3.9851698875427246,,,593224190.0,10.881824493408203,,,520407359,9.135421991348267,660218586,13.335527420043945,7347.122931583103,6545.165953009046,7404.680443520971,7300.590236856686,6610.776123282615,5706.840631143824,6630.896430579116,6031.41158009698,6511.875975507838,6470.71721484834,6036.437098202711,0.9233782914551821,542817458.0,9.605639696121216,651599529.0,12.91782832145691,629962743.0,12.070066690444946,564730488.0,10.095475196838379
15,,,,,,,,,,,,,,169570549.0,3.611145257949829,,,,,,,401053844,9.926069259643555,494167131,13.12036919593811,7739.960567742468,7085.249725832678,7821.50355227489,7669.399453004822,6986.199356530957,6017.811207121645,7029.7884249436065,6379.6977702902295,6898.394500141211,6755.070434836735,6401.129518687943,0.9151985862038352,414645239.0,10.357330799102783,484900003.0,12.740544557571411,500815734.0,13.431524991989136,,
16,,,,,,,,,,,,,,,,,,,,,,360959953,9.877451181411743,464901520,13.438315629959106,8134.738839567273,7528.440868538239,8276.755428457162,8064.458574156711,7283.079364339387,6308.820388400091,7302.971956410594,6702.249077629917,7275.415422304911,7105.490924564478,6742.820327529406,0.8944872942837802,368090000.0,10.090716361999512,463410191.0,13.371559858322144,464424409.0,13.40522027015686,,
17,,,,,,,,,,,,,,,,,,556707925.0,11.063053369522095,,,467886498,8.891003847122192,620803098,13.480368375778198,8533.08231307659,7829.022106089808,8702.665506570045,8460.9053668511,7635.2045516700755,6660.972520075045,7711.525707057345,7066.671550571083,7657.514897396626,7504.882951846276,7088.907705323612,0.9172462929378856,492556418.0,9.428675889968872,614888563.0,13.185734272003174,583078097.0,11.934301376342773,518943435.0,9.99835991859436
18,,,,,,,,,,,,,,,,,,556360392.0,11.145210266113281,,,467544274,8.957894563674927,620660398,13.570464611053467,9102.115200150765,8278.370498837963,9247.194878550197,9037.136738541149,8243.569069442781,7113.614735628373,8506.904153872681,7535.830347127339,8233.209258157425,8120.516954041046,7603.4513181109905,0.9373307824134827,490476954.0,9.413171768188477,612800189.0,13.186987161636353,739844359.0,20.67102026939392,516312521.0,9.998466730117798
19,,,,,,,,,,,,,,,,,,450412909.0,10.843118667602539,,,420289207,10.028848886489868,519952831,13.267944574356079,9549.228103804908,8552.655906325313,9679.892007540671,9366.14115136552,8662.7880097143,7417.709780698367,8902.630373748607,7856.622400156815,8618.660495388805,8470.295193059463,7943.412772734285,0.9216243678873236,431327204.0,10.310078859329224,512549042.0,12.990974426269531,527091730.0,13.604235172271729,,
20,,,,,,,,,,,,,,171031178.0,3.633822202682495,,,,,,,401146983,9.883346557617188,494667862,13.054194688796997,9909.166608469775,8959.689358784373,10147.370653082055,9802.191512392335,9035.624184174285,7731.040925125,9191.948110065036,8182.201343993648,9006.896627291468,8829.569518229122,8309.30391141034,0.9019441550428217,410895799.0,10.157666683197021,486413733.0,12.719484806060791,502887079.0,13.427494049072266,,
21,,,,,,,,,,,,,,170228873.0,3.648001194000244,,,,,,,399291275,9.886973142623901,494581315,13.113136768341064,10372.641424583235,9464.149715724492,10555.366626038078,10227.363715939877,9374.933577050975,8042.837621848694,9477.562767037081,8509.2223117669,9409.404808217603,9182.90707395225,8696.523558702425,0.9140473333272067,408286064.0,10.152846813201904,485579018.0,12.757847785949707,502358455.0,13.451827049255371,,
22,,,,,,,,,,,,,,,,,,392507113.0,10.62580943107605,,,367828038,9.864861011505127,456409232,13.28174638748169,10794.0871727826,9857.607563672196,10945.178910029785,10679.317257674933,9751.89273629642,8355.154173277655,9760.75337602269,8837.48320059982,9766.298648835937,9530.692296046422,9045.287057212461,0.9080803773619912,374872942.0,10.068381786346436,,,456487418.0,13.27643084526062,,
23,,,,,,,,,,,,,,,,,,389132610.0,10.596726179122925,,,365070476,9.863422632217407,453315796,13.272647380828857,11192.660213210478,10137.490561072069,11328.958467535791,11089.651452365022,10082.233929726444,8669.327613865567,10047.34041596418,9167.401095801944,10077.214854847203,9883.93621751795,9300.91136657635,0.8865120302547108,372026391.0,10.05507779121399,,,455595513.0,13.353027820587158,,
24,,,,,,,,,,,,,,,,,,552138235.0,11.055702924728394,,,467380700,8.9839506149292,615017956,13.491036415100098,11592.081442310307,10510.062472888922,11719.48322837835,11481.422414133733,10585.688928752992,9013.786698655282,10436.485431842637,9532.995811301464,10453.210466767408,10277.828377518554,9635.770913852153,0.9290512041612105,485914527.0,9.393314838409424,608555326.0,13.186649084091187,576273183.0,11.88143253326416,514216457.0,10.001646757125854
25,,,,,,,,,,,,,,,,,,,,,,406475400,8.67692494392395,552690601,13.519621849060059,12010.505429605666,10880.621429266856,12103.051136304472,11896.11216845067,10861.002072938885,9362.706125149034,10967.602317954073,9909.64142322009,10826.132316565632,10690.89334682162,9974.144682642067,0.9474329514936968,422118488.0,9.05871868133545,552211965.0,13.497389316558838,502341549.0,11.497536182403564,450453681.0,9.780106544494629
26,,,,,,,,,,,,,,,,,,452400820.0,10.894623041152954,,,421720356,10.050491094589233,522655217,13.334903478622437,12606.280002368017,11328.172948890451,12716.112740942684,12484.462596396344,11423.328943998993,9833.922892762668,11444.756155642486,10402.314883130568,11310.073827440068,11146.765259211299,10483.08751345453,0.9455635656010021,433704273.0,10.358964920043945,644329467.0,20.62425136566162,527608330.0,13.533213138580322,,
27,,,,,,,,,,,,,,172632920.0,3.6508138179779053,,,,,,,404600527,9.827988147735596,503650810,13.128296852111816,12999.951963162619,11717.914637784052,13103.338661692935,12863.261961772056,11798.684083904722,10163.030807169298,11757.62477457795,10717.85567444748,11693.823792958761,11494.568481279206,10832.379788122993,0.9109776236794211,414211952.0,10.107425689697266,494496292.0,12.763554573059082,512007234.0,13.52549123764038,,
28,,,,,,,,,,,,,,173151168.0,3.663787364959717,,,,,,,404989747,9.91573452949524,497524239,13.112673997879028,13407.586789292462,12242.61510582903,13533.551637485276,13267.388020351198,12115.146886560246,10498.85148724725,12081.772042842626,11032.467063082528,12100.375353213765,11838.918413583817,11199.103791488891,0.9219065958803351,412160260.0,10.159677743911743,488094087.0,12.736397981643677,504121329.0,13.426745176315308,,
29,,,,,,,,,,,,,,,,,,737583744.0,20.637624740600586,,,468316611,8.986696720123291,618179326,13.519118309020996,13969.142303720791,12794.084386509923,14124.443959596187,13872.252458792324,12673.254744393022,10956.1415627776,12719.532140349766,11452.705877064247,12668.512081710353,12406.007627992101,11712.254769696661,0.9484871951016512,488239228.0,9.37913203239441,611638144.0,13.209876775741577,578643477.0,11.90733003616333,516997638.0,10.024255275726318
30,,,,,,,,,,,,,,,,,,,,,,302465107,9.690064907073975,411134568,14.456093072891235,14360.284065190812,13053.002416870611,14460.743112887105,14282.443307055928,13006.464485369212,11255.201530691145,13107.808376085784,11764.834570321325,12993.515246022138,12760.915030576192,12025.923006553036,0.9328307671980425,307854620.0,9.87934684753418,,,384341179.0,13.106717824935913,,
31,,,,,,,,,,,,,,,,,,448202344.0,10.865065097808838,,,419275233,10.037278175354004,516380148,13.308574438095093,14790.63481584207,13343.066447939953,14905.989339206788,14716.798779877983,13339.94225544886,11563.764988174758,13390.698270228131,12088.851889782447,13326.512050810175,13114.141765153989,12362.988627103405,0.911921658299186,428038882.0,10.283965826034546,509037454.0,13.00532341003418,523576540.0,13.660106897354126,,
32,,,,,,,,,,,,,,197233504.0,3.8028531074523926,,,484671184.0,10.550790786743164,,,465890104,10.06685185432434,558502477,13.094148635864258,15223.857003704896,13766.245941826142,15470.755662143141,15170.457806073324,13760.211853996614,11872.044677813607,13668.289976445543,12419.93804049898,13723.503060298945,13468.619865331311,12719.701809099235,0.9178626591509039,477872495.0,10.372785091400146,546589604.0,12.62522029876709,570950687.0,13.677596092224121,,
33,,,,,,,,,,,,,,,,,,,,,,413907876,8.775267601013184,554615585,13.546287298202515,15622.333060774916,14177.71433143672,15837.798520677532,15591.086138333052,14120.84908063078,12232.53175080782,14084.464932523919,12761.561056902307,14108.077657860107,13865.37117043168,13058.994054119006,0.9468531662767584,426589179.0,9.076516389846802,552858143.0,13.46443247795105,504310904.0,11.538211822509766,449020335.0,9.65476942062378
34,,,,,,,,,,,,,,,,,,559925325.0,11.077096700668335,,,473559945,8.993699550628662,623033073,13.500830888748169,15995.091867281519,14480.70561244697,16284.300515549701,16029.923911418278,14459.836346799148,12594.547759350695,14604.985655812208,13113.023830903747,14485.655189171961,14268.985698241786,13389.460853242594,0.9629268700426276,495537061.0,9.446828603744507,615291272.0,13.142127513885498,584871062.0,11.934347867965698,522360968.0,10.024529218673706
35,,,,,,,,,,,,,,198197979.0,3.7760708332061768,,,489847318.0,10.52450966835022,,,477795286,10.21412968635559,562955712,13.049570560455322,16378.802150358677,14909.835272631135,16811.435371569736,16472.67643856644,14896.241191724579,12927.791840574571,14998.686273483449,13459.123514975336,14883.711360398951,14639.666285382138,13741.063874088019,0.9593272154981439,483075546.0,10.36142349243164,552648793.0,12.642777919769287,575510856.0,13.625039100646973,,
36,,,,,,,,,,,,,,198020551.0,3.819988489151001,,,481827197.0,10.525867938995361,,,466075589,10.125624418258667,557101418,13.111381530761719,16757.98096507984,15445.188589128615,17230.143131680306,16969.515762618223,15325.64003518321,13221.983270947256,15283.300687854035,13871.59236914332,15290.263911109632,14990.12115597825,14118.920989537695,0.9270990816029635,476624757.0,10.390909671783447,546328375.0,12.68442153930664,569186654.0,13.669643640518188,,
37,,,,,,,,,,,,,,,,,,,,,,410423693,8.666078329086304,673611618,20.6071994304657,17244.187435161093,15976.50646184889,17754.302700626362,17459.530566848494,15807.539946152545,13707.908505626308,15936.2588973797,14328.548799010392,15849.26468995516,15589.549071177256,14609.885196396646,0.947125949642875,428287173.0,9.089943885803223,556177348.0,13.54587721824646,504789540.0,11.511703968048096,452200075.0,9.695829629898071
38,,,,,,,,,,,,,,,,,,388147993.0,10.637974262237549,,,364169294,9.865108013153076,451608097,13.286964178085327,17643.91865857598,16232.847511932074,18165.328093833123,17866.579651279077,16175.860934802477,13998.615683458762,16339.62093624367,14649.475266646094,16179.909800513347,15952.531907500821,14886.825495987874,0.9571375901048834,372590843.0,10.124695539474487,,,454098752.0,13.39645767211914,,
39,,,,,,,,,,,,,,,,,,450052619.0,10.843962907791138,,,418500760,10.027144432067871,518933791,13.23945164680481,18099.64522128982,16563.593211318035,18577.59545785576,18252.456408508886,16484.538148667576,14309.757255040442,16627.251831610778,14974.296745736785,16546.693989972184,16299.593270377492,15222.060495997908,0.9208949370817705,429314209.0,10.29530954360962,512723663.0,12.99437403678894,527780937.0,13.62942624092102,,
40,,,,,,,,,,,,,,,,,,389421549.0,10.597847700119019,,,367146094,9.890208721160889,455991325,13.327214002609253,18516.718188372124,16916.633639249223,18985.425810744266,18646.94853753754,16901.008143603864,14622.741195516508,16910.773432111946,15300.43831170008,16911.500434766076,16652.46274251532,15564.034114776023,0.9044632369821722,374859270.0,10.110681533813477,,,455818169.0,13.310272693634033,,
41,,,,,,,,,,,,,,,,,,391402318.0,10.627249717712402,,,364836163,9.796837329864502,456530386,13.299454927444458,18935.55096337977,17210.51283902399,19429.72415891499,19063.269095010684,17311.637900863196,14925.974229798923,17177.948384224896,15628.102838087627,17157.87870648965,16999.09567947235,15918.505411463484,0.9110522216016596,375612991.0,10.10036826133728,,,456806753.0,13.302871704101562,,
