,sta0_datasz,sta1_datasz,sta2_datasz,sta3_datasz,sta4_datasz,sta5_datasz,sta6_datasz,sta7_datasz,sta8_datasz,sta10_datasz,sta9_datasz,T,host_consumption_sta4,training_time_sta4,host_consumption_sta8,training_time_sta8,host_consumption_sta0,training_time_sta0,host_consumption_sta1,training_time_sta1,host_consumption_sta6,training_time_sta6,host_consumption_sta3,training_time_sta3,host_consumption_sta5,training_time_sta5,host_consumption_sta2,training_time_sta2,host_consumption_sta7,training_time_sta7,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta2,consumption_sta9,consumption_sta0,consumption_sta6,consumption_sta1,consumption_sta5,consumption_sta7,consumption_sta3,mean_acc
0,747088320.0,684321792.0,1128383616.0,1047438528.0,436285440.0,1135301568.0,995528640.0,1026684672.0,352361088.0,748350720.0,1102428672.0,4.18576619516663e-08,109016750,1.0120537281036377,110041711,0.9934787750244141,152555396,1.403841257095337,153018834,1.388594627380371,189291752,1.6890268325805664,195740221,1.7660644054412842,191978756.0,1.7224581241607666,199451332.0,1.8078181743621826,191942684,1.7150726318359375,869.1855483439335,735.8877537404684,761.3348103498719,885.303032979807,817.7317384318807,1148.5499699074517,803.1399612328757,1177.0756642113697,896.9377842580851,818.3852073470214,1124.649073827916,0.6534444425593723
1,,,,,,,,,,,,6.709908191256063e-08,56203408,0.5560586452484131,64495319,0.5969839096069336,134364829,1.4000041484832764,134273521,1.3907012939453125,124578843,1.215153694152832,128184975,1.279721975326538,,,141858767.0,1.576148271560669,154786591,2.009082555770874,1581.2596434827578,1191.8864513315375,1123.319327708823,1550.2665810489466,1252.4426265092118,1520.8219988831934,1451.7369424870005,1521.691302395138,1499.6131676029806,1320.3552393104007,1468.4037182436005,0.10672730546105992
2,,,,,,,,,,,,6.660315756422936e-08,73397578,0.6660981178283691,74059015,0.6343913078308105,152969030,1.4598891735076904,154139376,1.4644570350646973,163992378,1.6731531620025635,150509625,1.4021968841552734,176265540.0,2.0101828575134277,162919993.0,1.622835636138916,142904053,1.290144443511963,1990.0759349669788,1600.0309524375891,1531.8411158983736,1911.683562343581,1653.479749242285,1759.3867960104167,1769.6512492759546,1752.7630898031564,1758.1968235883137,1533.6657160839509,1798.3123059522918,0.16214869916439056
3,,,,,,,,,,,,4.2279202774927814e-08,66142531,0.653322696685791,81795689,0.7690715789794922,88226398,0.898869514465332,128194008,1.379688024520874,135350117,1.583714246749878,119974119,1.2289516925811768,145675225.0,1.8932297229766846,,,117754703,1.1785743236541748,2242.0039958677944,1989.518950066976,1899.8869096637886,2129.990205731277,2013.3489628895275,1905.2587880989097,2005.2715093143552,1886.6126615765816,1965.4423957572963,1888.4579005452567,2026.401840723524,0.41312026706608856
4,,,,,,,,,,,,4.100477466367871e-08,64865312,0.5874776840209961,71676208,0.6154980659484863,137524428,1.3443653583526611,89691360,0.834564208984375,128657813,1.1924140453338623,129733615,1.2219388484954834,134648032.0,1.2782466411590576,,,153394688,1.9059298038482666,2560.2005536494025,2239.7096247015297,2162.1264113428856,2496.261778851305,2298.303633361453,2141.873525678658,2259.357321071465,2155.278923086886,2188.7357742286526,2155.079386561088,2462.694932831765,0.6098751371557062
