,sta0_datasz,sta1_datasz,sta4_datasz,sta3_datasz,sta2_datasz,sta5_datasz,sta6_datasz,sta8_datasz,sta7_datasz,sta10_datasz,sta9_datasz,T,host_consumption_sta4,training_time_sta4,host_consumption_sta8,training_time_sta8,host_consumption_sta0,training_time_sta0,host_consumption_sta10,training_time_sta10,host_consumption_sta6,training_time_sta6,host_consumption_sta3,training_time_sta3,host_consumption_sta2,training_time_sta2,host_consumption_sta1,training_time_sta1,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta0,consumption_sta2,consumption_sta9,consumption_sta6,consumption_sta1,consumption_sta3,consumption_sta5,consumption_sta7,mean_acc,host_consumption_sta9,training_time_sta9,host_consumption_sta5,training_time_sta5,host_consumption_sta7,training_time_sta7
10,,,,,,,,,,,,7.408768890825656e-08,55985452.0,0.5621917247772217,62778953.0,0.5871551036834717,140149055.0,1.5169973373413086,115283213.0,1.1049513816833496,143158996.0,1.574359655380249,,,145353937.0,1.633850336074829,138426526.0,1.4737439155578613,4855.003655086341,3894.47900436251,4639.227125410255,3956.714969654017,4586.96804828919,4319.326519634913,4200.196143169206,3592.654283355824,3864.2824955000633,3765.251177790822,3532.621650989174,0.8871103958650068,,,132528652.0,1.3404607772827148,124999436.0,1.228600263595581
11,,,,,,,,,,,,7.629301812835332e-08,71277589.0,0.6638944149017334,78158186.0,0.672936201095581,156828883.0,1.4895682334899902,144890315.0,1.267745018005371,141520024.0,1.2673838138580322,174604961.0,1.9262142181396484,157662499.0,1.4733688831329346,160535844.0,1.5202183723449707,5283.130652031804,4135.16927655012,4914.546238850456,4120.243926108644,4950.383773109242,4558.828257810464,4512.365309767386,3807.736071590135,4113.378914241564,4145.846578974805,3849.9500349199825,0.8941043506969105,,,176835545.0,2.0173397064208984,146306205.0,1.3048820495605469
12,,,,,,,,,,,,8.420858635721656e-08,67218700.0,0.6187467575073242,80655922.0,0.6956787109375,104342933.0,0.9648866653442383,,,134490988.0,1.227644443511963,139984199.0,1.2996010780334473,,,100144336.0,0.9208383560180664,5731.016591504548,4557.365735012728,5500.845937423121,4400.875724917369,5393.558283920973,5087.475637957158,4796.494204149751,4065.169132233643,4358.559592385913,4417.265748711448,4089.59232688552,0.9002725156870756,152081825.0,1.5733764171600342,146400810.0,1.3857874870300293,165780825.0,1.917936086654663
13,,,,,,,,,,,,9.782519706711074e-08,71267700.0,0.6466302871704102,82920015.0,0.708427906036377,115716562.0,1.061967372894287,142007754.0,1.2775347232818604,164065803.0,1.6582059860229492,171795703.0,1.854283094406128,165289616.0,1.656940221786499,107536895.0,0.9784510135650635,6080.602279789732,4812.079640799543,5791.167142084184,4626.986792713066,5826.260990481207,5330.294134248202,5059.55449638894,4358.256809609449,4765.713589096933,4706.464830038445,4267.92400796224,0.9044219363819469,,,153470615.0,1.4212849140167236,146319267.0,1.3291730880737305
14,,,,,,,,,,,,1.040720779993346e-07,73832941.0,0.7492566108703613,72141051.0,0.6986784934997559,131924467.0,1.4414381980895996,,,153727512.0,1.8392596244812012,126299237.0,1.339024305343628,143875792.0,1.6186161041259766,89619033.0,0.9327719211578369,6508.373346275961,5235.268447514028,6260.660118599623,4959.347002933972,6213.389229282106,5754.579827776386,5439.417538104957,4597.300529231257,4962.75401840537,5012.372909154461,4654.361710023184,0.9088846824385903,143586607.0,1.6332988739013672,164897039.0,2.1555609703063965,163331674.0,2.1557862758636475
15,,,,,,,,,,,,7.813955575786221e-08,72651242.0,0.6784284114837646,97996270.0,0.8540868759155273,114319349.0,1.0673024654388428,,,173349837.0,1.7016420364379883,157715722.0,1.4369206428527832,166617371.0,1.5349524021148682,108769924.0,1.0101172924041748,6926.448035913368,5574.67505911031,6528.154833223047,5118.839109437574,6491.359750349824,6179.569203319461,5748.720461738198,4771.292216027443,5338.438900926411,5291.415887452543,4894.410666696409,0.912737559188496,180109158.0,1.979046106338501,164162666.0,1.4867939949035645,158483115.0,1.4151008129119873
16,,,,,,,,,,,,7.719281869615361e-08,53103136.0,0.5527002811431885,62212426.0,0.5981249809265137,149941938.0,1.789438009262085,114839611.0,1.1215815544128418,141191045.0,1.5688560009002686,,,,,147428883.0,1.72194504737854,7417.738195726873,5842.813959077097,6943.971641263303,5357.323336138652,6984.43883054146,6439.155197753118,6000.557549881217,5122.236604810826,5749.804380331771,5655.143773752021,5140.122988308414,0.9154965118928389,139869515.0,1.5519530773162842,128648718.0,1.3221197128295898,120667721.0,1.204308271408081
17,,,,,,,,,,,,9.128384858527318e-08,61421351.0,0.5937578678131104,65405655.0,0.597151517868042,126028486.0,1.3752484321594238,,,,,148536729.0,1.8248894214630127,125035446.0,1.3368070125579834,87310568.0,0.8636162281036377,7673.61185305397,6246.801809118689,7398.38559775454,5594.145008470833,7298.470758610733,6870.569886667975,6318.91441726843,5333.2956824103,5923.00445649174,5858.795488738526,5409.892684589542,0.9199113954197277,134120811.0,1.5156610012054443,155033356.0,2.0468387603759766,154415254.0,2.06113338470459
18,,,,,,,,,,,,1.0538815746138474e-07,74388970.0,0.6647703647613525,81013465.0,0.6824963092803955,111289571.0,1.0263738632202148,,,166382508.0,1.6741297245025635,176792088.0,1.9308950901031494,164715765.0,1.6562607288360596,105965733.0,0.9672400951385498,8063.119375683035,6603.958593168612,7825.333840665545,5750.641175687911,7599.449732148416,7263.03903999429,6590.921656904122,5475.278372153484,6227.213761726651,6142.552402681677,5665.079567245088,0.9234078363938765,161871472.0,1.62070894241333,151042216.0,1.4384493827819824,176817235.0,2.0169451236724854
19,,,,,,,,,,,,9.496970742912179e-08,82175754.0,0.7476434707641602,84578091.0,0.7250471115112305,107801787.0,1.005326747894287,,,172452073.0,1.692739725112915,153489292.0,1.4088919162750244,170325980.0,1.6506249904632568,157846947.0,1.4737319946289062,8493.194624932412,7002.930345225707,8266.679030588508,6227.672614437084,8151.536302736486,7679.296967496755,6949.962766749295,5904.719592827173,6678.254011437384,6571.1282644796665,5953.635181251443,0.9254996668208729,168697505.0,1.6456477642059326,159562885.0,1.4587771892547607,183262471.0,2.0552334785461426
20,,,,,,,,,,,,8.171695735237569e-08,68208871.0,0.6377341747283936,73566889.0,0.6476750373840332,94737734.0,0.910689115524292,122856864.0,1.148163080215454,,,158071922.0,1.974989891052246,,,142695863.0,1.5016229152679443,9153.90512757139,7317.859014859252,8648.38844091168,6619.823240053321,8438.882521447376,8120.04766689539,7342.026986276685,6068.913896486352,6919.610079329003,6969.365845714909,6217.029823046691,0.9280456629666415,145458428.0,1.6892578601837158,134484152.0,1.3091380596160889,127368265.0,1.2050042152404785
21,,,,,,,,,,,,1.0573287536110506e-07,,,86241235.0,0.7349145412445068,108873928.0,1.0050079822540283,,,148860825.0,1.2841479778289795,151071208.0,1.3358330726623535,161273329.0,1.4548618793487549,157990746.0,1.4213414192199707,9438.00129015379,7642.876857655457,9076.877733720661,6855.68597604165,8807.809896557912,8555.991042045755,7707.727708556887,6339.4348375541595,7238.46378056406,7394.523374924508,6569.884911530744,0.93025649135763,169047114.0,1.6673245429992676,182130943.0,1.963425874710083,152032447.0,1.3056840896606445
