,sta0_datasz,sta10_datasz,sta1_datasz,sta2_datasz,sta3_datasz,sta4_datasz,sta6_datasz,sta8_datasz,sta5_datasz,sta9_datasz,sta7_datasz,host_consumption_sta8,training_time_sta8,host_consumption_sta4,training_time_sta4,host_consumption_sta10,training_time_sta10,host_consumption_sta1,training_time_sta1,host_consumption_sta0,training_time_sta0,host_consumption_sta2,training_time_sta2,host_consumption_sta6,training_time_sta6,host_consumption_sta9,training_time_sta9,host_consumption_sta3,training_time_sta3,host_consumption_sta5,training_time_sta5,host_consumption_sta7,training_time_sta7,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta2,consumption_sta9,consumption_sta6,consumption_sta5,consumption_sta3,consumption_sta1,consumption_sta7,consumption_sta0,mean_acc
0,747088320.0,748350720.0,684321792.0,1128383616.0,1047438528.0,436285440.0,995528640.0,352361088.0,1135301568.0,1102428672.0,1026684672.0,347766322,4.853120803833008,363880843,5.0718300342559814,616070872,8.981160879135132,712775214,10.625822067260742,725783115,10.89591908454895,774920135,11.860027074813843,792524155,12.322462320327759,809435856,12.788345575332642,836759271,13.643052101135254,857337833,14.4379141330719,859099364,14.514898538589478,805.8722313410542,750.4177751703658,763.9897926604231,754.4917701624968,890.1937179424972,618.0375433359436,594.0529129783214,571.8742918299744,477.7292786134856,527.0742467059365,617.4505544776168,0.9130795923146334
1,,,,,,,,,,,,328837842,4.4892754554748535,349372580,4.764926433563232,605947790,8.725020170211792,686663892,10.096286058425903,706974386,10.471235275268555,757885877,11.475398540496826,778302878,11.970228910446167,795999305,12.465990781784058,819760536,13.234053611755371,843828956,14.140239953994751,959213547,20.75580930709839,1594.2514722128087,1511.7316059935117,1461.1922087276462,1565.440527368416,1715.7429910409317,1251.6418609619018,1181.733000457819,1190.895337323026,1004.3756206307974,1058.4937694066102,1077.2268347675833,0.8015144792470065
2,,,,,,,,,,,,332983827,4.5041797161102295,357521057,4.840805292129517,610515038,8.762271881103516,688257698,10.079312086105347,710363904,10.47305417060852,759778694,11.472476959228516,779237629,11.947380065917969,797501559,12.481703281402588,822429108,13.275236368179321,844891269,14.132175922393799,843430641,14.071634531021118,2107.602828325063,2007.5134541030209,2114.189349217226,2108.3493213498277,2282.9032910546175,1679.902383971519,1567.5447614723366,1582.6254609894918,1343.9965351878932,1406.8527500011064,1519.7682714628177,0.9088302417234941
3,,,,,,,,,,,,332094182,4.5068464279174805,352907361,4.791508436203003,611128563,8.773266077041626,710065809,10.484046220779419,702421664,10.361993551254272,761018621,11.517821788787842,779387653,11.93409514427185,800477687,12.510575294494629,823610257,13.245644092559814,846474701,14.096224069595337,848144680,14.164093017578125,2635.046730571334,2525.742072274655,2634.2388352308117,2757.890520520081,2857.1677050456346,2116.0717822103898,1972.1595060395443,2079.025185243381,1770.1227020565352,1777.2798635518825,1898.6438975799904,0.9326225410808217
4,,,,,,,,,,,,331434820,4.519644498825073,352011550,4.803949356079102,610022120,8.761980772018433,690725710,10.14062786102295,712315071,10.551025629043579,758165539,11.451915740966797,779737506,11.97025752067566,800312343,12.535561561584473,824798731,13.316453695297241,842715006,14.00441598892212,845052524,14.104093790054321,3267.9990391377582,3053.4825441465787,3219.393481825879,3284.997168776146,3399.694422250077,2560.156826555772,2475.3002135813745,2482.5888758488395,2106.7569384918297,2157.226981892591,2275.569880708499,0.9485785906965082
5,,,,,,,,,,,,338123952,4.5699732303619385,343938817,4.649421691894531,609500881,8.757733583450317,684977739,10.056911945343018,711924753,10.542175531387329,759755990,11.49099612236023,777709313,11.921632528305054,799411772,12.545565843582153,822199800,13.249871730804443,842853678,14.040327787399292,843415200,14.062519311904907,3817.927714433992,3574.1807639046083,3787.7261839476014,3801.153123780034,3950.913354237509,3100.6078413831865,2879.3039685745125,2866.3857177637738,2454.299694612511,2521.5678513350144,2668.7038199044455,0.9603732119907032
6,,,,,,,,,,,,337733633,4.571845293045044,385543569,5.282592058181763,608702910,8.740859508514404,689644719,10.13454532623291,714878541,10.592247247695923,766454520,11.606098890304565,783399911,12.02782154083252,802408041,12.551236152648926,824839502,13.296525001525879,844351599,14.029860734939575,846810393,14.13636302947998,4339.693330524299,4100.307886494791,4366.266507295729,4336.944428457368,4502.303345855496,3537.323682312509,3316.1199937286974,3282.450326945438,2826.39903509251,2975.6937643716437,3063.854867273867,0.9658445011485707
7,,,,,,,,,,,,329845103,4.477292060852051,349724264,4.755626201629639,608347381,8.777873992919922,690875307,10.168240070343018,706051416,10.46004843711853,763954649,11.582015752792358,782746166,12.038658142089844,799674162,12.532104969024658,821652560,13.182996273040771,845381564,14.069481134414673,960590803,20.702087879180908,5133.462505321051,4903.780656608665,5134.195141712764,5115.738667561967,5308.825683469605,4185.576029784038,3919.070362474082,3885.2625317636994,3339.6475508466738,3428.514320038799,3644.9690993502745,0.96844421191649
8,,,,,,,,,,,,332479801,4.506002902984619,347272487,4.706401824951172,612412251,8.794725894927979,691980040,10.147318124771118,709435257,10.459823369979858,761935061,11.490857601165771,781008499,11.951148986816406,803908587,12.573968410491943,963025977,20.737156629562378,846904936,14.109654664993286,845318515,14.045283794403076,5909.752593615994,5606.150013410627,5953.226216801264,5904.062150615711,6118.109276928314,4725.601373333941,4404.070699397207,4462.196695579079,3858.2302438549514,3944.6315157540844,4194.177740725225,0.9720730727369135
9,,,,,,,,,,,,330604805,4.4947099685668945,356769350,4.859473466873169,613386430,8.798279523849487,690928529,10.132745265960693,713514103,10.540650367736816,768571152,11.638306856155396,783248910,11.987752199172974,803940325,12.554374694824219,823537076,13.167075634002686,847701565,14.105841875076294,962653175,20.74196982383728,6564.1337781909,6352.626835398139,6804.842061824436,6694.21746176699,6902.298231068423,5355.23647131952,4974.826542906895,4945.522884948627,4366.090907561979,4486.17577401174,4719.543258744248,0.9737758907404813
10,,,,,,,,,,,,338717822,4.585108518600464,358910764,4.857050895690918,615008558,8.800100803375244,690715334,10.093345880508423,705841760,10.390734672546387,762286562,11.524762153625488,782912363,12.021955490112305,800072048,12.502978563308716,824369166,13.268214464187622,846261933,14.11486530303955,846512115,14.125828742980957,7089.843378864571,6869.036072745851,7375.653235896812,7217.587128616917,7434.322760069984,5783.985927882648,5373.36709383627,5418.884629603342,4693.093375612383,4848.484022563999,5080.351082095341,0.9756654121659019
11,,,,,,,,,,,,326913959,4.444741249084473,350938372,4.770303964614868,607218417,8.72482705116272,686633314,10.077290058135986,707846272,10.477381706237793,761348393,11.53687071800232,780987198,11.99730896949768,800117825,12.516337394714355,823949063,13.278093099594116,841227827,13.966456651687622,843217935,14.055362224578857,7772.798095183648,7402.633258094584,7964.923740814693,7734.007756505229,7987.536110354607,6323.772929854647,5874.3092968801,5824.10094328207,5068.89085111197,5214.256398957942,5436.7165497290525,0.9769600304690275
12,,,,,,,,,,,,331562628,4.489556550979614,355499334,4.8214027881622314,613423845,8.80038595199585,694777152,10.192603588104248,708129718,10.432036638259888,766527945,11.604251384735107,783959419,12.018903970718384,801899924,12.519587516784668,826143027,13.310341358184814,845823824,14.027276277542114,847518887,14.094878911972046,8300.896458070161,7958.432486420747,8550.069451778916,8273.447604489267,8549.766735867628,6761.348126493702,6276.96045605188,6245.822782839156,5444.6008821174755,5670.582681987842,5822.396052122739,0.9777730107307434
13,,,,,,,,,,,,336861869,4.54685378074646,354911261,4.804070949554443,609830836,8.752618074417114,689853336,10.128228902816772,704823330,10.418302059173584,761779361,11.532217025756836,779118855,11.953804016113281,799325102,12.53895878791809,821600863,13.248391389846802,843148964,14.058124542236328,841456708,13.993867874145508,8820.78732329868,8645.919148409763,9253.991139585489,8804.301776575205,9227.428914413134,7213.763106665273,6671.462262794837,6665.469937032534,5805.520238368593,6046.081912553444,6215.458653817841,0.9787415916269476
14,,,,,,,,,,,,383855646,5.277381420135498,354533699,4.832707643508911,607928925,8.747233867645264,686486646,10.083569765090942,710232007,10.519346475601196,764615535,11.598035097122192,781000442,12.014267444610596,801645409,12.59680724143982,823642239,13.293872356414795,845640535,14.137641668319702,845065463,14.107463598251343,9359.013367790958,9203.332649435477,9819.391415618013,9334.15128388742,9780.433306529027,7656.738638991427,7086.129591070873,7054.157814932567,6283.277685232299,6420.635257756686,6660.305925419413,0.9789382761174982
15,,,,,,,,,,,,334759153,4.539702892303467,347463893,4.715896368026733,610253138,8.764246702194214,690400271,10.12970519065857,707104513,10.439685106277466,763360229,11.557907819747925,781971936,12.000874042510986,801789512,12.539196014404297,828132463,13.363746643066406,846713714,14.077711343765259,844889256,14.008100748062134,9899.601048016653,9722.873546955021,10389.991993616031,9991.694092841046,10335.828671081315,8094.596920301827,7492.171254107162,7573.68981593587,6642.581835558694,6793.754730639356,7047.349242754175,0.9804952578111128
16,,,,,,,,,,,,330497201,4.486592769622803,348703331,4.734085321426392,606758457,8.716649293899536,689065375,10.141733646392822,709602431,10.526675462722778,757911085,11.470064878463745,781029373,12.023350238800049,799893032,12.56281328201294,824270229,13.35620403289795,841911114,14.035634756088257,843699684,14.106133222579956,10571.97368036292,10251.469284002773,10970.549361673355,10495.234766225703,10895.129164941953,8659.675242799809,7981.303337147531,7960.390494716246,7001.39032586976,7169.654257755623,7431.535774832346,0.9808864810250022
17,,,,,,,,,,,,336037592,4.5608134269714355,350177509,4.754566192626953,611278708,8.777013301849365,707061178,10.434693098068237,703062592,10.381199598312378,765872185,11.634173154830933,782722544,12.048504829406738,802321432,12.596925973892212,825314415,13.35338807106018,843950354,14.06952953338623,844057531,14.073562860488892,11115.463184321397,10767.432945207249,11518.03125289478,11030.514808051932,11467.11181215992,9091.125169295847,8395.014450454451,8357.354057195278,7331.196728560304,7621.446889468524,7823.725558491656,0.981432394547896
18,,,,,,,,,,,,333826782,4.528298377990723,355975895,4.834523677825928,610440148,8.766565322875977,691129090,10.145089149475098,709305618,10.476140975952148,762695313,11.547393798828125,782292430,12.018613576889038,799001677,12.48519778251648,824452967,13.297343254089355,844474583,14.052570104598999,845973298,14.11726999282837,11652.789667130131,11450.074663169957,12076.66847005187,11560.701753138077,12146.461315496113,9534.06998071035,8807.784517688055,8776.70390386845,7674.449507558811,7980.287317573332,8219.23767079917,0.9817756956273859
19,,,,,,,,,,,,331394720,4.48092794418335,348637657,4.710610389709473,614045547,8.789834260940552,687358470,10.021220445632935,707676472,10.389761686325073,765002192,11.513655185699463,781639051,11.939863204956055,801642418,12.496756553649902,824590174,13.21709394454956,848154262,14.090870380401611,846658111,14.034265756607056,12188.915893818119,11975.950598791273,12803.646535255948,12076.610048233002,12688.363156020205,9964.001409354392,9214.92531770714,9172.243399195804,8024.840702931504,8346.764775551863,8681.82476634505,0.9819838296283375
20,,,,,,,,,,,,333044008,4.507397890090942,351041460,4.752650499343872,614230300,8.804970741271973,690440249,10.088066816329956,704191313,10.358522415161133,764893367,11.560750722885132,781363661,11.950975894927979,800833643,12.503102779388428,822645599,13.207475423812866,960422773,20.6959171295166,846674895,14.113821744918823,13000.73890879099,12742.247929068664,13510.237016133551,12861.200909789184,13489.436678690792,10595.583151049312,9802.54543753998,9774.674092355579,8563.739718624332,8897.433590697352,9181.248037876874,0.9823364994742654
21,,,,,,,,,,,,335921015,4.55925440788269,349193381,4.738794803619385,609971034,8.777328968048096,685920668,10.084857702255249,707061422,10.47677755355835,758825084,11.513941764831543,778825704,12.01413869857788,796472937,12.525574207305908,819207253,13.26119089126587,840465073,14.056309461593628,842607279,14.140757083892822,13518.613955488752,13243.520817843319,14210.789290832752,13393.691091090233,14032.319147264465,11016.480992452181,10198.452859219871,10148.927820669447,8885.345667886686,9239.704193344853,9525.579944379238,0.9829711480574175
22,,,,,,,,,,,,335060543,4.554190158843994,350099323,4.7565295696258545,610264551,8.770771980285645,686791637,10.073179483413696,706388572,10.435879230499268,763810056,11.585823774337769,782336009,12.040148258209229,802577230,12.589385986328125,823890530,13.2505943775177,846019318,14.090362548828125,960187788,20.711215019226074,14293.975122947513,13909.93899899246,14897.532741235036,14181.597052484178,14700.850904131963,11658.53056254602,10791.976908897144,10730.59747782516,9393.587019297824,9777.773672749137,10075.69770679656,0.9836613860997286
23,,,,,,,,,,,,331221442,4.503251314163208,351271134,4.786673545837402,609959132,8.797379732131958,686088759,10.079894065856934,704165373,10.419820070266724,759462411,11.502951383590698,776446864,11.903687238693237,796348669,12.491023063659668,957719472,20.716976165771484,841858013,14.031065464019775,844706089,14.143950462341309,15092.119783656986,14700.648471037803,15714.642248035561,14985.097211331265,15495.449445899365,12297.623855901722,11359.873902270878,11332.338319991353,9910.447646146875,10236.679694211767,10642.688121332656,0.9833780472928827
24,,,,,,,,,,,,383986688,5.281919717788696,354654243,4.833068370819092,614831861,8.856189966201782,688708625,10.141976833343506,709303787,10.51665735244751,762836975,11.57258915901184,958411182,20.759947299957275,801390893,12.579967260360718,820717564,13.222318887710571,842616007,14.042604207992554,844574804,14.13304615020752,15725.551385281346,15418.339604424673,16541.581515173242,15751.36414794904,16271.901234439196,12860.360971854812,11838.245779422337,11907.479884001552,10394.79714777187,10769.914471576052,11177.329710583943,0.9836292862892151
25,,,,,,,,,,,,331455573,4.508167505264282,345648285,4.698493719100952,602861250,8.69638204574585,684599932,10.105325937271118,704394559,10.472350597381592,758803660,11.564282894134521,776922389,12.008049964904785,796487768,12.546730041503906,819206948,13.264311790466309,839654589,14.051212310791016,842715616,14.18189287185669,16388.07372308153,15917.559330892918,17136.10707874969,16278.010780327306,16806.70483941285,13400.182085022056,12315.349458036764,12300.17900090975,10725.832471407184,11122.51444125989,11532.413751225582,0.9840713197534735
