station_id,freq,model_sz,mean_training_time,std_training_time,x_model_sz_over_freq,y_fit
8,1400000000.0,352361088.0,5.720179902182685,0.030134071332628017,0.2516864914285714,5.187280792010473
8,1415384615.3846154,352361088.0,5.247775687111749,0.028536663323589315,0.24895076869565216,5.151498581230429
8,1430769230.7692308,352361088.0,5.235963847902086,0.03364667818058259,0.2462738787096774,5.116485880359634
8,1446153846.1538463,352361088.0,4.919542657004462,0.020031489535971066,0.24365394382978722,5.082218130571196
8,1461538461.5384614,352361088.0,4.942194435331556,0.033203579343089776,0.24108916547368422,5.048671807094094
8,1476923076.9230769,352361088.0,4.925145228703816,0.02492248450287315,0.23857782,5.015824365356098
8,1492307692.3076923,352361088.0,4.94497373369005,0.04218100267013868,0.23611825484536084,4.9836541904580605
8,1507692307.6923077,352361088.0,4.931851572460598,0.03691094924400323,0.23370888489795918,4.952140549741616
8,1523076923.0769231,352361088.0,4.95092527071635,0.030597722919964133,0.2313481890909091,4.921263548231564
8,1538461538.4615386,352361088.0,4.860075288348728,0.1396761900957967,0.2290347072,4.891004086751713
8,1553846153.8461537,352361088.0,4.876769542694092,0.1337269625488154,0.22676703683168317,4.861343822528889
8,1569230769.2307692,352361088.0,4.8681763543023004,0.13509350645611273,0.2245438305882353,4.8322651321143555
8,1584615384.6153846,352361088.0,4.903105762269762,0.18064858583790172,0.22236379339805826,4.8037510764651525
8,1600000000.0,352361088.0,4.6019960509406195,0.04678624134585335,0.22022568,4.7757853680399736
8,1615384615.3846154,352361088.0,4.665535714891222,0.20796351851352923,0.21812829257142857,4.748352339775273
8,1630769230.7692308,352361088.0,4.588725911246406,0.032931088772741146,0.21607047849056601,4.7214369158174545
8,1646153846.1538463,352361088.0,4.676429986953735,0.2063420238414222,0.21405112822429906,4.69502458389623
8,1661538461.5384614,352361088.0,4.618440707524617,0.03856987001572225,0.21206917333333333,4.6691013692328065
8,1676923076.9230769,352361088.0,4.638881312476264,0.03465147024693968,0.21012358458715596,4.6436538098843085
8,1692307692.3076923,352361088.0,4.4262772930992975,0.03014652295667734,0.20821337018181818,4.618668933433056
8,1707692307.6923077,352361088.0,4.434407737520006,0.03545669471334094,0.20633757405405406,4.594134234935879
8,1723076923.0769231,352361088.0,4.4504035578833685,0.0482181089442751,0.2044952742857143,4.570037656054724
8,1738461538.4615383,352361088.0,4.431350231170654,0.040076390633534,0.20268558159292038,4.546367565295359
8,1753846153.8461537,352361088.0,4.447798331578572,0.028805804426928937,0.20090763789473687,4.523112739286159
8,1769230769.2307692,352361088.0,4.546779049767388,0.250013828941116,0.19916061495652174,4.500262345033639
8,1784615384.6153846,352361088.0,4.456396102905273,0.04272732199239642,0.19744371310344827,4.4778059230958185
8,1800000000.0,352361088.0,4.387314796447754,0.043990535387712616,0.19575616,4.455733371618474
8,1815384615.3846154,352361088.0,4.487091991636488,0.27295552639049764,0.19409720949152542,4.434034931183118
8,1830769230.7692308,352361088.0,4.572765747706096,0.36419265276132295,0.19246614050420166,4.412701170418944
8,1846153846.1538463,352361088.0,4.237976206673516,0.0434468159245297,0.19086225599999998,4.391722972334174
8,1861538461.5384614,352361088.0,4.343095514509413,0.3271407036533529,0.18928488198347107,4.371091521325185
8,1876923076.9230769,352361088.0,4.350992202758789,0.323161307023227,0.18773336655737705,4.35079829082454
8,1892307692.3076923,352361088.0,4.238986995485094,0.02885674145155071,0.18620707902439024,4.330835031551548
8,1907692307.6923077,352361088.0,4.362472454706828,0.3201737149766952,0.18470540903225807,4.311193760331346
8,1923076923.0769231,352361088.0,4.375753508673774,0.31317249256686097,0.18322776576,4.291866749450667
8,1938461538.4615383,352361088.0,4.48619450463189,0.4116159824701778,0.18177357714285716,4.272846516520475
8,1953846153.8461537,352361088.0,4.535548024707371,0.5090458473602231,0.18034228913385827,4.254125814817529
8,1969230769.2307692,352361088.0,4.19501625166999,0.03521158108926894,0.178933365,4.235697624078694
8,1984615384.6153846,352361088.0,4.306306044260661,0.3385034168141066,0.1775462846511628,4.2175551417234045
8,2000000000.0,352361088.0,4.271424902809991,0.3640197897982914,0.176180544,4.199691774481274
4,1500000000.0,436285440.0,9.37633326318529,0.04531513655376764,0.29085696,8.467122171856463
4,1507692307.6923077,436285440.0,8.791522529390123,0.888989970867399,0.28937299591836735,8.319440006302646
4,1515384615.3846154,436285440.0,8.34321133295695,0.03559918959602751,0.2879040974619289,8.17325715207425
4,1523076923.0769231,436285440.0,8.59794020652771,0.99444474160873,0.28645003636363636,8.028550892333012
4,1530769230.7692308,436285440.0,7.967359224955241,0.8874586419906823,0.2850105889447236,7.885298966860525
4,1538461538.4615386,436285440.0,7.628562026553684,0.03403478812160178,0.28358553599999997,7.743479560642765
4,1546153846.1538463,436285440.0,7.943573474884033,0.9079063987508733,0.28217466268656716,7.603071292795335
4,1553846153.8461537,436285440.0,7.975910875532362,0.8830548050832531,0.2807777584158416,7.4640532058176845
4,1561538461.5384614,436285440.0,6.89359098010593,0.043518686356001604,0.2793946167487685,7.326404755164926
4,1569230769.2307692,436285440.0,6.568070809046428,0.042771373391729345,0.27802503529411765,7.190105799126414
4,1576923076.9230769,436285440.0,7.000585582521227,1.2615844100498688,0.2766688156097561,7.0551365890004725
4,1584615384.6153846,436285440.0,7.38793765174018,1.6738688302006453,0.27532576310679613,6.921477759555369
4,1592307692.3076923,436285440.0,6.543159299426609,0.042802803346814106,0.27399568695652177,6.789110319766742
4,1600000000.0,436285440.0,6.082176844278972,0.05257747869071355,0.2726784,6.658015643822228
4,1607692307.6923077,436285440.0,6.530190441343519,1.4178083731880577,0.2713737186602871,6.528175462384365
4,1615384615.3846154,436285440.0,6.051455471250746,0.053642866783941576,0.27008146285714285,6.399571854103051
4,1623076923.0769231,436285440.0,6.1721508502960205,1.5564791868192924,0.2688014559241706,6.272187237369426
4,1630769230.7692308,436285440.0,5.6632715066274,0.05068157816675662,0.26753352452830187,6.146004362303103
4,1638461538.4615386,436285440.0,5.479709068934123,0.04018914087686134,0.26627749859154926,6.021006302965098
4,1646153846.1538463,436285440.0,5.461411131752862,0.02388990871641833,0.26503321121495327,5.897176449789139
4,1653846153.8461537,436285440.0,5.45327271355523,0.03806731816303146,0.26380049860465116,5.774498502224112
4,1661538461.5384614,436285440.0,5.164383888244629,0.026563800709350292,0.2625792,5.652956461580988
4,1669230769.2307692,436285440.0,5.155394077301025,0.03773146463847851,0.2613691576036867,5.532534624077432
4,1676923076.9230769,436285440.0,5.166463745964898,0.03459309802776695,0.2601702165137615,5.413217574073904
4,1684615384.6153846,436285440.0,5.032479763031006,0.03990189281686009,0.25898222465753423,5.2949901774950625
4,1692307692.3076923,436285440.0,5.030686272515191,0.03429037166201653,0.25780503272727273,5.177837575430583
4,1700000000.0,436285440.0,4.801751719580756,0.018945725038206296,0.25663849411764705,5.061745177909668
4,1707692307.6923077,436285440.0,4.806827571656969,0.028186125742724447,0.25548246486486487,4.9466986578439
4,1715384615.3846154,436285440.0,4.772708760367499,0.03311485362952186,0.2543368035874439,4.8326839451329775
4,1723076923.0769231,436285440.0,4.6144316461351185,0.0424209297730005,0.2532013714285714,4.719687220928403
4,1730769230.7692308,436285440.0,4.605082432428996,0.02982726541680217,0.252076032,4.607694912050096
4,1738461538.4615386,436285440.0,4.5866432719760475,0.030614744583354732,0.2509606513274336,4.496693685551239
4,1746153846.1538463,436285440.0,4.5805858506096735,0.03440322086069014,0.24985509779735682,4.386670443426823
4,1753846153.8461537,436285440.0,4.490090158250597,0.0211443797353845,0.24875924210526318,4.277612317461397
4,1761538461.5384614,436285440.0,4.341275533040364,0.03432367422661817,0.24767295720524019,4.16950666421182
4,1769230769.2307692,436285440.0,4.360414478513929,0.029385619908190528,0.24659611826086958,4.062341060120936
4,1776923076.9230769,436285440.0,4.324260181850857,0.043364619876993055,0.2455286025974026,3.956103296758112
4,1784615384.6153846,436285440.0,4.31737576590644,0.02902808318293771,0.24447028965517242,3.8507813761829013
4,1792307692.3076923,436285440.0,4.2370808654361305,0.02776766349081663,0.243421060944206,3.746363506428075
4,1800000000.0,436285440.0,4.192769792344835,0.04718040990776142,0.2423808,3.6428380970985046
10,1500000000.0,748350720.0,11.39304804801941,0.09204336006501172,0.49890048,11.048062428821513
10,1553846153.8461537,748350720.0,10.87807011604309,0.03056346946032586,0.4816118495049505,10.885971095052504
10,1607692307.6923077,748350720.0,10.86097068256802,0.03184891218783675,0.46548130909090907,10.734737553976153
10,1661538461.5384614,748350720.0,10.143477625317043,0.04034717045716875,0.4503962666666667,10.593306186858458
10,1715384615.3846154,748350720.0,10.14852049615648,0.02752768366159308,0.436258267264574,10.460753919021691
10,1769230769.2307692,748350720.0,10.167449288898045,0.052292401292129385,0.4229808417391305,10.33627005009673
10,1823076923.0769231,748350720.0,10.165228605270386,0.07921343214216099,0.41048773670886074,10.219139658661005
10,1876923076.9230769,748350720.0,10.150623030132717,0.033425848280688425,0.39871144918032786,10.1087298634552
10,1930769230.7692308,748350720.0,10.18474629190233,0.03942295224723695,0.387592006374502,10.004478383519837
10,1984615384.6153846,748350720.0,9.899084938897026,0.051776994356003234,0.3770759441860465,9.905883960635231
10,2038461538.4615383,748350720.0,9.88658062616984,0.04828368981789896,0.36711544754716985,9.81249829971434
10,2092307692.3076923,748350720.0,9.922524213790894,0.1532719809567794,0.3576676235294118,9.72391925369379
10,2146153846.1538463,748350720.0,9.87769259346856,0.03844195925343584,0.3486938838709677,9.639785034355274
10,2200000000.0,748350720.0,9.34516175587972,0.031207683540948335,0.34015941818181816,9.559769273306054
10,2253846153.8461537,748350720.0,9.37559265560574,0.03696455567721747,0.3320327426621161,9.483576790941783
10,2307692307.6923075,748350720.0,9.446007304721409,0.3320961046477945,0.32428531200000005,9.41093995775451
10,2361538461.5384617,748350720.0,9.37649491098192,0.0485750625767906,0.31689118436482083,9.341615553442224
10,2415384615.3846154,748350720.0,9.388712962468466,0.03685204752894568,0.30982673121019105,9.275382046137496
10,2469230769.230769,748350720.0,9.39441376262241,0.05123981266355909,0.303070385046729,9.212037227624872
10,2523076923.0769234,748350720.0,8.93767778078715,0.03359935731369772,0.29660241951219507,9.151396151365837
10,2576923076.9230766,748350720.0,8.949565649032593,0.02813729070066085,0.2904047570149254,9.093289329040015
10,2630769230.769231,748350720.0,8.95800707075331,0.03320784283046546,0.2844608,9.037561148563789
10,2684615384.6153846,748350720.0,8.956671661800808,0.046604511843884956,0.27875528252148996,8.984068482490619
10,2738461538.4615383,748350720.0,9.132004976272583,0.4504832716218716,0.2732741393258427,8.932679460588867
10,2792307692.3076925,748350720.0,8.989859713448418,0.04827575442331671,0.2680043900826446,8.883272384435392
10,2846153846.1538463,748350720.0,8.972569942474365,0.040380551496713504,0.26293403675675675,8.835734765217452
10,2900000000.0,748350720.0,8.983500825034248,0.51437475390171,0.25805197241379313,8.789962468729094
