,sta0_datasz,sta1_datasz,sta2_datasz,sta3_datasz,sta6_datasz,sta4_datasz,sta8_datasz,sta7_datasz,sta10_datasz,sta5_datasz,sta9_datasz,T,host_consumption_sta8,training_time_sta8,host_consumption_sta4,training_time_sta4,host_consumption_sta0,training_time_sta0,host_consumption_sta10,training_time_sta10,host_consumption_sta1,training_time_sta1,consumption_sta8,consumption_sta4,consumption_sta10,consumption_sta1,consumption_sta0,consumption_sta9,consumption_sta2,consumption_sta6,consumption_sta3,consumption_sta5,consumption_sta7,mean_acc,host_consumption_sta6,training_time_sta6,host_consumption_sta7,training_time_sta7,host_consumption_sta5,training_time_sta5,host_consumption_sta3,training_time_sta3,host_consumption_sta2,training_time_sta2,host_consumption_sta9,training_time_sta9
0,747088320.0,684321792.0,1128383616.0,1047438528.0,995528640.0,436285440.0,352361088.0,1026684672.0,748350720.0,1135301568.0,1102428672.0,2.1797564758359802e-08,58186619.0,0.7269046306610107,54878644.0,0.7098262310028076,77405198.0,1.0083353519439697,80520974.0,1.1314682960510254,75999745.0,0.9730367660522461,756.757279637899,750.7721332518568,713.1296598565089,799.1134212367472,938.3723695848477,719.5655867526295,870.8372098626194,707.7041007414821,837.4913449115547,850.1141036706141,767.7567887799614,0.3856971114873886,,,,,,,,,,,,
1,,,,,,,,,,,,4.3647449476413775e-08,,,,,63703267.0,0.7580392360687256,,,59114839.0,0.7017302513122559,1213.5411657310885,1229.5242127241809,1013.5431526057105,1253.6141026049538,1196.3536227008606,1146.1846996480026,1395.1645323868006,1125.8713134110787,1268.071947957454,1224.5059069307863,1135.523097637903,0.38870263641530817,95767150.0,1.1794302463531494,99110342.0,1.246647596359253,124579332.0,2.1235809326171875,,,,,,
2,,,,,,,,,,,,3.8703146779958565e-08,53898055.0,0.5095257759094238,48679379.0,0.4839191436767578,73477412.0,0.7800979614257812,,,,,1557.8370751916473,1597.7399928178256,1424.1957411275625,1587.522920400104,1585.2408149856992,1508.7257465752073,1731.4557106957818,1559.0329285079106,1515.5632223264788,1534.0925246325776,1478.8909466163198,0.6218069195747375,94429812.0,1.0408968925476074,119205383.0,1.8292548656463623,,,103293253.0,1.2008492946624756,,,,
3,,,,,,,,,,,,4.5033052026520714e-08,43022351.0,0.4894683361053467,44966315.0,0.5361156463623047,,,,,56487038.0,0.7040281295776367,1764.9103647556115,2090.6560935763077,1814.2695763540598,1879.744158060445,1972.771332339981,1770.1711063834352,2157.155340121484,1965.0405041811784,1937.1778375697265,1880.5570106711873,1638.638933376285,0.6936837597326799,70324527.0,0.9416980743408203,,,,,,,92295784.0,1.6340820789337158,,
4,,,,,,,,,,,,6.06303121369645e-08,,,46037785.0,0.5760116577148438,93670598.0,1.247891902923584,,,,,2070.0034169071555,2351.272819422002,2174.1190075046143,2214.2860280364057,2211.6448336345975,2192.1803092082355,2408.8726200143433,2172.0999752081148,2090.1385201914186,2076.6649924911617,1894.2602231048788,0.7987815575166182,,,,,89244828.0,1.1242070198059082,84488736.0,1.0582008361816406,98331840.0,1.39127516746521,,
5,,,,,,,,,,,,0.01,,,,,55544474.0,0.7749955654144287,,,54120711.0,0.7344181537628174,2267.0208684921545,2769.8019721886612,2423.962122315875,2359.3309837433244,2373.0619481868516,2434.9926980169894,2783.925322764175,2497.273798062137,2335.922777673744,2461.6000835900704,2180.684805088208,0.8458467721939087,,,,,95508545.0,1.9940495491027832,87928425.0,1.6648297309875488,80450295.0,1.3897626399993896,,
6,,,,,,,,,,,,6.57124263793309e-08,,,,,98303276.0,1.2774159908294678,,,99367178.0,1.312798023223877,2602.647558248188,3014.2342912340814,2834.269594679477,2734.9879950700856,2770.498314546186,2826.197410281973,3207.7548021979287,2708.9002721873712,2531.097938449649,2679.086163477387,2362.1121118394453,0.8699839006770741,88557086.0,1.0031530857086182,89428482.0,1.0198721885681152,,,88110553.0,1.0232651233673096,,,,
7,,,,,,,,,,,,7.581386052837258e-08,35755158.0,0.700869083404541,25988519.0,0.450397253036499,66454175.0,1.573671817779541,,,64311480.0,1.5089607238769531,2819.896584787566,3398.1856720397204,3080.7936267705372,2876.9597216726443,2930.069421882645,3060.17232149036,3477.8269967271167,3123.9347799351676,2779.7505138698602,2985.388343363067,2731.0700817974666,0.8840556686574762,64113544.0,1.499023675918579,,,,,77692428.0,2.0252394676208496,,,,
8,,,,,,,,,,,,8.432413625062953e-08,,,,,,,,,43776805.0,0.7283763885498047,3171.7592099093044,3690.4097769044197,3505.694952612664,3090.243122299007,3174.774941028919,3435.8479263092013,3703.725741169395,3332.9279433319507,2954.4879864987906,3155.840178596517,2905.410168392005,0.8899758999997919,79627604.0,1.6410367488861084,,,88216449.0,1.9579994678497314,82598238.0,1.7180256843566895,72517942.0,1.4155142307281494,,
9,,,,,,,,,,,,8.096730054194905e-08,38509484.0,0.4878842830657959,45373664.0,0.5972082614898682,57937535.0,0.8185458183288574,,,75290212.0,1.2522623538970947,3495.8277920478704,4080.4217280871667,3764.610508166207,3233.439930760128,3338.896390419094,3789.2439803456914,4045.9540865180934,3647.5276993604016,3218.8493149459155,3427.4712542286597,3151.4019403500565,0.8969441598111932,83345307.0,1.5249361991882324,,,,,,,80833045.0,1.397897481918335,,
10,,,,,,,,,,,,6.648645603602044e-08,32700478.0,0.47074151039123535,39192771.0,0.5867061614990234,63840657.0,1.354832649230957,,,44492623.0,0.6973700523376465,3723.4431639989666,4518.560987772284,4173.830282988996,3516.084337765714,3720.959545011423,4062.3690279593457,4486.407880092755,3874.3247395727503,3517.45699932,3706.2194355514703,3348.8440697035435,0.9009031057357788,,,78183149.0,2.03676438331604,,,,,,,,
11,,,,,,,,,,,,9.78242387604279e-08,,,45091620.0,0.6056866645812988,55245647.0,0.7749059200286865,,,,,4073.6972890501193,4785.7075591903895,4560.703204595714,3882.395386682659,3950.984816589375,4424.613930980422,4884.0766535610355,4180.215101301757,3696.6004329492007,3895.552961404712,3616.569030795803,0.9047455950216814,,,96508603.0,2.040651798248291,,,89399978.0,1.6818838119506836,72889889.0,1.1010520458221436,,
12,,,,,,,,,,,,6.852087530568579e-08,64558185.0,0.7288322448730469,51156058.0,0.572462797164917,67019176.0,0.7843034267425537,,,64908403.0,0.7372872829437256,4427.072294347517,5198.293549873467,4963.048639540249,4061.7892030529647,4107.785316760807,4770.197576176336,5187.882938772103,4443.821093983821,4044.1958172267373,4144.774389893286,3856.2839518711485,0.9090030897747386,,,79547160.0,1.0320539474487305,,,101914045.0,1.8206968307495117,,,,
13,,,,,,,,,,,,8.519064012698489e-08,,,45407782.0,0.6032803058624268,,,,,52149708.0,0.712857723236084,4677.478615340261,5663.60400358256,5235.13838012926,4275.845024632868,4343.01292250763,5042.514514531199,5597.694418203906,4637.408891516021,4383.39615957841,4408.944897283355,4110.929369022246,0.9114275574684143,82777376.0,1.50132417678833,,,91653452.0,1.8276393413543701,67986399.0,0.9976434707641602,,,,
14,,,,,,,,,,,,5.8732343917297804e-08,37712855.0,0.46642065048217773,,,,,64922319.0,0.9427592754364014,49942377.0,0.673736572265625,4999.761120713695,5926.3832967346225,5605.422692150726,4592.262291601022,4571.833499012565,5395.128687476131,5806.404410559232,4948.832330605931,4623.138358771829,4604.476908180039,4378.700792615226,0.9153741164640947,,,,,70079166.0,1.0434813499450684,,,,,,
15,,,,,,,,,,,,1.0391226129612275e-07,,,,,109378077.0,1.2547690868377686,,,69015326.0,0.74906325340271,5211.365292814665,6291.787642006653,5884.371926661104,4754.873907629242,4736.685407549613,5609.0451921187805,6176.418306494574,5271.690502321333,4925.660031393232,4984.286647269171,4604.4795171709575,0.9179359620267694,,,,,103390666.0,1.1054885387420654,99876758.0,1.0753955841064453,105605992.0,1.158062219619751,,
16,,,,,,,,,,,,5.559632377808348e-08,,,60317289.0,0.6123645305633545,75793874.0,0.8141863346099854,,,71124024.0,0.7482914924621582,5542.050508953512,6497.967879682412,6267.710726702364,4990.919747076147,5033.57741947795,5989.178228875483,6474.330527054448,5475.337981931646,5175.085722262107,5171.167298873918,4766.890964717462,0.9210920875722711,,,,,,,90337538.0,1.0196239948272705,93882206.0,1.0940709114074707,,
17,,,,,,,,,,,,7.953138916834609e-08,,,47812805.0,0.6241512298583984,83742706.0,1.2569141387939453,,,63766072.0,0.8512179851531982,5800.8669247716025,6860.284972821417,6552.91009622957,5244.953164851089,5200.883013430642,6271.223739369658,6900.893910684762,5707.445178789211,5476.820744836074,5504.421176862045,4954.797633663357,0.9248057658022101,95400940.0,1.6544363498687744,,,104041909.0,1.960228443145752,76317432.0,1.0562183856964111,,,,
18,,,,,,,,,,,,8.024623643513059e-08,,,57720189.0,0.580129861831665,77873580.0,0.8073451519012451,,,73403865.0,0.7373030185699463,6143.704622142452,7301.3556138315635,6928.627916877662,5523.873507499433,5447.17157937372,6623.537075845027,7227.451915351746,6015.94961113361,5864.467351273891,5704.859017165588,5201.550461960872,0.9269792383367365,95981260.0,1.0268943309783936,101032700.0,1.1297619342803955,120867793.0,1.7713415622711182,,,,,,
19,,,,,,,,,,,,7.658156786177022e-08,44532600.0,0.505751371383667,39806966.0,0.4836611747741699,,,,,94908204.0,1.4858062267303467,6483.50034754758,7581.068335942319,7334.32458683141,5772.259294816605,5814.381875967991,6984.458002503496,7505.678672568421,6457.036997086048,6096.561300930927,6070.098657796262,5568.505913185742,0.9303565729748119,78587262.0,0.9978508949279785,79545206.0,1.010636329650879,,,109571802.0,2.0314042568206787,,,,
20,,,,,,,,,,,,8.367349967991676e-08,,,,,56905861.0,0.8054730892181396,,,85628565.0,1.4289159774780273,6729.748826558323,8023.599107616011,7604.196059588469,6005.507098420207,5968.630805051469,7204.84792304382,7817.051697292055,6840.904716852394,6354.81907104956,6321.40098354407,5871.434012157756,0.9322949864647605,70848451.0,1.009615182876587,95365600.0,1.8124415874481201,95129700.0,1.7788312435150146,,,,,,
21,,,,,,,,,,,,6.922964117360658e-08,26046564.0,0.4780747890472412,30609785.0,0.5879127979278564,63414511.0,1.561495304107666,,,60919094.0,1.4793827533721924,7091.006991181158,8402.303155264619,8010.840456135557,6293.530418663613,6344.65077525186,7569.380269914959,8174.797188987099,7060.166205155471,6674.040497493825,6687.443181031922,6036.579471599782,0.9341199994087219,,,75055960.0,2.0529377460479736,,,75005728.0,2.002870559692383,,,,
22,,,,,,,,,,,,7.469042805034037e-08,60849514.0,0.7299728393554688,,,62297326.0,0.7743608951568604,,,60617703.0,0.7456965446472168,7494.858210899151,8682.883029465373,8414.103871042822,6497.924120009833,6582.80833715738,7952.567808123951,8503.321631830624,7366.95488141293,6980.221031228321,6880.881731917689,6277.678827944897,0.9360743327574297,,,107612518.0,2.0531556606292725,108252042.0,2.040010690689087,77891585.0,1.0373616218566895,,,,
23,,,,,,,,,,,,8.815618249978198e-08,,,32604591.0,0.48051023483276367,85282801.0,1.546194314956665,,,84479520.0,1.5150461196899414,7808.592614448721,9063.752531599117,8816.712339143329,6803.093140665735,6970.556518544436,8328.624468176055,8760.27517359912,7673.449800267675,7187.659160949312,7188.46379896549,6514.165435908023,0.9381103786555204,82436130.0,1.4586796760559082,65690994.0,1.015451192855835,,,97114131.0,2.019352674484253,,,,
24,,,,,,,,,,,,7.994869995932162e-08,41214738.0,0.48468542098999023,,,60065337.0,0.7729496955871582,,,,,8018.265813743845,9487.607662568764,9067.881795746825,6951.837035383772,7134.627657636423,8574.491086296886,9130.699858334105,8027.731310886403,7465.96360246449,7496.027061483301,6869.300375357867,0.9398584257472645,,,100777391.0,1.82462739944458,81161596.0,1.1067092418670654,,,89723281.0,1.345428466796875,,
25,,,,,,,,,,,,1.095156440615073e-07,49296993.0,0.5228235721588135,43501536.0,0.48591113090515137,,,,,100933397.0,1.334717035293579,8359.135688094582,9885.199610474634,9464.887501549736,7246.269673447973,7529.084912099403,8967.333475940824,9564.370809895509,8248.169692935038,7773.9699176584745,7784.1011450359,7060.658418826791,0.9415064995939081,87188741.0,1.0249433517456055,,,93228705.0,1.1275994777679443,,,105740208.0,1.4747638702392578,,
