,sta0_datasz,sta1_datasz,sta3_datasz,sta4_datasz,sta5_datasz,sta6_datasz,sta7_datasz,sta2_datasz,sta8_datasz,sta9_datasz,sta10_datasz,T,host_consumption_sta4,training_time_sta4,host_consumption_sta0,training_time_sta0,host_consumption_sta1,training_time_sta1,host_consumption_sta3,training_time_sta3,host_consumption_sta2,training_time_sta2,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta2,consumption_sta0,consumption_sta9,consumption_sta6,consumption_sta5,consumption_sta1,consumption_sta7,consumption_sta3,mean_acc,host_consumption_sta6,training_time_sta6,host_consumption_sta7,training_time_sta7,host_consumption_sta5,training_time_sta5,host_consumption_sta8,training_time_sta8,host_consumption_sta10,training_time_sta10,host_consumption_sta9,training_time_sta9
0,747088320.0,684321792.0,1047438528.0,436285440.0,1135301568.0,995528640.0,1026684672.0,1128383616.0,352361088.0,1102428672.0,748350720.0,2.292370258980312e-08,67413157.0,0.7697796821594238,87790851.0,1.010164737701416,90560132.0,1.0250606536865234,104300819.0,1.2574501037597656,112273455.0,1.4539341926574707,850.5591408686581,748.2977901625951,699.4294122029354,853.2689338565342,1045.1472543983691,804.6800017886715,895.8791711387382,745.0743111301285,1065.4869576561819,798.9767856194622,1081.5390679690236,0.40795551579106937,,,,,,,,,,,,
1,,,,,,,,,,,,3.526641466923331e-08,40451435.0,0.4714813232421875,62522240.0,0.762981653213501,58608126.0,0.7042078971862793,,,,,1515.6447061577337,1245.7563477492406,1103.9769672644304,1464.5199772687588,1404.624637881916,1355.0886509626475,1364.1851665162894,1223.2942547882917,1415.4470300975354,1245.0819632817281,1426.4312726304463,0.4171780862591483,87089804.0,1.2351818084716797,107159393.0,2.0171380043029785,,,,,,,,
2,,,,,,,,,,,,3.3961251870434515e-08,31179180.0,0.5540785789489746,,,78488507.0,1.4722251892089844,92588081.0,2.0200390815734863,,,1784.2218301650373,1467.3707612954554,1505.5594700587076,1750.8552856060696,1770.7988384231955,1604.984142971631,1663.1693273891888,1420.6463906093757,1782.188528350718,1426.8251207215137,1653.3629657315882,0.662836036898873,,,86115685.0,1.7911362648010254,73525630.0,1.305027723312378,,,,,,
3,,,,,,,,,,,,4.391313377708762e-08,39368246.0,0.561129093170166,89287858.0,1.3806896209716797,88102192.0,1.3416075706481934,,,92932196.0,1.4937984943389893,2180.090113306799,1768.5102467524189,1864.276518230447,2121.308775957936,1996.728977740068,1960.8085493666567,1983.8680671717168,1694.025449556525,1997.7791487033644,1673.391437985377,1923.5215664243872,0.7524894042448564,,,,,82749788.0,1.203212022781372,54889630.0,0.7456939220428467,,,,
4,,,,,,,,,,,,6.593274900674367e-08,53778000.0,0.49881696701049805,82032322.0,0.807281494140625,77395126.0,0.7500357627868652,101974166.0,1.0727171897888184,,,2591.8379146329376,2157.250917979048,2246.721407098047,2373.3481192870368,2231.1763445381225,2302.553639887673,2239.4746230973324,2082.9311210437936,2143.1566785419914,1921.1311250390831,2116.5243278076623,0.8220900622281161,,,,,103668741.0,1.1078598499298096,78543805.0,0.728055477142334,,,,
5,,,,,,,,,,,,6.527198952913299e-08,51886647.0,0.573805570602417,69722661.0,0.8020942211151123,67769297.0,0.7554268836975098,106564302.0,1.7529349327087402,,,3051.595443716628,2371.6259985983297,2519.2609333537685,2775.048342234238,2392.405084794073,2553.025957656081,2529.4510857058604,2465.0980195136685,2441.1393847569925,2191.115730027409,2522.5237634983914,0.8544393344358965,96237974.0,1.414996862411499,83130525.0,1.0263495445251465,,,,,,,,
6,,,,,,,,,,,,5.107637616800038e-08,46089421.0,0.5792396068572998,89531692.0,1.4045393466949463,57881322.0,0.748833179473877,101085007.0,1.8244960308074951,,,3292.1561718692988,2695.740966928858,2957.3161518314564,3124.547023577531,2775.055537886339,2949.5817574881585,2738.4645953530244,2647.2249947427763,2803.8787599666844,2352.5023602994784,2783.3967399127655,0.8702014034444635,,,74970695.0,1.0276782512664795,99146902.0,1.7767293453216553,,,,,,
7,,,,,,,,,,,,6.730342496697433e-08,,,90867748.0,1.643925666809082,,,,,,,3704.2772159794413,3035.809446914733,3192.691550644057,3360.8540481353175,2933.3852709250023,3158.814162977927,3050.8985321239875,2964.8222371485213,2942.67670534026,2692.419817522953,2957.188306517965,0.8824115232987837,84166655.0,1.3876733779907227,70475650.0,1.0105507373809814,76277149.0,1.1223280429840088,49678950.0,0.714597225189209,,,,
8,,,,,,,,,,,,7.100918718055333e-08,,,66181594.0,0.7797927856445312,61279079.0,0.7108221054077148,100325182.0,1.6078128814697266,94142459.0,1.3622839450836182,3925.9699544996647,3286.5509376392583,3566.6616567477413,3679.4617840009,3174.0799476354728,3547.0786484168684,3260.6269520389005,3204.9857021154185,3150.030126561203,2850.542734581689,3195.4354372154958,0.8912449099800803,,,80137734.0,1.0068645477294922,,,,,,,,
9,,,,,,,,,,,,6.090972626827936e-08,38415429.0,0.4712221622467041,82220676.0,1.2853384017944336,82106601.0,1.2812421321868896,75060111.0,1.068173885345459,,,4300.836675586406,3640.6098004212863,3926.238373398699,3959.148426706724,3569.822838279532,3950.824274207462,3596.786486192185,3514.962701686925,3415.3096628290073,3254.8464791080332,3370.028559126681,0.8958737091584639,,,99119741.0,2.0457520484924316,,,42076736.0,0.5060243606567383,,,,
