,sta0_datasz,sta1_datasz,sta2_datasz,sta3_datasz,sta4_datasz,sta5_datasz,sta6_datasz,sta8_datasz,sta7_datasz,sta10_datasz,sta9_datasz,T,host_consumption_sta4,training_time_sta4,host_consumption_sta8,training_time_sta8,host_consumption_sta1,training_time_sta1,host_consumption_sta0,training_time_sta0,host_consumption_sta6,training_time_sta6,consumption_sta4,consumption_sta8,consumption_sta2,consumption_sta10,consumption_sta9,consumption_sta6,consumption_sta0,consumption_sta5,consumption_sta1,consumption_sta3,consumption_sta7,mean_acc,host_consumption_sta3,training_time_sta3,host_consumption_sta7,training_time_sta7,host_consumption_sta5,training_time_sta5,host_consumption_sta2,training_time_sta2,host_consumption_sta9,training_time_sta9,host_consumption_sta10,training_time_sta10
0,747088320.0,684321792.0,1128383616.0,1047438528.0,436285440.0,1135301568.0,995528640.0,352361088.0,1026684672.0,748350720.0,1102428672.0,2.367691652656483e-08,61254665.0,0.7205643653869629,65234513.0,0.7378706932067871,82579928.0,0.9923946857452393,84880154.0,1.0405399799346924,91158641.0,1.1725597381591797,836.4067704145764,837.0464379314417,741.7847903355155,835.9674779962478,879.4162092452073,893.5901677292636,974.2422423372159,879.0062628677015,1107.332236194133,803.372649765046,780.5145203474008,0.39207979291677475,,,,,,,,,,,,
1,,,,,,,,,,,,3.745436026741091e-08,40275348.0,0.5736474990844727,,,47813842.0,0.700263500213623,50622978.0,0.7526416778564453,,,1393.0277368250179,1327.3286962586376,1236.5942284381583,1268.7636826572716,1289.3618511365917,1433.0615991623715,1234.7570798227557,1318.3661163312456,1349.7889830788465,1202.141182416543,1109.1307505436027,0.460795906457034,91521921.0,2.213623523712158,96630612.0,2.479588270187378,,,,,,,,
2,,,,,,,,,,,,3.47334029187347e-08,30936078.0,0.4444136619567871,35275483.0,0.4904615879058838,73920343.0,1.5096721649169922,75769459.0,1.583603858947754,,,1750.4446772722931,1546.7159578310996,1532.4644777884323,1515.5325447777493,1556.0811478401954,1608.5870998077812,1626.7449291445685,1563.845691549866,1677.6773054112894,1463.5176642011977,1262.1384259005752,0.6697847680612043,,,59577057.0,0.9922969341278076,,,,,,,,
3,,,,,,,,,,,,4.1399838773366765e-08,33191810.0,0.4634115695953369,,,71216126.0,1.389430046081543,49914179.0,0.7694137096405029,74110467.0,1.507080316543579,2010.7534070995287,1939.2164773441407,1902.0173206647437,1873.9409456549631,1926.9099143128462,1910.4087834572372,1864.7448165705875,1751.894548216496,1883.6509082552955,1762.921494256478,1565.9485443138212,0.7545506412332709,,,,,94549990.0,2.301896333694458,,,,,,
4,,,,,,,,,,,,6.234212990460262e-08,41978347.0,0.4794425964355469,60826016.0,0.7268052101135254,85924219.0,1.2432520389556885,63917867.0,0.7933933734893799,,,2473.246920094539,2271.142562203361,2187.69261546278,2220.6786934428837,2315.9994695089417,2245.8368239202214,2242.9743816089626,2080.464449032844,2041.3143961490327,1956.7789746877436,1832.06310757573,0.8319715369831432,79811625.0,1.0623211860656738,,,101398239.0,1.9004197120666504,,,,,,
5,,,,,,,,,,,,5.589289375259659e-08,37352077.0,0.47056150436401367,,,90334242.0,1.2291109561920166,,,,,2963.9922656480435,2482.4142598222156,2577.452413781207,2470.400745789045,2550.6727989709934,2462.070789303456,2407.346329045853,2400.3515401213235,2265.089654200204,2362.994746587081,1981.3371598999354,0.8633200959725813,,,105039099.0,1.7482497692108154,85294887.0,1.10908842086792,95181946.0,1.3118925094604492,,,,
6,,,,,,,,,,,,5.272059501359695e-08,47903075.0,0.5518133640289307,45049994.0,0.49721217155456543,88156879.0,1.3451261520385742,64701190.0,0.8036415576934814,76317859.0,1.0001928806304932,3223.7033567644044,2822.257564720595,2843.058997301278,2835.3189500841668,2893.6758491042624,2773.4767482581246,2685.296193619151,2606.786916717283,2481.276058428793,2537.353710728371,2211.821724300391,0.8801382942633196,99255911.0,1.7798805236816406,,,,,,,,,,
7,,,,,,,,,,,,5.85056959169304e-08,,,30532026.0,0.4675476551055908,42701490.0,0.7057845592498779,63607869.0,1.3441357612609863,,,3682.3578616043615,3242.412995738632,3238.2080816058296,3135.327328739476,3303.0978281107355,3218.4020854496885,2873.2916839919876,2947.3595746416336,2631.749788419305,2855.52000241096,2462.720112695983,0.8879476135427301,74842521.0,1.7505500316619873,82638033.0,2.135449171066284,,,,,,,,
8,,,,,,,,,,,,9.882335116581803e-08,,,,,,,69580876.0,0.7588403224945068,97336421.0,1.0117483139038086,3993.710744805847,3485.757639959394,3544.4650686031036,3529.0971028519757,3543.570136590741,3375.9355341129344,3158.222742158457,3190.782095133857,2969.7416772781858,3125.033220013439,2618.625717531928,0.8948148326440291,98696158.0,1.0484890937805176,120493588.0,1.8140277862548828,103079509.0,1.121128797531128,,,,,,
9,,,,,,,,,,,,6.944373733740153e-08,,,56863746.0,0.5296833515167236,112555315.0,1.2343831062316895,81112524.0,0.8270115852355957,102495770.0,1.021329641342163,4284.941578267901,3884.9924802905784,3746.854332553308,3945.2357982609324,3961.665250355905,3664.9079440312735,3492.7652126018484,3385.790962669243,3131.561929610074,3344.9262722881826,2856.52404732348,0.9003793813965537,106890962.0,1.0968496799468994,105239599.0,1.0577654838562012,,,,,,,,
10,,,,,,,,,,,,7.676533147085966e-08,43186535.0,0.5537116527557373,57197425.0,0.7054340839385986,,,89731277.0,1.318418264389038,79786356.0,1.0163474082946777,4699.545902648116,4296.208237918723,4147.809532561792,4244.526886426899,4233.854726318323,4058.827253293544,3665.3399625365987,3731.513625683756,3339.4884438737045,3768.7264116917577,3196.8632022752777,0.9051283327015963,82153476.0,1.0690627098083496,100391040.0,1.7848081588745117,,,,,,,,
11,,,,,,,,,,,,5.3666152850586324e-08,20500314.0,0.41286563873291016,26030573.0,0.58872389793396,55469280.0,1.6672687530517578,,,,,4956.328488634837,4522.12083789888,4365.890925151439,4669.112910551268,4608.54728451897,4301.8323424558375,3938.6874995267244,3897.074818189349,3601.4725887271047,3986.0967322417996,3364.385590597976,0.9084309447895397,,,,,,,,,57718236.0,1.8254990577697754,,
12,,,,,,,,,,,,8.39538016906277e-08,,,,,60337737.0,0.7266397476196289,94662295.0,1.2422535419464111,98355278.0,1.4209742546081543,5370.168179926218,4866.041449952722,4720.696305289756,4919.792617482913,4979.182710256813,4592.1391681781,4095.289590830348,4188.330314659969,3763.340786398158,4269.960475896448,3594.199986088843,0.9132890592921864,,,85624964.0,1.0344445705413818,,,91315257.0,1.146458625793457,,,,
13,,,,,,,,,,,,6.993955626398206e-08,,,,,67822153.0,0.711552619934082,106782930.0,1.2380056381225586,96648984.0,0.9998955726623535,5587.353689610488,5070.904716465982,5153.376813006712,5292.182370877099,5233.99962495812,4792.227017772109,4379.0448657915085,4356.575789520106,4101.858392995655,4530.986720359449,3752.8345279232676,0.9174353155222806,97739984.0,1.0259170532226562,,,,,102829692.0,1.1087336540222168,,,,
14,,,,,,,,,,,,9.065347751156546e-08,,,,,95435119.0,1.240234136581421,65823196.0,0.8004553318023682,,,5944.741084713695,5387.194107785757,5389.039138264437,5651.149922343421,5601.290547302253,5182.371838606783,4543.115186665781,4613.9852231638015,4235.9321858305075,4694.118890468309,4031.0959568295566,0.9211889559572394,105560765.0,1.661431074142456,84377530.0,1.0028598308563232,,,91380198.0,1.1307909488677979,,,,
