,sta0_datasz,sta1_datasz,sta2_datasz,sta4_datasz,sta3_datasz,sta10_datasz,sta5_datasz,sta6_datasz,sta8_datasz,sta9_datasz,sta7_datasz,host_consumption_sta1,training_time_sta1,host_consumption_sta0,training_time_sta0,host_consumption_sta6,training_time_sta6,host_consumption_sta5,training_time_sta5,host_consumption_sta7,training_time_sta7,host_consumption_sta3,training_time_sta3,consumption_sta8,consumption_sta4,consumption_sta10,consumption_sta2,consumption_sta9,consumption_sta7,consumption_sta5,consumption_sta0,consumption_sta3,consumption_sta1,consumption_sta6,mean_acc,host_consumption_sta2,training_time_sta2,host_consumption_sta4,training_time_sta4
51,,,,,,,,,,,,358874386,9.74723505973816,368611483,10.032272100448608,,,463997347.0,13.305319786071777,462323279,13.250089645385742,465370391,13.357288599014282,23877.84902090723,22330.6533631204,24930.552491024544,22085.587032467098,24510.13661955027,20366.390898482394,22054.885817444734,19956.56898591359,21655.88124566761,18906.494992703458,22038.541432782957,0.9304053729230707,,,,
52,,,,,,,,,,,,415194677,9.88633918762207,431329890,10.300232887268066,452293337.0,10.916467428207397,514580287.0,13.038431167602539,511436374,12.92201018333435,529704821,13.72571587562561,24282.888677977662,22629.30479670734,25344.40832960511,22428.95094095124,24909.67398820348,20716.28533013716,22441.341976157124,20278.75048674913,22015.11534198086,19237.93678148334,22394.670771621684,0.9296402064236727,,,,
53,,,,,,,,,,,,361473440,9.670026063919067,373881306,10.027143955230713,391737339.0,10.628806591033936,,,448845530,12.972584962844849,458662033,13.41245985031128,24683.305357256377,22934.782494231506,25742.684341618125,22765.61734257254,25310.475272795833,21060.895532755825,22798.328656576883,20599.641123433714,22367.31645178213,19483.63571177872,22808.08299544671,0.9238831834359602,,,,
54,,,,,,,,,,,,356900515,8.418828248977661,371801783,8.80474066734314,,,,,500449219,14.424262762069702,437093730,11.264578580856323,25068.817891446157,23208.21974073983,26175.269499834503,23152.942874493332,25709.495906367698,21382.992935158007,23075.84173481689,20978.869348907378,22766.350345426228,19888.02111632004,23140.927118043768,0.9486783797090704,388287397.0,9.28788447380066,,
55,,,,,,,,,,,,359416804,9.734946250915527,377637888,10.328153848648071,,,464525789.0,13.338680505752563,460380474,13.196401834487915,466224880,13.40505576133728,25477.454768500887,23483.519614712226,26612.629577197175,23625.390017611553,26095.567302306295,21707.879820672835,23387.93154072687,21226.25055619446,23137.11047771857,20141.2185829985,23421.758670632666,0.9713612361387773,,,,
56,,,,,,,,,,,,410930771,9.87769341468811,428363893,10.334114074707031,638391432.0,20.59746551513672,509452981.0,12.963053464889526,507551985,12.895880699157715,522731511,13.584306478500366,25973.283299428986,23931.101879068843,27165.378786723944,24047.96388949529,26611.492598545272,22135.533122584227,23955.716594728878,21724.012986704416,23666.765168680824,20596.40845060342,23885.226406777983,0.9387574250047858,,,,
57,,,,,,,,,,,,463505893,10.044965028762817,475004460,10.34516453742981,481910448.0,10.52278757095337,546576359.0,12.701294898986816,547447573,12.73347020149231,568204112,13.72210693359375,26332.893731150834,24410.738252354062,27637.781568868442,24318.990124944765,27004.48808099707,22479.14434970675,24354.031381938763,22049.204734529554,24022.78946047063,20899.1420826727,24302.374843539656,0.9337883537465875,,,198494731.0,3.837533712387085
58,,,,,,,,,,,,421060141,8.751644134521484,436037825,9.100680828094482,493266437.0,10.814852952957153,,,543523328,13.144611597061157,513440824,11.609046936035156,26718.96440906378,24822.47862516329,28059.56142427675,24726.96216008454,27410.606604958244,22830.19438904906,24724.656447400717,22424.0577204021,24409.212893713782,21252.33432778413,24722.626898571987,0.9554591287266124,455995598.0,9.60325813293457,,
59,,,,,,,,,,,,463982821,8.992378950119019,523551578,10.393506288528442,551600516.0,11.184184789657593,606755465.0,13.230117559432983,608167815,13.291304349899292,577882065,12.04841923713684,27081.62012451023,25172.302128672814,28461.786330448333,25255.120012326443,27803.097599324163,23166.583661003544,25095.173825929793,22825.01902889904,24825.34412707256,21615.524991761893,25137.601537879324,0.9781689698045904,508442790.0,9.963629961013794,,
60,,,,,,,,,,,,352824232,9.691014766693115,374568439,10.354009866714478,,,459927778.0,13.261130094528198,457984972,13.190677165985107,461912941,13.344679355621338,27489.308212180265,25443.43485966159,28872.68583819706,25657.469380813345,28187.881530181858,23509.496438489845,25386.822104551815,23178.064172004328,25178.118580130576,21932.21823735865,25528.55487462565,0.9685957919467579,,,,
61,,,,,,,,,,,,395044948,9.721479654312134,409697499,10.152897834777832,,,486286902.0,12.734923124313354,484643596,12.677725553512573,502765681,13.501414060592651,27860.159227291955,25859.813889301895,29316.65300574192,25997.188853753596,28582.488922425255,23884.974496760227,25778.14643665659,23505.31746227884,25532.776236246023,22229.220521534553,25852.049824288584,0.9447436495260759,,,171826526.0,3.6582353115081787
62,,,,,,,,,,,,416872285,9.921225309371948,430181699,10.266765356063843,453108031.0,10.900500059127808,515257225.0,13.032628774642944,513867458,12.972717523574829,526645930,13.574362516403198,28223.682187411658,26325.053540291337,29706.152388488877,26324.99281869388,28961.387600439757,24248.902721656432,26169.321383352668,23824.634140383932,25885.322059793543,22525.925677196446,26217.953576217107,0.9393139427358453,,,,
63,,,,,,,,,,,,410266894,9.882268905639648,428180911,10.329317092895508,450386725.0,10.952361345291138,514659388.0,13.094116926193237,512368561,13.005886316299438,526321956,13.641138553619385,28628.00929305205,26675.920642764213,30098.059163451915,26654.829881372218,29374.367869001995,24607.78295578489,26556.883010439,24149.899730839086,26269.78037369425,22829.924079890203,26632.558349361327,0.9321710684082725,,,,
