,sta0_datasz,sta10_datasz,sta2_datasz,sta1_datasz,sta4_datasz,sta3_datasz,sta5_datasz,sta6_datasz,sta8_datasz,sta9_datasz,sta7_datasz,host_consumption_sta8,training_time_sta8,host_consumption_sta6,training_time_sta6,host_consumption_sta9,training_time_sta9,host_consumption_sta7,training_time_sta7,host_consumption_sta5,training_time_sta5,consumption_sta8,consumption_sta4,consumption_sta10,consumption_sta2,consumption_sta9,consumption_sta6,consumption_sta5,consumption_sta1,consumption_sta0,consumption_sta3,consumption_sta7,mean_acc,host_consumption_sta1,training_time_sta1,host_consumption_sta0,training_time_sta0,host_consumption_sta3,training_time_sta3,host_consumption_sta2,training_time_sta2,host_consumption_sta4,training_time_sta4
0,747441792.0,748451712.0,1127121216.0,683362368.0,436739904.0,1047892992.0,1134796608.0,996387072.0,352007616.0,1101267264.0,1025018304.0,146608573.0,4.08660101890564,375973342.0,10.947466850280762,383221065.0,11.185650825500488,425651621,12.882740259170532,556923440.0,21.055513381958008,815.5775029492868,728.3299234853062,797.8541422676519,676.5404915979844,866.8803214320221,700.7748499498142,649.5569307182739,467.42793011993655,473.2511679082875,496.14785528539136,586.4743307605025,0.5100021748803556,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,455269037,13.260733127593994,459262984.0,13.399431943893433,1207.4352212539557,995.0426896110134,1237.2032721362566,929.0285397796023,1175.188940023186,1058.0772899547687,1005.1090610437658,735.2235850901386,754.4430363518579,781.6677515573939,913.0970360291669,0.4948908483440226,364414351.0,10.199254989624023,384239190.0,10.782469987869263,471921644.0,14.025827407836914,,,,
2,,,,,,,,,,,,,,,,,,502680293,14.387870073318481,,,1609.967174826265,1249.6227815720558,1654.4851514178154,1338.8298995098335,1702.6354018970078,1335.5091496124012,1317.8781231844928,1082.6879051091098,1127.2797396753044,1163.2112876006306,1228.3090543533403,0.6450764003093354,359887690.0,8.492366552352905,380338260.0,8.998692512512207,438569739.0,11.114717721939087,401833077.0,9.611971855163574,,
3,,,,,,,,,,,,,,595878235.0,10.907980680465698,,,655604950,12.986686706542969,784050972.0,20.646583080291748,2190.45092964184,1901.6228513118317,2276.861576543271,2123.0283190824925,2276.27026274834,1884.9645800564954,1860.605034265673,1613.258159743724,1675.8864456032777,1766.6449602270586,1758.3118119242372,0.8318432932507924,519005752.0,9.146281003952026,546537907.0,9.704992294311523,631774750.0,12.064868211746216,571239932.0,10.237832069396973,259617622.0,4.323865175247192
4,,,,,,,,,,,,,,485976540.0,10.593230724334717,,,548043275,12.725689172744751,544327341.0,12.577923774719238,2615.6932372169504,2423.3581307226304,2699.8048907229345,2501.272933566146,2800.4691562119374,2318.839530219524,2259.420130836448,1902.7687149744468,1989.0715350263108,2122.5900792386715,2121.310203094636,0.8168548941612244,463571873.0,10.034045219421387,486513159.0,10.612163543701172,568253306.0,13.668434619903564,,,198298991.0,3.77925968170166
5,,,,,,,,,,,,,,453342467.0,10.945160627365112,,,511763582,12.964556217193604,510618322.0,12.92211103439331,2926.935432324663,2850.4278364119446,3120.8245171949875,2782.752088172522,3140.2041706442005,2744.1040132964536,2643.6060297363224,2212.829520023114,2309.260959449431,2473.207271025404,2471.555130902537,0.7797002480788664,415260594.0,9.882293701171875,437876381.0,10.479361057281494,526451960.0,13.626611471176147,,,,
6,,,,,,,,,,,,,,,,,,453703428,13.234232425689697,454761531.0,13.269916296005249,3340.5609406255644,3138.120348169534,3549.078255381754,3064.3731372603743,3563.1851012874686,3098.058813103404,3017.521024921189,2519.5983342128347,2632.660858996119,2825.914170643486,2808.105196795004,0.7788544595241547,350661944.0,9.720679759979248,368526217.0,10.261900424957275,458777329.0,13.438925981521606,,,,
7,,,,,,,,,,,,,,,,,,456952078,13.225351572036743,460428997.0,13.34656572341919,3747.8196365377958,3407.2678825402368,3952.7373735963465,3342.676586437415,3990.271614889203,3365.599870071693,3388.26583560133,2827.9315291043945,2960.0361602022367,3173.172229452042,3078.5430891018427,0.8005385886539113,355955876.0,9.784338235855103,373859028.0,10.32151746749878,462112647.0,13.418209314346313,,,,
8,,,,,,,,,,,,,,494362382.0,10.83260440826416,,,545698127,13.22598934173584,,,4174.587306083667,3767.2438292618026,4318.960783569176,3728.0680475504255,4396.362457596865,3720.356552336995,3747.626779751827,3165.3209130273217,3334.3932392099937,3546.281566577761,3405.467883195282,0.8585128892551769,420488609.0,8.757128953933716,441030731.0,9.235759973526001,513281767.0,11.57782244682312,456356986.0,9.609403610229492,,
9,,,,,,,,,,,,,,740252560.0,20.629911184310913,,,615772655,13.162137031555176,614416640.0,13.105778217315674,4768.908256346748,4205.559210611779,4898.158950657925,4530.14666019753,5019.901403994939,4337.085124900796,4201.788050097033,3706.9420735040485,3904.541919854111,4111.14275714914,3918.3410673804174,0.8923513320359316,468885702.0,8.913150787353516,498496588.0,9.516116619110107,582116918.0,11.821134090423584,524159058.0,10.080195188522339,,
