,sta0_datasz,sta10_datasz,sta2_datasz,sta3_datasz,sta4_datasz,sta5_datasz,sta6_datasz,sta7_datasz,sta8_datasz,sta1_datasz,sta9_datasz,host_consumption_sta8,training_time_sta8,host_consumption_sta10,training_time_sta10,host_consumption_sta7,training_time_sta7,consumption_sta8,consumption_sta4,consumption_sta0,consumption_sta1,consumption_sta10,consumption_sta6,consumption_sta2,consumption_sta3,consumption_sta5,consumption_sta9,consumption_sta7,mean_acc,host_consumption_sta4,training_time_sta4,host_consumption_sta6,training_time_sta6,host_consumption_sta9,training_time_sta9,host_consumption_sta3,training_time_sta3,host_consumption_sta5,training_time_sta5
61,,,,,,,,,,,,192350216,4.336513042449951,,,514111843,12.866276979446411,41134.12775380474,47346.70217104388,57271.05547342306,56663.06891908772,49215.215712522935,38683.33565755516,56850.65065639942,35546.46991978761,35945.13477047403,46910.68184369785,32416.33478041725,0.9880999055775729,,,436267987.0,10.436842679977417,,,671337637.0,20.569287061691284,504040275.0,12.442795276641846
62,,,,,,,,,,,,191245238,4.285844326019287,,,513830960,12.852905511856079,41637.883328438395,47956.70732750693,58140.8977209838,57297.87230243471,49930.025707542154,39132.24157540899,57628.17793780704,35989.90562903679,36370.68580232745,47477.71390965139,32798.09947390595,0.9882307648658752,,,435586959.0,10.446402549743652,,,500004518.0,12.342657804489136,502790216.0,12.426785707473755
63,,,,,,,,,,,,191376890,4.330398797988892,,,512861053,12.854530572891235,42367.48423166393,48894.190857803434,59222.79640803882,58524.5350612931,50853.7543479625,39949.58400252767,58827.05353493257,36720.06323120566,37108.975516748,48374.06268976715,33512.219140866146,0.9882577820257707,,,436177167.0,10.4613618850708,,,671597463.0,20.60447406768799,503085077.0,12.445656061172485
64,,,,,,,,,,,,191051879,4.261751413345337,,,671977527,20.592691659927368,43339.34818172276,49782.4943968806,60428.06146655386,59714.937107719205,51927.44460059571,40703.90857778864,60068.54393988834,37445.72322166407,37774.011216833605,49400.50238378378,34153.59933284621,0.9882060126824812,,,437407266.0,10.457306861877441,,,499273502.0,12.278115034103394,504632619.0,12.439323902130127
65,,,,,,,,,,,,189536074,4.282930612564087,,,510286901,12.750297546386719,43875.07854619783,50574.28218836189,61116.530300840794,60418.443461133385,52543.230245849496,41315.7927865521,60870.572246395284,38043.37421956306,38307.83010389527,49979.99006045669,34585.71777076896,0.9885921803387728,,,435162765.0,10.459644317626953,,,500495850.0,12.383671283721924,503205987.0,12.458151578903198
66,,,,,,,,,,,,187663399,4.252161026000977,,,514395900,12.830101251602173,44510.50865226787,51111.0023860754,61806.569857969924,61094.25851530659,53156.367379559946,41810.72654253348,61508.86683186145,38431.23433388764,38751.13782332175,50672.57349803359,35094.74463914499,0.9882506240497936,,,439120397.0,10.468231916427612,,,503591179.0,12.388147115707397,505049549.0,12.43062973022461
67,,,,,,,,,,,,191277098,4.251284599304199,,,515926719,12.848557472229004,45131.46101831356,51683.85251932783,62529.00321058854,61863.41299072583,53935.75078192163,42303.324121242884,62236.79650804674,38847.80104332798,39195.524034804606,51337.47921654922,35577.23213622699,0.9884074438701976,,,439671970.0,10.483330011367798,,,502247066.0,12.316466093063354,505747972.0,12.418233871459961
68,,,,,,,,,,,,191530393,4.299983978271484,,,511069492,12.787471532821655,45622.1959503819,52303.265056188604,63556.46309863516,62841.34412788143,54525.96930923961,42760.63299943956,63120.71153855698,39376.1040979224,39660.014035549924,51917.40225385795,35973.97933309547,0.9883177930658514,,,434414782.0,10.418233394622803,,,500374940.0,12.355558156967163,504312491.0,12.471762418746948
69,,,,,,,,,,,,190556580,4.316588640213013,,,510627965,12.874151229858398,46077.34550723475,52975.15630441232,64203.66809657557,63552.97742518885,55090.561674187615,43222.61509838921,63785.837067583816,39770.615663302255,40157.227329853464,52475.779359639666,36365.43007245204,0.9882056333801963,,,433443958.0,10.461653232574463,,,497896309.0,12.379141569137573,498469916.0,12.391457319259644
70,,,,,,,,,,,,189566226,4.277437448501587,,,512825775,12.842049360275269,46598.337723308076,53588.958278252234,64845.65235400609,64277.92749394657,55641.33364790481,43858.352616645825,64514.54205461678,40193.24351454476,40649.065584536256,52998.53350930548,36868.457784510596,0.9883277362043207,,,437050273.0,10.483587741851807,,,501395445.0,12.40881085395813,505301319.0,12.53287124633789
71,,,,,,,,,,,,188975102,4.2454352378845215,,,515518089,12.791726112365723,47293.54978925751,54261.47765281736,65616.31694920828,64994.936307867276,56473.13915983271,44396.17629436146,65159.42642655092,40660.74745502615,41152.113929111096,53675.38099759441,37333.850063451806,0.9884271134029735,,,438056374.0,10.454288482666016,,,502540950.0,12.299689531326294,506317490.0,12.422523975372314
72,,,,,,,,,,,,190187685,4.267106771469116,,,517723223,12.915730237960815,47850.29611401253,54887.49518375975,66522.84640073325,65878.29111639877,57156.23933783562,44922.01716996096,66025.06806278245,41254.50689498556,41618.86606721477,54287.27650306938,37759.351175719275,0.9885271245783026,,,437863564.0,10.440910577774048,,,503882804.0,12.362217664718628,508652934.0,12.519122123718262
73,,,,,,,,,,,,191251525,4.274890661239624,,,516791646,12.8147873878479,48378.398446663465,55629.41658475588,67285.8548265522,66557.47243849108,57702.89433829961,45551.26189009178,66638.59009590605,41738.93758708663,42183.557183564175,54866.64599333653,38215.49093929958,0.9885887449437921,,,438930639.0,10.440654516220093,,,501834164.0,12.29091501235962,508303447.0,12.49069094657898
74,,,,,,,,,,,,191117186,4.255468845367432,,,675151775,20.586730480194092,49302.35346583049,56436.128733622434,68580.98141919989,67751.84200030095,58838.224719810576,46320.18469971988,67585.02276056037,42371.38618593957,42838.54215007723,56027.49598968881,38946.26181018016,0.9884797280484979,,,441108795.0,10.456095457077026,,,504170950.0,12.346185684204102,507939801.0,12.45168399810791
75,,,,,,,,,,,,192217708,4.298297643661499,,,513867764,12.769443988800049,49799.56459993679,57186.68147759858,69357.98931984846,68485.7788348744,59426.19733005507,46776.95679870135,68416.0596176244,42889.23710545986,43271.49075244373,56611.899486662165,39291.13831491195,0.9885618957606229,,,439052099.0,10.456415891647339,,,502552302.0,12.31937313079834,504869313.0,12.395610094070435
76,,,,,,,,,,,,193244135,4.352721452713013,,,512034333,12.78843092918396,50357.051744336655,57804.41283814365,70014.71099911949,69196.43389995373,60056.76370763312,47448.94482540747,69078.57057547291,43343.20326397401,43839.39154080257,57193.785044881166,39836.772231282244,0.9885759082707491,,,436801799.0,10.436792373657227,,,501415586.0,12.379393100738525,503621757.0,12.4488046169281
77,,,,,,,,,,,,191415281,4.265353679656982,,,518532791,12.84182333946228,50967.99791400924,58450.95558889721,70707.68454722267,69960.24877950738,60912.002709305816,47924.476355039,69862.37411297837,43769.58063872042,44315.34753363458,57963.162972900805,40234.19477328619,0.9884499094702981,,,440713106.0,10.44680142402649,,,506226487.0,12.366165161132812,510219031.0,12.48939037322998
78,,,,,,,,,,,,193039118,4.315188884735107,,,516768575,12.82803988456726,51480.48392634454,59067.91219068414,71587.64827530485,70847.05529802482,61521.5114036023,48416.428305039146,70818.76723543553,44218.16806171177,44781.28971901328,58552.1783414073,40651.19007307644,0.9885858730836348,,,440390169.0,10.473621845245361,,,505426013.0,12.39790964126587,507780438.0,12.465364456176758
79,,,,,,,,,,,,190956176,4.276407241821289,,,516585775,12.862181663513184,51941.27547321083,59775.755328664076,72292.92874988906,71486.08804219222,62128.39480437519,48866.40464571674,71501.69956990746,44758.53610671149,45309.7844660086,59122.12210419141,41011.20395795116,0.9886708584698763,,,437566019.0,10.412052392959595,,,502448848.0,12.340278625488281,506111986.0,12.453693628311157
80,,,,,,,,,,,,191549558,4.2789483070373535,,,511416842,12.740722894668579,52533.082727742825,60299.32778825688,73065.26346976665,72168.38538502243,62814.41411683235,49437.741717366815,72154.84828410466,45169.398570713114,45765.103590112485,59685.05202592822,41499.331427863566,0.9887258843942122,,,436725445.0,10.46654462814331,,,500009584.0,12.330009460449219,504256888.0,12.465182781219482
81,,,,,,,,,,,,190686767,4.266185522079468,,,517817156,12.918641090393066,53102.74793140313,60904.53619217412,73860.95414198651,72808.39664701848,63627.48303142729,49952.452532750896,72844.42535118865,45581.43143256314,46238.42464139548,60483.56790051588,41897.7143943069,0.9886118390343406,,,439557591.0,10.474642515182495,,,505530994.0,12.432058334350586,506920211.0,12.468687772750854
82,,,,,,,,,,,,191472227,4.287280082702637,,,514546961,12.817039012908936,53657.347991314266,61558.465231019916,74838.29314632945,73716.47498046214,64254.329462511465,50458.547201312474,73715.10285571423,46026.67970223144,46714.64777494031,61120.46335173362,42345.47467358191,0.988587888804349,,,439537999.0,10.492368936538696,,,503397637.0,12.34900712966919,504972950.0,12.39254379272461
83,,,,,,,,,,,,189901797,4.297488212585449,,,516960163,12.925412654876709,54181.0696861468,62268.72282406946,75489.83031353189,74363.23037038924,64867.56472943546,50930.96902713263,74325.33731638039,46543.33530753074,47218.88857874963,61608.63881743635,42760.78480701655,0.9887019287456166,,,441506438.0,10.558753490447998,,,502597651.0,12.377432346343994,504805714.0,12.441537618637085
84,,,,,,,,,,,,190618531,4.287827014923096,,,514879358,12.828939437866211,54832.81294457718,62854.20300682928,76217.86971741082,75036.0634465266,65492.618883640316,51570.975314417235,75100.54203388873,46976.17761536524,47698.52059809797,62190.83629390508,43278.80034916882,0.9798578078096564,,,438884436.0,10.473286867141724,,,504277884.0,12.40566086769104,504801564.0,12.41859769821167
85,,,,,,,,,,,,191529722,4.265257358551025,,,518815017,12.915452003479004,55328.09406319338,63422.23715673511,77012.09194800217,75756.16749217734,66214.42111115457,52011.9467161232,75699.70067061493,47372.07064450692,48125.99934713571,62848.2538311826,43635.25672166695,0.9880661422556097,,,437992531.0,10.41066288948059,,,503398247.0,12.317612409591675,506469101.0,12.405970096588135
86,,,,,,,,,,,,190558899,4.273876905441284,,,513335661,12.76803970336914,55867.044258017544,64030.393567834064,77808.2343928291,76741.4484168742,66863.20819297442,52500.561001204995,76609.83911292194,47916.3478696753,48568.26735487727,63487.684164509075,44073.088152879616,0.9885771491310813,,,440423860.0,10.526042461395264,,,503860465.0,12.378883361816406,506544846.0,12.472160816192627
87,,,,,,,,,,,,227485319,5.17280650138855,,,514921228,12.86077070236206,56387.00573980051,64804.05960040501,78488.14983079539,77432.66103902952,67450.53365421358,53098.03223563018,77258.54460037535,48340.97393597448,49134.435198041676,64068.4601719642,44604.03783282869,0.9886779622598127,,,437809854.0,10.435997486114502,,,503325250.0,12.392736196517944,504218863.0,12.425185680389404
88,,,,,,,,,,,,188572760,4.2502946853637695,,,510486792,12.708555459976196,57050.26647461235,65328.35304390155,79173.13089139009,78167.43168994287,68227.8027797554,53583.45186946409,78030.07587191269,48775.9461640493,49562.56270797563,64862.10880870249,45055.188295668944,0.9887474883686412,,,439980074.0,10.565048933029175,,,502564570.0,12.408220529556274,505476551.0,12.49042558670044
89,,,,,,,,,,,,188816411,4.202831029891968,,,514302638,12.818519830703735,57562.62175123685,65915.2392457653,80160.85373652034,79081.8483193379,68904.22086721053,54020.6983900472,78950.53940591218,49191.584681278866,49980.37492852298,65451.63836707371,45467.68010113133,0.9886360656131398,,,439731113.0,10.487255096435547,,,502547847.0,12.331501245498657,504996815.0,12.406647443771362
