,sta0_datasz,sta10_datasz,sta2_datasz,sta3_datasz,sta5_datasz,sta4_datasz,sta6_datasz,sta7_datasz,sta8_datasz,sta9_datasz,sta1_datasz,host_consumption_sta8,training_time_sta8,host_consumption_sta4,training_time_sta4,host_consumption_sta6,training_time_sta6,host_consumption_sta5,training_time_sta5,host_consumption_sta7,training_time_sta7,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta9,consumption_sta2,consumption_sta6,consumption_sta0,consumption_sta1,consumption_sta3,consumption_sta5,consumption_sta7,mean_acc,host_consumption_sta1,training_time_sta1,host_consumption_sta0,training_time_sta0,host_consumption_sta3,training_time_sta3,host_consumption_sta2,training_time_sta2
45,,,,,,,,,,,,,,,,454435910.0,10.93164348602295,519024673.0,13.139400243759155,642834292,20.633182525634766,19773.788264780684,21542.684727285516,22429.230057599358,21488.986633577297,19698.634137231405,19612.486543029754,17758.342548602774,16570.288538408025,19220.012667755454,19614.296469968252,18102.86729071928,0.988966930996288,419528589.0,9.958275556564331,430241880.0,10.246673583984375,529648974.0,13.650246858596802,,
46,,,,,,,,,,,,,,,,455644219.0,10.956826210021973,519384046.0,13.149917364120483,515921836,13.021326780319214,20048.757261715193,21846.90580753577,22861.036150329113,21825.662999338656,19961.222081572763,20028.111450925375,18077.231911096504,16854.85479381735,19568.08723906216,19997.793356635353,18441.974879041496,0.9890060316432606,419258204.0,10.001432657241821,431417414.0,10.304492473602295,528829822.0,13.621761322021484,,
47,,,,,,,,,,,,,,,,,,,,507786419,20.57813596725464,20381.078820182105,22535.534515638457,23477.89431459392,22446.433845845117,20308.985257603665,20423.388409038067,18559.024693495812,17297.376578161562,20003.35326659078,20381.270106786713,18837.803906585927,0.9890484755689447,301143639.0,9.641696691513062,319040016.0,10.334991216659546,384925101.0,13.12356686592102,,
48,,,,,,,,,,,,,,212929509.0,3.791851758956909,,,592001597.0,13.276006698608398,586694055,13.075738191604614,20754.902703684314,22924.895568875883,23939.442247214,22861.887670013508,20671.796523464684,20704.66093007467,18919.352759652822,17633.83421853896,20370.55716251003,20706.573787551722,19183.338070432896,0.9892437674782493,455266291.0,8.834739685058594,473579049.0,9.246314287185669,556909890.0,11.874967098236084,495608045.0,9.805326461791992
49,,,,,,,,,,,,,,245338971.0,4.031847953796387,587400290.0,10.848974466323853,654009312.0,13.191706418991089,651435344,13.07637882232666,21525.23147294433,23496.20302747207,24562.066006677782,23448.32372552096,21401.29041985158,21279.01670362051,19438.13017551214,18136.847225993362,20953.119346809992,21283.788210285573,19718.79995458581,0.9887820265509866,518964797.0,9.200080871582031,534775975.0,9.532447814941406,782306285.0,20.64902138710022,571393739.0,10.41558313369751
50,,,,,,,,,,,,,,,,639464733.0,20.602915048599243,513240751.0,13.046119689941406,510293677,12.93575644493103,22074.47745163469,23991.694945954765,25094.616344681424,23941.93698490936,21941.57081043298,21911.058485073143,19869.92830883917,18517.265718925675,21465.36955428499,21851.673850906544,20235.344944508903,0.9889387325807051,421218221.0,10.058622121810913,429433654.0,10.266363859176636,525678830.0,13.66486930847168,,
51,,,,,,,,,,,,,,,,,,461399820.0,13.529476642608643,452716675,13.19176959991455,22371.558146258914,24414.666247789566,25515.38684263145,24333.284817686894,22212.26306867941,22266.424749797257,20186.479067903183,18807.457420396,21808.506255028788,22220.692924412633,20591.089123386868,0.9886952042579651,355089362.0,9.837771654129028,363452439.0,10.066407680511475,459176436.0,13.44411301612854,,
52,,,,,,,,,,,,,,,,,,555017256.0,13.630754709243774,549035093,13.369530200958252,22652.461503456096,24844.81454374687,25928.614460924095,24758.363197243616,22625.83301060196,22518.18391604115,20556.93434445745,19140.624901435684,22176.27318626663,22585.916647380756,20854.43881120036,0.9890265302224592,406396054.0,8.650203466415405,427976016.0,9.144395351409912,505896715.0,11.61478328704834,447433242.0,9.63713526725769
53,,,,,,,,,,,,,,,,449687875.0,10.918245792388916,513209624.0,13.091712474822998,510221961,12.98991060256958,23019.143926454235,25275.685377987473,26352.218367381232,25152.070354630807,23024.777334462182,22989.502796400382,20905.060125218086,19464.18757486502,22534.205390454386,22991.02187930035,21187.115325579372,0.9891116402365945,419045925.0,10.05768871307373,427619755.0,10.29384469985962,522180487.0,13.514781475067139,,
54,,,,,,,,,,,,,,,,389722086.0,10.633979320526123,,,447125931,12.986113548278809,23300.233919825012,25700.737527940353,26767.07487510112,25554.705991098235,23289.651376039812,23303.54657496644,21232.34483665313,19771.679164176305,22884.54243620511,23283.54851044159,21511.691675715076,0.9888682853091847,363509018.0,9.82173228263855,370961148.0,10.03202223777771,454447018.0,13.309085369110107,,
55,,,,,,,,,,,,,,242688283.0,3.98742938041687,592675424.0,10.890329599380493,658566674.0,13.282471179962158,654846651,13.126495361328125,23815.452524347245,26128.827701928374,27182.042301608,25962.870096528135,23767.066355020826,23727.935336244704,21602.95373020507,20112.800940678037,23268.235046475016,23729.75998220292,21869.61268500665,0.9892687472430143,520749034.0,9.195313692092896,539998374.0,9.586163759231567,631014376.0,12.180415630340576,568375254.0,10.23088002204895
56,,,,,,,,,,,,,,,,450920232.0,10.93527340888977,514239712.0,13.156960248947144,511027561,13.037496089935303,24137.42458331572,26528.02407970135,27611.755132995997,26360.349723000916,24163.305707847354,24140.588439787785,21944.49671067408,20438.537659242233,23635.213055678716,24020.12898403965,22220.054216597116,0.9892895546826449,418248563.0,10.04327392578125,431332026.0,10.374320268630981,520582896.0,13.478510856628418,,
57,,,,,,,,,,,,,,,,,,463451389.0,13.576012372970581,455838616,13.262074708938599,24500.68527031628,26912.96374952783,28043.30727983966,26759.300966460603,24510.605622431798,24524.745243423564,22262.74969428762,20737.650123799733,23897.867250767475,24392.29427601251,22563.014440037154,0.9889986135742881,355765020.0,9.844360589981079,365000713.0,10.137514352798462,458962204.0,13.37374210357666,,
58,,,,,,,,,,,,,,,,,,574759576.0,20.61064386367798,452646730,13.16663408279419,24985.876689100216,27395.3024035898,28542.0920297777,27244.261941927914,24929.78092206035,24944.45210467707,22659.794078083334,21103.285304397938,24424.443610742142,24945.422698433973,23066.63872392753,0.9893523725596342,354091134.0,9.802807807922363,371205287.0,10.356977701187134,458709702.0,13.391178131103516,,
