,sta0_datasz,sta1_datasz,sta2_datasz,sta10_datasz,sta3_datasz,sta4_datasz,sta8_datasz,sta5_datasz,sta6_datasz,sta7_datasz,sta9_datasz,host_consumption_sta10,training_time_sta10,host_consumption_sta6,training_time_sta6,host_consumption_sta5,training_time_sta5,consumption_sta4,consumption_sta0,consumption_sta1,consumption_sta8,consumption_sta10,consumption_sta2,consumption_sta3,consumption_sta7,consumption_sta9,consumption_sta6,consumption_sta5,mean_acc,host_consumption_sta0,training_time_sta0,host_consumption_sta9,training_time_sta9
77,,,,,,,,,,,,,,441051849,10.068134307861328,499727603,12.06784701347351,55825.22596541564,32148.49824429216,56694.3231456318,55565.3390058734,50073.737741170684,55568.712681981466,56255.322199076916,54431.75878709474,47790.557010531666,38798.42298401284,35968.95489492353,0.9895790761167352,430910212.0,9.82691740989685,458405504.0,10.598727703094482
78,,,,,,,,,,,,,,437818520,10.019370555877686,502861383,12.156155109405518,56458.214178759175,32576.250586074315,57462.16248447104,56201.82236796893,50781.13482866296,56361.05807724706,56880.97831454928,55075.55486198825,48331.19339169742,39231.236808855836,36363.24448709541,0.9898864139210094,426174568.0,9.7378408908844,458348436.0,10.59780764579773
79,,,,,,,,,,,,,,443749292,10.068034648895264,504372305,12.140813112258911,57184.253262803635,32940.69629625716,58058.69672779048,56825.527763672806,51350.83791925163,56963.68611976252,57676.68483649764,55913.20194298275,48857.29414341144,39776.682221854215,36853.52738900998,0.9897870367223566,433645252.0,9.836976051330566,458014452.0,10.464965581893921
80,,,,,,,,,,,,,,438045449,10.037835597991943,499348697,12.083187818527222,58182.08532236318,33549.45910635645,59213.292215038025,57926.014501744896,52314.97510807178,58119.94955799965,58719.07236369401,56873.408732333126,49770.32495951526,40541.4956739437,37559.15170854174,0.9897271015427329,430964107.0,9.885629653930664,686962597.0,20.557498931884766
81,,,,,,,,,,,,,,438387488,10.063685178756714,500629395,12.126707315444946,58776.10012590995,33891.184207886115,59833.497540739976,58761.779113738936,53006.87459437323,58686.04013858284,59367.08668830505,57699.61626969193,50435.512441915955,41007.82778410811,37955.08262051911,0.9897941784425215,447430923.0,10.325886487960815,459117660.0,10.696925401687622
82,,,,,,,,,,,,,,442959071,10.095070600509644,504648000,12.141885995864868,59890.3386221259,34493.07942769645,60947.19402008329,59878.2589377031,53841.385940822765,59751.862973961666,60426.43931245863,58747.201639456616,51317.093194065754,41746.31431175524,38636.238118682726,0.9897067763588645,427768864.0,9.742405891418457,689366888.0,20.564274549484253
83,,,,,,,,,,,,,,438751441,10.048325061798096,500187867,12.099925756454468,60534.571188765694,34894.1239401382,61668.526106356374,60552.20087392097,54532.8454838254,60508.91532260564,61052.508485806895,59340.792063998975,51880.75031885469,42194.32328340536,39033.05718968648,0.9896676540374756,429215210.0,9.819594621658325,458603624.0,10.638377904891968
84,,,,,,,,,,,,,,439759067,10.084999322891235,500194093,12.18492865562439,61317.70957939261,35230.24077086775,62339.42639746941,61184.92838036441,55081.44358231882,61137.113171644756,61826.73605229862,59937.83229543795,52431.59467625958,42715.27972329656,39508.58266830952,0.9898060776970603,429750426.0,9.844666481018066,454901606.0,10.544240236282349
85,,,,,,,,,,,,,,437546182,10.03495168685913,498808965,12.117960929870605,61957.296668326635,35571.21328642668,62996.670872587325,61969.070480034075,55759.10576497081,61772.026883847364,62446.32122824071,60702.69987869599,53093.88367848178,43180.25217617194,39915.760854550346,0.989750022237951,430558041.0,9.86593246459961,455649774.0,10.602359771728516
86,,,,,,,,,,,,,,437769632,10.052151679992676,501100707,12.160499334335327,62534.68223237724,35991.175195370335,63799.62618415507,62604.590711615136,56329.84880201819,62615.41204718447,63256.4704414132,61330.50318909007,53623.92802883103,43603.56836814085,40323.652745577616,0.9898453842509877,447254348.0,10.328509330749512,455813652.0,10.584421396255493
87,,,,,,,,,,,,,,436023786,10.000858783721924,498763676,12.163875341415405,63293.084527886596,36308.0340441751,64465.30058079486,63226.68633065456,56906.22498095825,63229.22448183848,63938.534401539364,62079.97143556769,54143.638749378486,44151.54075548806,40845.85049093897,0.9898389415307478,426910101.0,9.77643609046936,457381947.0,10.641496419906616
88,,,,,,,,,,,,,,436843303,9.996666193008423,498904851,12.074064254760742,63936.17678247862,36706.0937225255,65100.25854357254,63966.01352626807,57564.76465888003,63882.238751242636,64571.16170354738,62686.69030319271,54816.072646394576,44592.26966161391,41293.64020088024,0.9897889278151772,427842044.0,9.782211780548096,456614737.0,10.59151577949524
89,,,,,,,,,,,,,,441961881,10.040198564529419,503234308,12.179295063018799,64664.98774648524,37081.590908660684,65841.6213157835,64581.49172164213,58135.884086712635,64646.631862155795,65351.13249371844,63253.83026215921,55308.36435339006,45021.01752853074,41799.28425337095,0.9897810166532343,427207524.0,9.685977697372437,458225877.0,10.541905403137207
