,sta0_datasz,sta10_datasz,sta2_datasz,sta1_datasz,sta4_datasz,sta3_datasz,sta5_datasz,sta6_datasz,sta8_datasz,sta9_datasz,sta7_datasz,host_consumption_sta8,training_time_sta8,host_consumption_sta6,training_time_sta6,host_consumption_sta9,training_time_sta9,host_consumption_sta7,training_time_sta7,host_consumption_sta5,training_time_sta5,consumption_sta8,consumption_sta4,consumption_sta9,consumption_sta10,consumption_sta2,consumption_sta6,consumption_sta5,consumption_sta0,consumption_sta7,consumption_sta3,consumption_sta1,mean_acc,host_consumption_sta1,training_time_sta1,host_consumption_sta0,training_time_sta0,host_consumption_sta3,training_time_sta3,host_consumption_sta2,training_time_sta2,host_consumption_sta4,training_time_sta4
53,,,,,,,,,,,,,,,,,,502405575,14.443500280380249,,,23568.981339338607,21998.369299497226,24624.071773615135,24582.316527310708,21773.21370271078,21730.43824818841,21772.978204875868,19695.078788718733,20169.75252892375,21426.034882787997,18472.247832136072,0.9877748814496127,359951654.0,8.437837362289429,371652002.0,8.781687498092651,439073034.0,11.2122802734375,420080345.0,10.435177564620972,,
54,,,,,,,,,,,,,,553223498.0,11.116718769073486,,,606423375,13.097050428390503,609925013.0,13.24555778503418,23984.723130947274,22288.111536008237,25016.214254770613,24984.046106875037,22307.842667155575,22057.60612958572,22094.46611153496,20084.638486322347,20502.629566544965,21820.769578259402,18837.225786020692,0.9882064082405784,466178799.0,9.000611543655396,484322491.0,9.37528395652771,577382555.0,11.961536407470703,515858421.0,10.09207034111023,,
55,,,,,,,,,,,,,,444960959.0,10.852620601654053,,,507992108,13.026296377182007,632200958.0,20.625016927719116,24594.78138285287,22657.051685612474,25686.369651035253,25601.377893216864,22862.003655488825,22579.03760391824,22571.506840649196,20586.80001822124,20935.016533406375,22364.10131511762,19313.49838408501,0.9880160364237699,414453101.0,10.036648035049438,427124272.0,10.359805583953857,521794502.0,13.69061827659607,,,,
56,,,,,,,,,,,,,,481363209.0,10.55933403968811,,,546584904,12.750657320022583,547035831.0,12.764629125595093,24985.408126715873,23046.522549195513,26051.63644752236,25974.53637879026,23194.05647011518,23015.670052600795,22947.86497600343,20905.51215202107,21290.694709723266,22713.79843365008,19609.151552335316,0.9881602038036693,464226045.0,10.126729249954224,475782657.0,10.424493074417114,564865436.0,13.64716362953186,,,199386391.0,3.8642191886901855
57,,,,,,,,,,,,,,483750470.0,10.524722337722778,,,549243162,12.731098651885986,547725038.0,12.675261735916138,25376.008094922166,23579.045130369424,26454.943613102896,26393.130349667266,23511.106725251313,23438.306210691866,23337.713157772785,21227.480731733725,21658.319574574816,23060.6620444595,19909.4716890112,0.9881152673201128,466337124.0,10.104510068893433,480733267.0,10.449604272842407,568848702.0,13.68021273612976,,,199262673.0,3.8432564735412598
58,,,,,,,,,,,,,,450367377.0,10.869548082351685,,,513236967,13.014260530471802,512751434.0,13.000513315200806,25777.40084135971,24071.9580735113,26893.01503295253,26813.386981248525,23803.96000964541,23857.34800310472,23721.91509536133,21549.570516343385,22012.098024274903,23415.568606817556,20206.16063330526,0.9882870479063555,421579792.0,10.086861371994019,432716909.0,10.376705646514893,525420591.0,13.604296922683716,,,,
59,,,,,,,,,,,,,,,,,,557070290,13.364823579788208,558599644.0,13.418017148971558,26183.23359151815,24427.967608028837,27302.32465852326,27231.756685076085,24271.79387834879,24209.813441696977,24095.80697412414,21911.862837911754,22350.216761275282,23827.60658546067,20547.20715063551,0.9881522167812694,416104587.0,8.69971489906311,431358454.0,9.052979946136475,515455529.0,11.685254096984863,454648373.0,9.661621332168579,,
60,,,,,,,,,,,,,,448314526.0,10.873064756393433,,,509488808,12.961585760116577,511199131.0,13.02598237991333,26589.696249017554,24781.90381938097,27693.762282540152,27649.052029006365,24644.349066078248,24565.610481158834,24470.03565799431,22242.40506899299,22694.444880741787,24212.433650183073,20869.378523434756,0.9881980852647261,419708032.0,10.094790935516357,429638976.0,10.35668683052063,523692873.0,13.665865182876587,,,,
61,,,,,,,,,,,,,,447748976.0,10.882333040237427,,,509017801,12.973604440689087,510423315.0,13.020162105560303,27021.278907305827,25112.05837896828,28125.158443743516,28037.99989464218,24985.493150610768,24970.409528958342,24853.610912353666,22558.59361956812,23044.94614074211,24502.43355120284,21167.825821995713,0.9882849292321638,417255890.0,10.034693479537964,429595397.0,10.357723951339722,522114142.0,13.559749841690063,,,,
62,,,,,,,,,,,,,,,,,,462032081,13.239797830581665,582501561.0,20.61037039756775,27503.78008190703,25576.34081281484,28637.43294902595,28512.711728395254,25409.322325563964,25461.992654677993,25418.603059095996,22956.48815815426,23553.202348002396,25026.496057615386,21544.49780312067,0.9885024428367615,359430171.0,9.802351713180542,369253693.0,10.088884353637695,469102620.0,13.504579544067383,,,,
63,,,,,,,,,,,,,,,,,,497681526,14.407371520996094,,,28023.798743319414,25819.378954753196,29108.049790671856,28923.658653605715,25809.298872844724,25745.683922606222,25725.390439593026,23316.38702885099,23869.093238178528,25406.661608423547,21882.31091110674,0.988283634185791,357955993.0,8.455984354019165,368050449.0,8.722808122634888,435438338.0,11.227153539657593,389879251.0,9.340624332427979,,
64,,,,,,,,,,,,,,443519067.0,10.860190629959106,,,503510735,12.966295719146729,502850824.0,12.943529844284058,28300.035040529106,26104.264020639366,29448.367174981286,29358.13431775986,26216.935316084502,26079.096865214036,26043.253633930995,23665.908190796898,24208.255806118763,25760.617551217525,22205.128345638233,0.9882782697677612,414304847.0,10.05797266960144,425140025.0,10.337480545043945,518332047.0,13.652435779571533,,,,
