,sta0_datasz,sta10_datasz,sta2_datasz,sta4_datasz,sta3_datasz,sta6_datasz,sta5_datasz,sta8_datasz,sta9_datasz,sta1_datasz,sta7_datasz,host_consumption_sta8,training_time_sta8,host_consumption_sta6,training_time_sta6,host_consumption_sta5,training_time_sta5,host_consumption_sta7,training_time_sta7,consumption_sta8,consumption_sta4,consumption_sta10,consumption_sta9,consumption_sta6,consumption_sta2,consumption_sta1,consumption_sta5,consumption_sta3,consumption_sta0,consumption_sta7,mean_acc,host_consumption_sta1,training_time_sta1,host_consumption_sta0,training_time_sta0,host_consumption_sta3,training_time_sta3,host_consumption_sta4,training_time_sta4,host_consumption_sta2,training_time_sta2
40,,,,,,,,,,,,,,,,460867045.0,13.53372573852539,453471801,13.23836088180542,17582.2344219226,16291.98767923984,17962.32364711825,17824.431021799694,16097.586358973753,16018.497150783856,13672.082267579071,16036.52696949396,15653.623108885186,14672.808081785579,15068.714975328521,0.981778925115412,350072224.0,9.717863082885742,361576589.0,10.11228609085083,457356068.0,13.377198934555054,,,,
41,,,,,,,,,,,,,,,,669180172.0,20.612329244613647,548204407,13.33924651145935,18171.389974214882,16754.973782957353,18439.66790407156,18394.246272231594,16518.291818119338,16693.485529423757,14074.944313382677,16585.815561989348,16216.434163310973,15129.360968897561,15568.192036533601,0.9880972775545988,411327865.0,8.76475214958191,423744887.0,9.04587173461914,509680580.0,11.757302284240723,,,449065562.0,9.70902943611145
42,,,,,,,,,,,,,,448999033.0,10.912569761276245,508247844.0,12.981420040130615,507565900,12.95982313156128,18560.59444569818,17030.112573844304,18849.505620092026,18712.757769440806,16846.39605738751,17107.81102083287,14377.572303269937,16958.28672668151,16569.189694866138,15440.629769535955,15895.545026720954,0.9880725036967885,413832376.0,9.92617154121399,428229129.0,10.315845251083374,522918095.0,13.6870858669281,,,,
43,,,,,,,,,,,,,,394388395.0,10.712875843048096,,,572106690,20.60693335533142,19078.07936456194,17398.017998850773,19470.490625146616,19313.490516419395,17365.591665188047,17531.930202349344,14833.68478961126,17386.069848169194,17094.307584478072,15916.604618702593,16332.562975896648,0.9881216070868752,365022320.0,9.804495573043823,376112624.0,10.127639055252075,455794915.0,13.32957935333252,,,,
44,,,,,,,,,,,,,,483105819.0,10.57416820526123,546281317.0,12.714632511138916,550368342,12.878209590911865,19477.56753211402,17785.548911426824,19861.785931712737,19720.727754463493,17781.9513007395,17879.902483474518,15127.574869304372,17707.104753338277,17461.49975297607,16233.916470399206,16682.559658826216,0.9880798513239081,474778082.0,10.36960744857788,478632259.0,10.459211587905884,566224137.0,13.605936288833618,196890243.0,3.8046226501464844,,
45,,,,,,,,,,,,,,481339161.0,10.554939031600952,682353417.0,20.631628036499023,547016422,12.778709888458252,20136.86792529435,18562.08577607888,20449.158467862326,20353.071534213595,18421.274880158246,18286.56462021066,15497.929416761235,18298.464718298535,17895.764572269534,16708.72160102434,17231.063818471597,0.9881122654134576,461374795.0,10.046547889709473,478706233.0,10.488136291503906,682794272.0,20.650712966918945,196048143.0,3.781553030014038,,
46,,,,,,,,,,,,,,,,553802538.0,13.584159851074219,548970580,13.373180389404297,20620.21554822379,19089.42871801593,20992.313301611655,20827.8667914046,18893.621850296295,18911.635613058777,15989.909033477843,18851.125014529905,18485.6934224586,17154.016825970084,17719.52454708541,0.9883096759969537,412445966.0,8.745651483535767,426154671.0,9.077800273895264,669411922.0,20.61519503593445,,,447368606.0,9.615901708602905
47,,,,,,,,,,,,,,,,460231182.0,13.514884948730469,451571659,13.161601305007935,21054.771305061302,19344.11569489188,21419.631916676,21268.328416180742,19204.41986811728,19308.39120483733,16296.729318249405,19210.23826890504,18837.900556409357,17483.42771586342,17965.635523588382,0.9881119565530256,352384535.0,9.791520357131958,365946268.0,10.176989793777466,457995043.0,13.415122270584106,,,,
48,,,,,,,,,,,,,,449127757.0,10.841326236724854,510119605.0,13.013052701950073,510289526,13.021655321121216,21484.289442708523,19702.505526629706,21835.089942404593,21688.701083324013,19493.81609892173,19575.122857831146,16605.623423665413,19598.40012707888,19191.24040991178,17811.64672832647,18309.134117027566,0.9880942268805071,417072114.0,9.993303775787354,430882015.0,10.341372966766357,523640932.0,13.656262159347534,,,,
49,,,,,,,,,,,,,,387291672.0,10.587780475616455,,,568896127,20.60674500465393,22065.633328212636,20140.38066471085,22439.9477648784,22288.916979449674,20103.97961975389,19910.25340824264,16976.121473810483,20037.00439597498,19639.098979135502,18219.443372717902,18821.109855594706,0.9884155175902627,361857716.0,9.768362522125244,374142109.0,10.146437644958496,453919004.0,13.35486650466919,,,,
50,,,,,,,,,,,,,,,,551680045.0,13.539559364318848,547961121,13.384846210479736,22437.410453110686,20403.399366554648,22860.204195369726,22669.81280563377,20435.796353330883,20306.40941352426,17288.4159465172,20340.951806842106,20038.712837946958,18566.873120556702,19145.55232512833,0.9883367906917225,407402338.0,8.730098247528076,422857438.0,9.078845500946045,508361309.0,11.77162504196167,,,447046219.0,9.692862749099731
51,,,,,,,,,,,,,,,,588890888.0,13.141388416290283,584140289,12.942761421203613,22831.05298017486,20818.87276862414,23302.751116163025,23070.12016173315,20748.01912167969,20841.08853597327,17634.496598033624,20718.70334277722,20453.603560742482,18936.239914836417,19498.11258610174,0.988270721652291,455791070.0,8.833955764770508,473039316.0,9.233113527297974,556766458.0,11.870052099227905,218044974.0,3.8561627864837646,514465846.0,10.416069507598877
52,,,,,,,,,,,,,,453094177.0,10.986780405044556,508323527.0,12.92204236984253,512309418,13.060357570648193,23222.207462149432,21218.421190295423,23646.49437126941,23480.95282072513,21100.946367684846,21250.312782891167,17966.53968263053,21105.050229331842,20819.04939483745,19290.141860059375,19848.08402246362,0.9884379180994901,415268346.0,9.937334537506104,431766656.0,10.38068962097168,524881469.0,13.655020475387573,,,,
53,,,,,,,,,,,,,,452462587.0,10.922574996948242,508253032.0,12.896976232528687,511569857,13.026371002197266,23635.72402288736,21523.293468196844,24075.41462875994,23820.42560765807,21519.117455421343,21528.009842194384,18268.01322286987,21488.48565500089,21171.828269816735,19612.427252325535,20194.727113470988,0.988590191711079,418044340.0,9.98271369934082,432183891.0,10.362459659576416,524614502.0,13.688215255737305,,,,
54,,,,,,,,,,,,,,590650465.0,10.888961791992188,650713605.0,13.052624225616455,652267129,13.113371849060059,24031.17330445051,21924.45041057236,24484.591133483467,24429.88959950818,21951.840533199913,21939.0260453107,18620.6618329514,21890.65920664558,21555.435651060994,19969.425344726682,20562.341067544494,0.988578660921617,515264550.0,9.098593950271606,535213962.0,9.497543096542358,628581337.0,12.206253290176392,243140796.0,3.9977426528930664,565080401.0,10.155062913894653
55,,,,,,,,,,,,,,,,587562521.0,13.108508825302124,587748861,13.125157833099365,24419.985899870233,22433.530727945217,25027.54665342984,24888.928467052778,22329.33058989006,22466.717844571875,18972.243384007357,22289.57362399038,21964.897310799017,20340.3124294703,20920.650992146864,0.9886374961246144,453673826.0,8.85294795036316,471158767.0,9.258923053741455,554741744.0,11.811928749084473,213609561.0,3.8170995712280273,512527802.0,10.407181978225708
56,,,,,,,,,,,,,,453778319.0,11.052656412124634,508490642.0,12.897720336914062,511156040,13.005290269851685,24824.345968346868,22822.680946644963,25365.365503836183,25331.825425631832,22670.1245378014,22852.21576439553,19289.544044686154,22672.926807106487,22342.66850086563,20687.019247155575,21258.163759268584,0.9884352413090792,414099709.0,9.969193935394287,427015631.0,10.293121576309204,525331724.0,13.704968214035034,,,,
57,,,,,,,,,,,,,,450983586.0,10.89555025100708,508781412.0,12.922791957855225,512627899,13.064427852630615,25242.417257403737,23121.95450858621,25812.99343944893,25671.558236002635,23091.633168102064,23135.81519405937,19592.696492301828,23061.570606722125,22693.64422096727,21009.22137473282,21606.673350598892,0.9886467511003668,418606350.0,10.013291120529175,430999690.0,10.345343351364136,525478269.0,13.682462930679321,,,,
58,,,,,,,,,,,,,,453954770.0,10.951987504959106,637532242.0,20.632378816604614,510617467,12.979226350784302,25792.24086929791,23475.13064616975,26459.472255685647,26308.880101031842,23608.105022283762,23554.12539341161,20043.372853859113,23539.52497160903,23213.014480251877,21494.27404210666,22022.46340345551,0.9885029630227522,417634857.0,9.977108001708984,430241697.0,10.299041986465454,523919252.0,13.573500633239746,,,,
59,,,,,,,,,,,,,,,,587822653.0,13.043240785598755,588354085,13.085850477218628,26153.49608160503,23866.588704860696,26844.532254532394,26711.9397835424,23986.596975422744,24016.635394662542,20376.861466494738,23928.55547158772,23617.69372706326,21837.081839088176,22366.120541976263,0.9889293204654347,455560174.0,8.853712797164917,471018020.0,9.19178819656372,558294164.0,11.8765287399292,213064945.0,3.816823959350586,498725347.0,9.914788246154785
60,,,,,,,,,,,,,,,,489129973.0,12.820050477981567,490255398,12.858701229095459,26515.807414010284,24394.206101653403,27250.47963192962,27113.010638571912,24303.061317874006,24395.884401781164,20683.9144765697,24322.412737642597,23969.474071472898,22169.243096222584,22727.244417840535,0.9885565692728217,399930678.0,9.81210708618164,412017317.0,10.175610065460205,502754755.0,13.448615312576294,168999018.0,3.63873291015625,,
61,,,,,,,,,,,,,,447090042.0,10.877618789672852,506291002.0,12.891580820083618,508434246,12.975949048995972,26929.2559261062,24856.316205874034,27653.090748937855,27507.20264021981,24656.267427616353,24716.86598601154,20982.044906524065,24709.887854181063,24347.779457467306,22491.86373743797,23077.060905082315,0.9886796853759072,428557009.0,10.362986326217651,428213382.0,10.356628894805908,522621282.0,13.635289430618286,,,,
