,sta0_datasz,sta1_datasz,sta2_datasz,sta10_datasz,sta4_datasz,sta5_datasz,sta6_datasz,sta7_datasz,sta8_datasz,sta3_datasz,sta9_datasz,host_consumption_sta10,training_time_sta10,host_consumption_sta1,training_time_sta1,host_consumption_sta9,training_time_sta9,host_consumption_sta3,training_time_sta3,consumption_sta4,consumption_sta0,consumption_sta8,consumption_sta2,consumption_sta10,consumption_sta6,consumption_sta5,consumption_sta7,consumption_sta9,consumption_sta3,consumption_sta1,mean_acc,host_consumption_sta2,training_time_sta2
51,,,,,,,,,,,,414913305.0,7.287123918533325,491066370,8.786182165145874,555871319,10.479068756103516,579635479,11.284555912017822,44138.704328900785,41415.05242559882,40678.652872398176,34782.632126553304,37018.20409420705,44301.01961103751,44054.18513202905,44139.462541385605,35474.329313310176,27170.924447916095,24269.126079587993,0.9893879456953569,522204962.0,9.498302459716797
52,,,,,,,,,,,,411309739.0,7.213115692138672,486872105,8.72667646408081,552524587,10.458519220352173,576024770,11.260261058807373,44857.735653579686,42341.819217892735,41370.6930297544,35435.785046900055,37674.126873014735,45147.82405207024,44793.92149390792,44985.4300417433,36100.57437941598,27665.50095649496,24806.268113402093,0.9893040060997009,517028401.0,9.41702675819397
53,,,,,,,,,,,,413432840.0,7.23317813873291,487008213,8.732003688812256,556998513,10.524757385253906,577506700,11.234296560287476,45613.4656995947,43032.93680130269,42083.17720059402,36212.69590376326,38259.31829201818,45959.98903677734,45521.49270164734,45715.623964083185,36626.519759495546,28236.392534865357,25268.84114618302,0.989195937460119,517288348.0,9.39629864692688
54,,,,,,,,,,,,417004548.0,7.297214984893799,489585417,8.776817798614502,555810955,10.464970111846924,576529347,11.211404800415039,46540.905642159465,43816.355174866934,42744.57530321065,36845.70149190487,38967.144030872856,46837.186313391205,46467.72253208234,46472.151561174076,37226.19764649323,28771.16731666426,25689.80120340355,0.9891643524169922,521535042.0,9.469258546829224
55,,,,,,,,,,,,417023713.0,7.333329677581787,487927889,8.747313976287842,553576403,10.46652102470398,578516036,11.324551343917847,47250.07233097442,44630.443452157415,43695.20699279198,37522.83988958242,39666.26684315589,47626.32950237501,47166.496756665634,47481.999595561945,38091.95164387887,29246.222932238492,26169.179180434476,0.9893766316500577,518739761.0,9.4107027053833
56,,,,,,,,,,,,413576578.0,7.281063795089722,486779821,8.734901905059814,552605031,10.47170615196228,575107475,11.236970663070679,48063.473831206604,45345.21654051757,44422.111478602674,38160.279678031184,40501.054850679604,48380.51392564923,47880.113810041636,48218.42943176716,38778.79055055943,29728.007367611674,26650.627633385702,0.9893065907738425,518296952.0,9.451215505599976
57,,,,,,,,,,,,413859109.0,7.251774072647095,486919896,8.70529580116272,555856365,10.47231650352478,579477948,11.263885259628296,48830.675950371966,46268.76178035339,45077.228628261946,38932.34142280817,41209.26703056008,49073.826003399794,48637.414445364644,48912.107435543745,39368.50347765318,30211.572306073158,27211.05948445289,0.9894650795243003,518727615.0,9.41478443145752
58,,,,,,,,,,,,414503395.0,7.271437644958496,488344759,8.770948886871338,552221853,10.449109554290771,574804193,11.241560459136963,49643.25875158664,46917.08390285824,45932.03754292216,39599.531799277356,41838.43501225508,49953.05030982217,49412.029768633416,49792.22909715903,40035.60271076528,30856.62530069383,27651.182762351076,0.9893205761909485,514938806.0,9.377845764160156
59,,,,,,,,,,,,415089514.0,7.289799928665161,484629985,8.714111566543579,553802415,10.521589756011963,574031246,11.249006748199463,50734.1049033074,47581.54128965591,46645.74453911958,40300.542418256264,42494.99129555784,50896.78479409284,50360.900456787866,50509.88294711265,40637.48701389576,31389.117172494356,28089.177748064485,0.989308162169023,516166525.0,9.419049739837646
60,,,,,,,,,,,,414137795.0,7.296818494796753,550148738,10.332336187362671,553088916,10.431827783584595,577544542,11.271228551864624,51484.18043784027,48307.50854288631,47551.86810194173,40895.3320415882,43208.84632747765,51682.384435101405,51109.70365019761,51508.07369478298,41500.32005255668,31870.46821751186,28492.18962092514,0.9895116144960577,517732378.0,9.39871859550476
