,sta0_datasz,sta1_datasz,sta2_datasz,sta10_datasz,sta4_datasz,sta5_datasz,sta6_datasz,sta7_datasz,sta8_datasz,sta3_datasz,sta9_datasz,host_consumption_sta10,training_time_sta10,host_consumption_sta1,training_time_sta1,host_consumption_sta9,training_time_sta9,host_consumption_sta3,training_time_sta3,consumption_sta4,consumption_sta0,consumption_sta8,consumption_sta2,consumption_sta10,consumption_sta6,consumption_sta5,consumption_sta7,consumption_sta9,consumption_sta3,consumption_sta1,mean_acc,host_consumption_sta2,training_time_sta2
71,,,,,,,,,,,,413345561.0,7.261930465698242,486754858,8.766994953155518,552154349,10.462167263031006,575028924,11.290748596191406,62128.550370447476,58166.47173615787,56793.285923105585,49062.17592721148,51935.677023716824,61734.60634097523,61613.713576591734,61216.88055719641,49680.142719712356,38230.681615937334,34115.81306347507,0.9897415692156012,516074606.0,9.409108400344849
72,,,,,,,,,,,,414890601.0,7.310091495513916,483757734,8.696265935897827,552081595,10.463977813720703,573918880,11.199413537979126,63013.03698620901,58860.3988459496,57665.731202563504,49753.46159744696,52529.89632772299,62769.38240248387,62478.98130053686,62161.7253087625,50239.909619287035,38774.9845938441,34588.467677494504,0.9897351264953613,517998369.0,9.431501150131226
73,,,,,,,,,,,,417346771.0,7.305068492889404,552411733,10.328770160675049,556758158,10.4618239402771,579602154,11.25996208190918,63837.83518199674,59409.997923266084,58428.26209575468,50366.72223389956,53331.24894469972,63586.70412047723,63336.96905097544,62936.92015647478,51033.02073625556,39292.83369591011,35013.60629736785,0.9895843755115162,519565626.0,9.396167039871216
74,,,,,,,,,,,,414551063.0,7.279144048690796,550099605,10.31624960899353,553705492,10.44249153137207,578932112,11.279529571533203,64731.06730853682,60388.25307946903,59083.0495523192,51016.836806580075,53997.84007807073,64351.78750143171,64132.47151333989,63635.071796332166,51639.46233205454,39827.57859104476,35552.569156744205,0.9898484674367037,518110245.0,9.41699767112732
75,,,,,,,,,,,,414792822.0,7.273391246795654,490267177,8.790307998657227,557156838,10.489412784576416,578575668,11.222285270690918,65473.721409342725,61127.936251569554,59746.17629092392,51796.953271229366,54609.38109660198,65065.14714992987,64833.83176410206,64424.291646872116,52290.43322837165,40422.65090940767,36020.586395666454,0.9897950345819647,519661329.0,9.435526371002197
76,,,,,,,,,,,,413576883.0,7.2573442459106445,487305149,8.761887073516846,554938216,10.496134757995605,577663499,11.295051574707031,66463.06071750581,61962.06379602813,60512.66604290668,52390.84116991207,55280.2003521239,66082.08668147896,65922.2680608118,65345.212013847704,52909.83957825845,40897.05977645908,36482.996069133354,0.9895157976584001,519340284.0,9.464579582214355
77,,,,,,,,,,,,412856792.0,7.277674198150635,486040686,8.73912239074707,552693592,10.487286806106567,574632440,11.230729818344116,67249.29270851635,62713.39052678572,61407.49209590874,53000.18141541142,55944.90123635957,66915.40338709397,66761.10332185087,66386.49277111182,53521.39193025023,41386.92179793911,36952.703702048064,0.9899396408687938,519524610.0,9.47269344329834
78,,,,,,,,,,,,414947241.0,7.2701945304870605,491136926,8.796180725097656,556187236,10.4959135055542,580360514,11.307387113571167,68093.08512463042,63538.94003271469,62219.21986204808,53694.789396822736,56834.98771390228,67768.51883449945,67652.83668834394,67256.12851173503,54399.48616247736,41902.09922381796,37449.93127987796,0.9898003773255781,520251170.0,9.457345485687256
79,,,,,,,,,,,,417591766.0,7.310882329940796,488008455,8.73892879486084,557146645,10.5193612575531,789567132,20.588364124298096,69542.92158714855,64740.44855822494,63428.94800353482,54731.59733319645,57897.699860988454,69124.89346994476,69065.52755440927,68631.733023834,55386.483017466446,42743.43461154349,38105.33693854602,0.9896076917648315,519650647.0,9.431025505065918
80,,,,,,,,,,,,416798921.0,7.315418243408203,487041112,8.72685956954956,555448224,10.501506328582764,576696094,11.217691659927368,70214.08296794868,65658.01820960575,64147.48485386071,55462.82453921926,58513.82032387495,69882.45983211791,69715.78885039213,69420.86073245395,55968.26082895557,43167.92738684508,38579.051259838336,0.9897583452138033,516459371.0,9.374902963638306
81,,,,,,,,,,,,417602142.0,7.305550813674927,487296971,8.741964101791382,553995896,10.444702625274658,576143667,11.214140892028809,71204.92308135981,66420.35333886155,64838.90303462526,56109.11907732529,59187.6730315727,70688.69213266775,70529.20683349595,70206.65228163345,56627.559012328034,43772.47300925036,39060.97311392139,0.9899056553840637,516500264.0,9.393134593963623
82,,,,,,,,,,,,414311989.0,7.262781858444214,489257171,8.790258646011353,555445111,10.525300979614258,576560658,11.24229121208191,72085.93100630931,67174.73698888555,65552.33567528875,56806.571362848175,59880.60642916486,71773.93511584522,71608.34344533998,70899.71518186232,57283.10487698411,44299.82444131315,39523.46952415989,0.9897059527310458,518721634.0,9.422865629196167
83,,,,,,,,,,,,415698582.0,7.318750381469727,487146031,8.74737024307251,554152085,10.504088401794434,576105154,11.271841526031494,72904.49482119121,67914.55581264386,66468.83988101625,57432.446627308454,60567.63876922713,72583.49954365287,72443.67073113362,71865.72053696874,58059.548576362184,44799.290392407405,39998.71922772805,0.990061494437131,518390214.0,9.431405782699585
84,,,,,,,,,,,,418612393.0,7.322970628738403,488712006,8.707508325576782,555382795,10.45534873008728,578451217,11.225064992904663,73722.27701066298,68621.56756924091,67191.30739327408,58018.33137563578,61377.87665998439,73344.84306652812,73183.70808816273,72672.16922526296,58699.182569452154,45256.7896754672,40417.049071836474,0.9898045713251288,518441666.0,9.390055894851685
85,,,,,,,,,,,,417310272.0,7.311007976531982,550299678,10.329424142837524,554971296,10.475160598754883,579029950,11.314424753189087,74469.03001101129,69577.0070804836,67919.05152119928,58620.66403708768,62041.5892739209,74098.33357315969,73920.0077965728,73407.69803479615,59335.485018565894,45722.856799843,40979.81331853325,0.9898866631767966,517117207.0,9.401848077774048
86,,,,,,,,,,,,415272009.0,7.285905361175537,486763097,8.751895666122437,553352465,10.488659858703613,575666312,11.245206594467163,75193.02357136198,70280.27528149859,68620.72527405099,59329.849480117526,62641.78111444981,74852.13701580837,74660.07610987117,74098.67841507311,59876.54126905994,46261.989920389795,41494.72727433027,0.9900035424665972,516932209.0,9.428820371627808
87,,,,,,,,,,,,413622965.0,7.244492530822754,487325901,8.756623268127441,554340011,10.478650331497192,574813409,11.233593940734863,76242.98089724535,71129.69088496604,69358.73413038603,60022.66999109225,63344.754440423494,75645.47908178835,75419.48314880849,74944.35645693203,60494.486408079174,46767.95249701445,41961.30582512849,0.9899239973588423,515712486.0,9.37508225440979
88,,,,,,,,,,,,417081879.0,7.314530849456787,485544167,8.705761432647705,555884746,10.554392337799072,575216301,11.21986722946167,77001.12530666831,71970.21933303862,70112.16025093358,60670.475094183785,64032.44432716858,76644.86019714024,76359.6127490836,75920.78432350929,61190.52288460737,47252.90021949685,42448.69189415643,0.9898205887187611,517430316.0,9.401039600372314
89,,,,,,,,,,,,414737342.0,7.306129455566406,489780851,8.795557975769043,553522875,10.439841508865356,576117849,11.214614152908325,77772.39661378055,72668.43894184276,71012.26631677513,61325.34747128767,64671.26715293625,77384.53634522298,77059.50093043,76787.04986600044,62017.52269965301,47736.91272388066,42912.83569068806,0.9898619976910678,520382029.0,9.443976640701294
